timestamp,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,com_x,com_y,com_z,contact_count,left_contact,right_contact,left_slip_m,right_slip_m,max_joint_error_deg,max_saturation_fraction,max_abs_actuator_force,left_ankle_pitch_target_deg,left_ankle_pitch_actual_deg,left_ankle_pitch_force
0.001,0.0,0.0,0.68,0.0,-0.0,0.0,0.005621692662336757,0.00025176609100720427,0.7124937672722609,0,0,0,0.0,0.0,0.0005100387106706124,0.06544877598479558,2.4764454055230547,0.0,-0.000175869865269138,-0.4214878903960201
0.05000000000000004,0.00023137743286000097,2.9603666404630535e-07,0.6726954173641019,-0.00018115628632032796,0.08549200352215645,0.0011132548865983875,0.005763961228921526,0.00025190566448402636,0.7052363977771189,22,1,1,0.00022848179460971,0.0002301780584465385,0.18100639672614652,0.07266252012235724,2.6158507244048606,0.0,-0.07615539431120559,-0.08676499086580114
0.10000000000000007,0.0015827007292955248,-2.7484724378662325e-07,0.6741213112402787,-8.378185183423289e-05,0.20032788840368215,0.0010879211936126022,0.006822978980027496,0.0002517233797072955,0.7066264717869185,20,1,1,0.00023475700864494423,0.0002369760012648035,0.36614649224944035,0.06685214160347178,2.406677097724984,0.0,-0.19602582369291954,0.03660998261315995
0.1500000000000001,0.003371169329649989,-8.768846331037847e-07,0.6745414385383387,-3.074650889465814e-05,0.36730350785980986,0.0012004325803929474,0.008484237636414432,0.0002510901919662456,0.7070514073269109,20,1,1,0.00024012136590390596,0.00024243536146861068,0.5356687874251195,0.06523916527715329,2.3486099499775186,0.0,-0.3619272240128998,0.3296192015359292
0.20000000000000015,0.005749113583653155,-9.56114017082217e-07,0.6744881109903664,-4.2523759218682354e-05,0.5802648530029411,0.0012173328637432776,0.010765984265678522,0.00025103757165633264,0.7070019709154595,20,1,1,0.00025466110039218875,0.0002569036937833393,0.6883125745513875,0.06525002961837703,2.349001066261573,0.0,-0.5872817050129692,0.6550853923304053
0.25000000000000017,0.008734287391893464,-8.216171868377214e-07,0.6743650973647242,-5.0694626776529826e-05,0.8349425755813884,0.00119554825394136,0.013695200714058192,0.00025117455577971034,0.7068785021462083,20,1,1,0.0002665440141625142,0.00026869157750543214,0.8674596055304215,0.0652493344639739,2.34897604070306,0.0,-0.8668006613826484,1.0402490665147202
0.3000000000000002,0.012340111445557078,-7.287731532397788e-07,0.6741954538545826,-4.852221309599635e-05,1.1435530818007689,0.0011565086851020128,0.017304123927112943,0.00025125527994965876,0.7067038274086738,20,1,1,0.00027766438237139334,0.00027970781497892015,1.2059512045356997,0.06524513261873183,2.348824774274346,0.0,-1.2053501694745663,1.488284152664884
0.35000000000000026,0.01661224321442155,-6.912382392873187e-07,0.6739665505962671,-4.231975211308388e-05,1.51574531591921,0.001104084574995271,0.021638941175671646,0.00025127936777426084,0.7064653891429006,20,1,1,0.00028900285420084424,0.00029092998489426347,1.6072180646052778,0.0652377729761855,2.348559827142678,0.0,-1.6066756206886097,2.008090040066155
0.4000000000000003,0.021622032318658318,-6.685991688654664e-07,0.6736594486908899,-3.6291222800535645e-05,1.958116421712168,0.0010373430918341356,0.02676094384196989,0.00025128998640666026,0.7061446261625959,20,1,1,0.00030078170329743447,0.0003025762081006855,2.0781405656775735,0.0725316920518046,2.6111409138649657,0.0,-2.077662074832265,2.6108301157324285
0.45000000000000034,0.027458856581362736,-6.374333180744508e-07,0.6732489117526208,-3.21047846977237e-05,2.47626257550252,0.0009542555753868337,0.03274431758100288,0.00025130954904373833,0.7057170880170924,20,1,1,0.00031304902746714453,0.0003146909568061756,2.627458982322893,0.09189901753992295,3.308364631437226,0.0,-2.6270527267284267,3.308142305933947
