timestamp,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,com_x,com_y,com_z,contact_count,left_contact,right_contact,left_slip_m,right_slip_m,max_joint_error_deg,max_saturation_fraction,max_abs_actuator_force,left_ankle_pitch_target_deg,left_ankle_pitch_actual_deg,left_ankle_pitch_force
0.001,0.0,0.0,0.68,0.0,-0.0,0.0,0.005621692662336757,0.00025176609100720427,0.7124937672722609,0,0,0,0.0,0.0,0.0005100387106706124,0.06544877598479558,2.4764454055230547,0.0,-0.000175869865269138,-0.4214878903960201
0.05000000000000004,0.0002510266599439778,2.6813170139566363e-07,0.6727035774490896,-0.0001802267357567652,0.05225767419342109,0.0008477453932290846,0.005756655139796259,0.00025192137205263843,0.7052306765446501,22,1,1,0.00022819509548559246,0.00022906714007625098,0.12987948337774508,0.08857907976704774,3.1888468716137184,0.0,-0.060430091383979416,0.19127303322135591
0.10000000000000007,0.0013855145560297453,-2.0109662855300686e-07,0.674129409372571,-9.490940174798377e-05,0.15179819968865393,0.0008789989311241866,0.006743064943192514,0.0002518001415972043,0.7066245604327858,20,1,1,0.00024911469668822684,0.00025030983884403595,0.23234836718680185,0.06704997762597092,2.413799194534953,0.0,-0.17046165936127944,0.3005595687506485
0.1500000000000001,0.0029554804280180953,-7.617808693631234e-07,0.674556145043956,-4.8490614791036735e-05,0.3041558823371117,0.0009301183783404619,0.008288451382202673,0.00025118835339217,0.7070509803450247,20,1,1,0.0002557192862197967,0.0002569763060228697,0.3252136729500303,0.06584662790591961,2.370478604613106,0.0,-0.3144214355820157,0.7271655791135809
0.20000000000000015,0.0050284651546973255,-8.156349645358967e-07,0.6745162734851086,-6.470211555846417e-05,0.5025512271180064,0.0009183022353157326,0.010387161546112888,0.0002511626481699194,0.7070067170870554,20,1,1,0.0002656174954057828,0.0002667984135285817,0.5082066787009212,0.06587860741612941,2.371629866980659,0.0,-0.5077684344642184,1.189027048293037
0.25000000000000017,0.007596918251615425,-6.634494163757368e-07,0.6744148680845524,-7.692210243290659e-05,0.7481417595062482,0.0008882239359043648,0.01304360629735644,0.00025132203855850334,0.7068952005764132,20,1,1,0.00027253598615364243,0.0002736210238474744,0.7457867903446925,0.06587260658183462,2.3714138369460462,0.0,-0.745403273969031,1.7177487045318858
0.3000000000000002,0.010675055599940692,-5.59061584861124e-07,0.6742777672282996,-7.896169067712251e-05,1.0431441202295824,0.0008471278891945554,0.016266441163204415,0.0002514200528722249,0.7067423246190028,20,1,1,0.00027809488725047773,0.00027907798454953237,1.0303431978068163,0.06586092516136131,2.3709933058090074,0.0,-1.030013514405028,2.3266099180977355
0.35000000000000026,0.014288296528285633,-5.11228258885001e-07,0.6740969139091647,-7.740412993751781e-05,1.3898385707795582,0.0007958905302223255,0.02007116805406933,0.0002514603557232052,0.7065401966990957,20,1,1,0.00028277973494294964,0.00028365262572758554,1.3649664464569538,0.08390914916627051,3.0207293699857383,0.0,-1.364691180163371,3.0205717596477246
0.4000000000000003,0.018465889690087285,-4.772642950085664e-07,0.6738608653334854,-7.6450586081745e-05,1.7905758760392654,0.0007335109694017165,0.02447814298653332,0.0002514880136055591,0.7062774358468003,20,1,1,0.00028664560048972975,0.0002873961400254466,1.7528712872329548,0.1056797766868211,3.80447196072556,0.0,-1.7526539414089775,3.804422685252396
0.45000000000000034,0.02323787671873621,-4.337118185329027e-07,0.6735558155494833,-7.767489661347826e-05,2.24799728159476,0.0006577130516710309,0.029511432981654987,0.0002515254965439023,0.7059400799202694,20,1,1,0.00028970025981836793,0.00029031290685625186,2.1970319596875334,0.13001551999537886,4.6805587198336385,0.0,-2.196882422635573,4.6805587198336385
