timestamp,pair,x,y,z,nx,ny,nz,normal_force,friction_force_1,friction_force_2,distance
0.03300000000000002,floor<->15,-0.06955222897839011,0.18715419386700693,-8.455109373664386e-05,0.0,0.0,1.0,80.7354192941448,0.03810108571070181,-2.0641238956302104,-0.00016910218747328686
0.03300000000000002,floor<->16,-0.08455192584267568,0.16215401204999033,-8.543081735125878e-05,0.0,0.0,1.0,82.27470137738246,0.03825399219974024,-2.0652256202424493,-0.0001708616347025167
0.03300000000000002,floor<->17,-0.06955101677758876,0.08715419387661484,-8.48873071902078e-05,0.0,0.0,1.0,80.79851550065405,0.0381108732191322,-2.063776546664199,-0.00016977461438041474
0.03300000000000002,floor<->18,-0.084551319742275,0.11215401205479428,-8.559892407804075e-05,0.0,0.0,1.0,82.30656756018706,0.038258954650462584,-2.0650544820353662,-0.00017119784815608063
0.03300000000000002,floor<->19,0.09044777010945956,0.1871561332741385,-7.606394439025992e-05,0.0,0.0,1.0,64.62552967292999,0.036520857341983515,-2.052272156087371,-0.00015212788878051896
0.03300000000000002,floor<->20,0.09044898231026094,0.0871561332837464,-7.640015784382385e-05,0.0,0.0,1.0,64.68239313973152,0.03652924134513391,-2.051871382850856,-0.00015280031568764684
0.03300000000000002,floor<->21,-0.039550895728536796,0.07715455751641281,-8.332958803311356e-05,0.0,0.0,1.0,77.76371534228213,0.03781189825975595,-2.0613954619845014,-0.00016665917606622626
0.03300000000000002,floor<->22,-0.03955235036949843,0.1971545575048833,-8.292613188884239e-05,0.0,0.0,1.0,77.68949421987664,0.037800479333583326,-2.061824413365711,-0.0001658522637776839
0.03300000000000002,floor<->23,0.05044910375837865,0.0771556484329243,-7.855556652577693e-05,0.0,0.0,1.0,68.69423949248367,0.03692143970534367,-2.0546704800543996,-0.000157111133051553
0.03300000000000002,floor<->24,0.05044764911741702,0.1971556484213948,-7.815211038150575e-05,0.0,0.0,1.0,68.6242455649937,0.03691097034615076,-2.0551355138621332,-0.00015630422076301064
0.03300000000000002,floor<->38,-0.0695534460646356,-0.08715802936596055,-8.439777148436765e-05,0.0,0.0,1.0,80.64693494906916,-0.039554681716168716,-2.046454014827649,-0.00016879554296873444
0.03300000000000002,floor<->39,-0.08455311987773971,-0.11215822504528178,-8.500935270261238e-05,0.0,0.0,1.0,82.14857387844307,-0.043165774385226285,-2.053342942407202,-0.0001700187054052239
0.03300000000000002,floor<->40,-0.06955214161789994,-0.18715802935178555,-8.386546118613163e-05,0.0,0.0,1.0,80.58260019570821,-0.03953826636582036,-2.0696049088925204,-0.00016773092237226239
0.03300000000000002,floor<->41,-0.0845524676543719,-0.1621582250381943,-8.47431975534909e-05,0.0,0.0,1.0,82.11592941136176,-0.043156746382816635,-2.0649211308407835,-0.00016948639510698093
0.03300000000000002,floor<->42,0.09044655313310355,-0.08715594208206748,-7.645474436116483e-05,0.0,0.0,1.0,64.58346581112653,-0.0012459268821558567,-2.0354438110754485,-0.00015290948872232878
0.03300000000000002,floor<->43,0.09044785757983921,-0.1871559420678925,-7.592243406292186e-05,0.0,0.0,1.0,64.52851010611317,-0.001245205150814499,-2.0585430864252894,-0.00015184486812584285
0.03300000000000002,floor<->44,-0.039552011323650285,-0.1971576379846381,-8.23229125707075e-05,0.0,0.0,1.0,77.54867981606367,-0.0323218644409522,-2.0697448794612665,-0.00016464582514141412
0.03300000000000002,floor<->45,-0.03955357665973307,-0.0771576380016481,-8.296168492859073e-05,0.0,0.0,1.0,77.62363831710613,-0.032337731133312175,-2.041976573585716,-0.00016592336985718058
0.03300000000000002,floor<->46,0.050447988225078,-0.19715646388744826,-7.785495981390243e-05,0.0,0.0,1.0,68.5152818849437,-0.010776078084374419,-2.0634974942195914,-0.000155709919627804
0.03300000000000002,floor<->47,0.050446422888995215,-0.07715646390445824,-7.849373217178567e-05,0.0,0.0,1.0,68.58388037088358,-0.010781285342066127,-2.0357642952775663,-0.00015698746434357046
0.03400000000000002,floor<->15,-0.06956078371666585,0.1871543420912466,-0.0002300185442134211,0.0,0.0,1.0,80.52722220395364,0.03912555896934933,-2.094610600024996,-0.0004600370884268413
0.03400000000000002,floor<->16,-0.08456046636357678,0.1621541517509145,-0.00023094578812245074,0.0,0.0,1.0,82.10256164886462,0.03925282667061758,-2.0994017867272508,-0.0004618915762449006
0.03400000000000002,floor<->17,-0.06955951468498665,0.08715434210176408,-0.0002303696349544703,0.0,0.0,1.0,80.63148105699348,0.0391603707881103,-2.0962085242272863,-0.00046073926990893976
0.03400000000000002,floor<->18,-0.08455983184773719,0.11215415175617324,-0.00023112133349297535,0.0,0.0,1.0,82.15562037699137,0.03927038071613609,-2.100207519239561,-0.00046224266698594984
