normalized_phase,time_from_motion_start_seconds,joint_name,joint_index,baseline_position,position,position_relative_to_baseline,velocity,effort,source_time_ns,receive_wall_ns,receive_monotonic_ns
0.007609046497001005,0.043062767000000335,left_elbow_joint,3,-1.1739583015441895,-1.1739583015441895,0.0,-0.0061054229736328125,-1.5531158447265625,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,left_wrist_yaw_joint,4,0.012175559997558594,0.012942790985107422,0.0007672309875488281,0.16483497619628906,0.3223419189453125,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.08595848083496094,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,left_wrist_roll_joint,6,-0.01811981201171875,-0.01850128173828125,-0.0003814697265625,-0.021978378295898438,0.02344512939453125,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_shoulder_pitch_joint,7,0.3975830078125,0.39700794219970703,-0.0005750656127929688,-0.03052520751953125,-0.20513153076171875,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_shoulder_roll_joint,8,0.012942790985107422,0.003547191619873047,-0.009395599365234375,-0.4212455749511719,-3.6630020141601562,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_shoulder_yaw_joint,9,0.006040096282958984,0.003547191619873047,-0.0024929046630859375,-0.07936477661132812,-1.3186798095703125,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_elbow_joint,10,-1.1712737083435059,-1.1712737083435059,0.0,0.0061054229736328125,-1.5531158447265625,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_wrist_yaw_joint,11,-0.00795745849609375,-0.010066509246826172,-0.002109050750732422,-0.2991447448730469,-0.14652252197265625,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.16410446166992188,1786663944172647676,1786663944222912652,14081298007279
0.007609046497001005,0.043062767000000335,right_wrist_roll_joint,13,0.00591278076171875,0.00820159912109375,0.002288818359375,0.09523773193359375,0.14847564697265625,1786663944172647676,1786663944222912652,14081298007279
0.011237510886030845,0.06359776000000039,left_shoulder_pitch_joint,0,0.3939399719238281,0.3918309211730957,-0.002109050750732422,-0.05494499206542969,-0.14652252197265625,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_shoulder_roll_joint,1,-0.012558937072753906,0.006231784820556641,0.018790721893310547,0.47008514404296875,3.8974380493164062,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_shoulder_yaw_joint,2,-0.008532524108886719,-0.00220489501953125,0.006327629089355469,0.25030517578125,1.7875442504882812,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_elbow_joint,3,-1.1739583015441895,-1.1739583015441895,0.0,-0.0061054229736328125,-1.611724853515625,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_wrist_yaw_joint,4,0.012175559997558594,0.01639413833618164,0.004218578338623047,0.1892547607421875,0.5567779541015625,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.10158729553222656,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,left_wrist_roll_joint,6,-0.01811981201171875,-0.01888275146484375,-0.000762939453125,-0.05128288269042969,-0.14847373962402344,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_shoulder_pitch_joint,7,0.3975830078125,0.39566564559936523,-0.0019173622131347656,-0.07936477661132812,-0.3223419189453125,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_shoulder_roll_joint,8,0.012942790985107422,-0.008340835571289062,-0.021283626556396484,-0.7020759582519531,-3.6630020141601562,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_shoulder_yaw_joint,9,0.006040096282958984,0.0025887489318847656,-0.0034513473510742188,-0.03052520751953125,-1.8461532592773438,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_elbow_joint,10,-1.1712737083435059,-1.1712737083435059,0.0,0.0061054229736328125,-1.611724853515625,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_wrist_yaw_joint,11,-0.00795745849609375,-0.014285087585449219,-0.006327629089355469,-0.25030517578125,-0.380950927734375,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.14847564697265625,1786663944193648551,1786663944243447709,14081318542272
0.011237510886030845,0.06359776000000039,right_wrist_roll_joint,13,0.00591278076171875,0.01125335693359375,0.005340576171875,0.15384674072265625,0.1797332763671875,1786663944193648551,1786663944243447709,14081318542272
0.014911327119710018,0.08438941800000066,left_shoulder_pitch_joint,0,0.3939399719238281,0.3904886245727539,-0.0034513473510742188,-0.09157562255859375,-0.26373291015625,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_shoulder_roll_joint,1,-0.012558937072753906,0.018120288848876953,0.03067922592163086,0.6776561737060547,4.131866455078125,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_shoulder_yaw_joint,2,-0.008532524108886719,0.003930568695068359,0.012463092803955078,0.39682579040527344,1.7875442504882812,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_elbow_joint,3,-1.1739583015441895,-1.1739583015441895,0.0,-0.018314361572265625,-1.6703262329101562,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_wrist_yaw_joint,4,0.012175559997558594,0.021955013275146484,0.00977945327758789,0.3601951599121094,0.4981689453125,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.08595848083496094,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,left_wrist_roll_joint,6,-0.01811981201171875,-0.02040863037109375,-0.002288818359375,-0.13919448852539062,-0.3047618865966797,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_shoulder_pitch_joint,7,0.3975830078125,0.3939399719238281,-0.003643035888671875,-0.07936477661132812,-0.4395599365234375,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_shoulder_roll_joint,8,0.012942790985107422,-0.02329730987548828,-0.0362401008605957,-0.7387065887451172,-3.8388290405273438,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_shoulder_yaw_joint,9,0.006040096282958984,-0.00220489501953125,-0.008244991302490234,-0.3601951599121094,-1.7875442504882812,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_elbow_joint,10,-1.1712737083435059,-1.1712737083435059,0.0,-0.0061054229736328125,-1.6703262329101562,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_wrist_yaw_joint,11,-0.00795745849609375,-0.022338390350341797,-0.014380931854248047,-0.4945049285888672,-0.26373291015625,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.16410446166992188,1786663944213651051,1786663944264239367,14081339333930
0.014911327119710018,0.08438941800000066,right_wrist_roll_joint,13,0.00591278076171875,0.01621246337890625,0.0102996826171875,0.2564105987548828,0.19536209106445312,1786663944213651051,1786663944264239367,14081339333930
0.01873934899011899,0.1060537900000007,left_shoulder_pitch_joint,0,0.3939399719238281,0.3887624740600586,-0.005177497863769531,-0.20146560668945312,-0.26373291015625,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_shoulder_roll_joint,1,-0.012558937072753906,0.03326749801635742,0.04582643508911133,0.7875461578369141,4.131866455078125,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_shoulder_yaw_joint,2,-0.008532524108886719,0.01409292221069336,0.022625446319580078,0.6776561737060547,1.6703262329101562,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_elbow_joint,3,-1.1739583015441895,-1.1739583015441895,0.0,-0.0061054229736328125,-1.7875442504882812,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_wrist_yaw_joint,4,0.012175559997558594,0.032117366790771484,0.01994180679321289,0.6654453277587891,0.3223419189453125,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.10158729553222656,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,left_wrist_roll_joint,6,-0.01811981201171875,-0.02422332763671875,-0.006103515625,-0.21245384216308594,-0.3203907012939453,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_shoulder_pitch_joint,7,0.3975830078125,0.3922138214111328,-0.0053691864013671875,-0.15262603759765625,-0.4981689453125,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_shoulder_roll_joint,8,0.012942790985107422,-0.039403438568115234,-0.052346229553222656,-0.9951152801513672,-3.4871826171875,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_shoulder_yaw_joint,9,0.006040096282958984,-0.01121664047241211,-0.017256736755371094,-0.45787620544433594,-1.9047622680664062,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_elbow_joint,10,-1.1712737083435059,-1.1714653968811035,-0.00019168853759765625,-0.03052520751953125,-1.7289352416992188,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_wrist_yaw_joint,11,-0.00795745849609375,-0.033075809478759766,-0.025118350982666016,-0.5433464050292969,-0.3223419189453125,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.14847564697265625,1786663944232644093,1786663944285903803,14081360998302
0.01873934899011899,0.1060537900000007,right_wrist_roll_joint,13,0.00591278076171875,0.02155303955078125,0.0156402587890625,0.27106285095214844,0.24224853515625,1786663944232644093,1786663944285903803,14081360998302
0.022380586249599287,0.12666107000000082,left_shoulder_pitch_joint,0,0.3939399719238281,0.3864617347717285,-0.007478237152099609,-0.15262603759765625,-0.4981689453125,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_shoulder_roll_joint,1,-0.012558937072753906,0.05666065216064453,0.06921958923339844,1.1172161102294922,3.8388290405273438,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_shoulder_yaw_joint,2,-0.008532524108886719,0.031158447265625,0.03969097137451172,0.6532363891601562,1.6703262329101562,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_elbow_joint,3,-1.1739583015441895,-1.174149990081787,-0.00019168853759765625,-0.03052520751953125,-1.9047622680664062,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_wrist_yaw_joint,4,0.012175559997558594,0.049757957458496094,0.0375823974609375,0.4945049285888672,0.4981689453125,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.10158729553222656,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,left_wrist_roll_joint,6,-0.01811981201171875,-0.02994537353515625,-0.0118255615234375,-0.2564105987548828,-0.4454212188720703,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_shoulder_pitch_joint,7,0.3975830078125,0.3891458511352539,-0.008437156677246094,-0.04273414611816406,-0.6739959716796875,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_shoulder_roll_joint,8,0.012942790985107422,-0.06279659271240234,-0.07573938369750977,-0.9951152801513672,-3.4285736083984375,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_shoulder_yaw_joint,9,0.006040096282958984,-0.026173114776611328,-0.03221321105957031,-0.7142848968505859,-1.6703262329101562,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_elbow_joint,10,-1.1712737083435059,-1.1726160049438477,-0.0013422966003417969,0.0061054229736328125,-1.8461532592773438,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_wrist_yaw_joint,11,-0.00795745849609375,-0.0470733642578125,-0.03911590576171875,-0.6410255432128906,-0.26373291015625,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.14847564697265625,1786663944256644176,1786663944306510731,14081381605582
0.022380586249599287,0.12666107000000082,right_wrist_roll_joint,13,0.00591278076171875,0.03070831298828125,0.0247955322265625,0.4322338104248047,0.22661972045898438,1786663944256644176,1786663944306510731,14081381605582
0.02596410572635565,0.14694170100000115,left_shoulder_pitch_joint,0,0.3939399719238281,0.3837771415710449,-0.010162830352783203,-0.15262603759765625,-0.6739959716796875,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_shoulder_roll_joint,1,-0.012558937072753906,0.0802454948425293,0.0928044319152832,1.2148971557617188,3.7216110229492188,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_shoulder_yaw_joint,2,-0.008532524108886719,0.04630613327026367,0.05483865737915039,0.8608055114746094,1.5531158447265625,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_elbow_joint,3,-1.1739583015441895,-1.1743416786193848,-0.0003833770751953125,-0.0061054229736328125,-1.9633712768554688,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_wrist_yaw_joint,4,0.012175559997558594,0.06011199951171875,0.047936439514160156,0.7631263732910156,0.380950927734375,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.10158729553222656,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,left_wrist_roll_joint,6,-0.01811981201171875,-0.037194252014160156,-0.019074440002441406,-0.40293121337890625,-0.4923076629638672,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_shoulder_pitch_joint,7,0.3975830078125,0.3847360610961914,-0.012846946716308594,-0.2625160217285156,-0.4981689453125,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_shoulder_roll_joint,8,0.012942790985107422,-0.08369684219360352,-0.09663963317871094,-1.1782665252685547,-3.4871826171875,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_shoulder_yaw_joint,9,0.006040096282958984,-0.04208803176879883,-0.04812812805175781,-0.7753353118896484,-1.611724853515625,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_elbow_joint,10,-1.1712737083435059,-1.1728076934814453,-0.0015339851379394531,0.0061054229736328125,-1.9047622680664062,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_wrist_yaw_joint,11,-0.00795745849609375,-0.06087923049926758,-0.05292177200317383,-0.7875461578369141,-0.26373291015625,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.14847564697265625,1786663944276639968,1786663944326791490,14081401886213
0.02596410572635565,0.14694170100000115,right_wrist_roll_joint,13,0.00591278076171875,0.039864540100097656,0.033951759338378906,0.4468860626220703,0.2578773498535156,1786663944276639968,1786663944326791490,14081401886213
0.029721925842606203,0.16820877199999984,left_shoulder_pitch_joint,0,0.3939399719238281,0.38013410568237305,-0.013805866241455078,-0.20146560668945312,-0.7325973510742188,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_shoulder_roll_joint,1,-0.012558937072753906,0.10785675048828125,0.12041568756103516,1.336996078491211,3.4285736083984375,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_shoulder_yaw_joint,2,-0.008532524108886719,0.06643962860107422,0.07497215270996094,0.8608055114746094,1.4945068359375,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_elbow_joint,3,-1.1739583015441895,-1.1743416786193848,-0.0003833770751953125,-0.0061054229736328125,-2.0805892944335938,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_wrist_yaw_joint,4,0.012175559997558594,0.08235454559326172,0.07017898559570312,0.8363857269287109,0.3223419189453125,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.08595848083496094,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,left_wrist_roll_joint,6,-0.01811981201171875,-0.047875404357910156,-0.029755592346191406,-0.5054950714111328,-0.4454212188720703,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_shoulder_pitch_joint,7,0.3975830078125,0.37840843200683594,-0.019174575805664062,-0.27472496032714844,-0.380950927734375,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_shoulder_roll_joint,8,0.012942790985107422,-0.11437606811523438,-0.1273188591003418,-1.2759456634521484,-3.0183181762695312,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_shoulder_yaw_joint,9,0.006040096282958984,-0.05896139144897461,-0.0650014877319336,-0.8485965728759766,-1.611724853515625,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_elbow_joint,10,-1.1712737083435059,-1.1728076934814453,-0.0015339851379394531,-0.03052520751953125,-2.0219802856445312,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_wrist_yaw_joint,11,-0.00795745849609375,-0.07871150970458984,-0.0707540512084961,-0.7753353118896484,-0.3223419189453125,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_wrist_pitch_joint,12,0.00667572021484375,0.00667572021484375,0.0,0.0073261260986328125,-0.14847564697265625,1786663944298642134,1786663944348058528,14081423153284
0.029721925842606203,0.16820877199999984,right_wrist_roll_joint,13,0.00591278076171875,0.050545692443847656,0.044632911682128906,0.5054950714111328,0.2578773498535156,1786663944298642134,1786663944348058528,14081423153284
0.033386163881194905,0.1889462230000003,left_shoulder_pitch_joint,0,0.3939399719238281,0.3755321502685547,-0.018407821655273438,-0.21367454528808594,-0.7912063598632812,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_shoulder_roll_joint,1,-0.012558937072753906,0.1350841522216797,0.1476430892944336,1.373626708984375,3.4285736083984375,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_shoulder_yaw_joint,2,-0.008532524108886719,0.08484745025634766,0.09337997436523438,1.0195369720458984,1.377288818359375,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_elbow_joint,3,-1.1739583015441895,-1.1745333671569824,-0.0005750656127929688,-0.05494499206542969,-2.1977996826171875,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_wrist_yaw_joint,4,0.012175559997558594,0.09558486938476562,0.08340930938720703,0.9096450805664062,0.380950927734375,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_wrist_pitch_joint,5,0.00209808349609375,0.00209808349609375,0.0,-0.0073261260986328125,-0.10158729553222656,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,left_wrist_roll_joint,6,-0.01811981201171875,-0.059700965881347656,-0.041581153869628906,-0.6520137786865234,-0.3672771453857422,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,right_shoulder_pitch_joint,7,0.3975830078125,0.37342309951782227,-0.024159908294677734,-0.21367454528808594,-0.4395599365234375,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,right_shoulder_roll_joint,8,0.012942790985107422,-0.14141178131103516,-0.15435457229614258,-1.3492069244384766,-3.0183181762695312,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,right_shoulder_yaw_joint,9,0.006040096282958984,-0.07928657531738281,-0.0853266716003418,-1.0073261260986328,-1.5531158447265625,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,right_elbow_joint,10,-1.1712737083435059,-1.17472505569458,-0.0034513473510742188,-0.10378456115722656,-1.9633712768554688,1786663944318640551,1786663944368795852,14081443890735
0.033386163881194905,0.1889462230000003,right_wrist_yaw_joint,11,-0.00795745849609375,-0.09558486938476562,-0.08762741088867188,-0.9462757110595703,-0.20513153076171875,1786663944318640551,1786663944368795852,14081443890735
