experiment,joint_name,real_pre_mean_rad,sim_target_mean_rad,sim_settled_mean_rad,settled_minus_real_rad,classification
fixed_interp_zoh,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890054554,-7.080286931335222e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_zoh,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876556142122,-7.72415961515123e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962563,3.2751579226442118e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.30075216293357904,-2.294275880387886e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208496,-0.000191688537793,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192878,6.661338147750939e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497652,8.010091816157416e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.03090699489009454,-7.08028693533376e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_interp_pchip,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876554384329,-7.724159597573299e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524603,-1.942890293094024e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962574,3.164135620181696e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335786,-2.2898349882893854e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208497,-0.000191688537793111,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192879,7.771561172376096e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497654,8.010091816179621e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890129987,-7.080286938878494e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_25hz,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876552933016,-7.724159583060168e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962563,3.2751579226442118e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.30075216293357904,-2.294275880387886e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208495,-0.00019168853779288897,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,left_knee_joint,0.5036177635192871,0.5036177635192871,0.503617763519288,8.881784197001252e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497652,8.010091816157416e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890094353,-7.080286935315025e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_reference_rate_100hz,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.001082387655438814,-7.724159597611419e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524636,-2.275957200481571e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196256,3.3306690738754696e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335843,-2.347011474057581e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208508,-0.00019168853779422124,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192878,6.661338147750939e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497654,8.010091816179621e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994889614747,-7.080286887354431e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_500hz,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.001082387660938277,-7.724160147557706e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.2727570533752465,-2.4424906541753444e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962524,3.6637359812630166e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629336026,-2.529643161608419e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.25703382492085064,-0.0001916885377940547,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192866,-5.551115123125783e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,right_knee_joint,0.4803366738316036,0.48041677474975575,0.48041677474976563,8.010091816201825e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.03090699488818166,-7.080286744045802e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_200hz,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876766005837,-7.724161713788379e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.2727570533752468,-2.7200464103316335e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196251,3.83026943495679e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629336375,-2.878808302853031e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.25703382492083693,-0.00019168853778034345,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192832,-3.885780586188048e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,right_knee_joint,0.4803366738316036,0.48041677474975575,0.48041677474976846,8.010091816484932e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994886103746,-7.080286536254379e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_controller_rate_100hz,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876999975107,-7.724164053481077e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.2727570533752497,-5.6066262743570405e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196306,-1.7208456881689926e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335723,-2.227107387398064e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.257033824920845,-0.00019168853778839257,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192874,3.3306690738754696e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,right_knee_joint,0.4803366738316036,0.48041677474975575,0.480416774749768,8.010091816440523e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994892204498,-7.080287146329564e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_timestep_0005,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876517354926,-7.724159227279269e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962563,3.2751579226442118e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.30075216293357904,-2.294275880387886e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208495,-0.00019168853779288897,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,left_knee_joint,0.5036177635192871,0.5036177635192871,0.503617763519288,8.881784197001252e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497652,8.010091816157416e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890094353,-7.080286935315025e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_5,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.001082387655438814,-7.724159597611419e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962563,3.2751579226442118e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.30075216293357904,-2.294275880387886e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208495,-0.00019168853779288897,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,left_knee_joint,0.5036177635192871,0.5036177635192871,0.503617763519288,8.881784197001252e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497652,8.010091816157416e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890094353,-7.080286935315025e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_velocity_limit_2,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.001082387655438814,-7.724159597611419e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962535,3.552713678800501e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335789,-2.293165657363261e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208496,-0.000191688537793,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192878,6.661338147750939e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497652,8.010091816157416e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890092562,-7.080286935136001e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_1p5,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876554368085,-7.724159597410863e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.29499912261962563,3.2751579226442118e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335789,-2.293165657363261e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.25703382492084964,-0.0001916885377930555,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192879,7.771561172376096e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,right_knee_joint,0.4803366738316036,0.48041677474975575,0.4804167747497651,8.010091816146314e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890091154,-7.080286934995142e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_2p0,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876554344966,-7.724159597179668e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196256,3.3306690738754696e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335788,-2.2920554343386357e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208497,-0.000191688537793111,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192878,6.661338147750939e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,right_knee_joint,0.4803366738316036,0.48041677474975575,0.480416774749765,8.010091816140763e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.030906994890089103,-7.080286934790098e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_3p0,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.001082387655430782,-7.72415959680822e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524625,-2.1649348980190553e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196256,3.3306690738754696e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335788,-2.2920554343386357e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,right_hip_pitch_joint,-0.2568421363830566,-0.2570338249206543,-0.2570338249208499,-0.00019168853779333306,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,left_knee_joint,0.5036177635192871,0.5036177635192871,0.5036177635192879,7.771561172376096e-16,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,right_knee_joint,0.4803366738316036,0.48041677474975575,0.480416774749765,8.010091816140763e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,waist_pitch_joint,-0.030836192020741202,-0.0309069952289138,-0.03090699489008767,-7.08028693464681e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_4p0,waist_roll_joint,-0.0010051460594627,-0.0010823870317433,-0.0010823876554287134,-7.724159596601355e-05,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_6p0,left_ankle_pitch_joint,-0.2727570533752441,-0.2727570533752441,-0.27275705337524636,-2.275957200481571e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_6p0,right_ankle_pitch_joint,-0.2949991226196289,-0.2949991226196289,-0.2949991226196256,3.3306690738754696e-15,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
fixed_shoulders_scale_6p0,left_hip_pitch_joint,-0.3007521629333496,-0.3007521629333496,-0.3007521629335788,-2.2920554343386357e-13,SIMULATION_REFERENCE_ALIGNMENT_NOT_HARDWARE_ZERO_CALIBRATION
