experiment,joint_name,real_excursion_rad,sim_excursion_rad,excursion_ratio,relative_rmse_rad,phase_lag_s,shape_correlation,peak_timing_difference_s,real_recovery_s,sim_recovery_s,mapping_status
free_arm_pd_candidate,left_hip_pitch_joint,0.03565635734796191,0.05410090494561104,1.5172863682527404,0.023188719893635253,0.84,0.3316179234126293,0.5190000000006343,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_arm_pd_candidate,right_hip_pitch_joint,0.04103374481201166,0.0568464925738687,1.385359606692008,0.029033515703752923,0.9,0.299335201484186,0.6390000000007805,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_arm_pd_candidate,left_knee_joint,0.007477760314941406,0.09898024038354691,13.236615806710635,0.028022341944177256,0.46,0.4098653714745421,0.49900000000060984,,0.33020323000116747,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_arm_pd_candidate,right_knee_joint,0.023776531219482477,0.08775765071654451,3.6909358184526067,0.026606940672653245,0.3,0.35348067302203473,0.43999999999975614,0.010203230000776387,2.530203230003856,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_arm_pd_candidate,waist_pitch_joint,0.032339343251161,0.052077158888035206,1.6103344611417119,0.018400166855605613,-0.44,0.2893931847765258,1.8000000000012069,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_arm_pd_candidate,waist_roll_joint,0.010208618397005566,0.0005276822537839999,0.05168987940021167,0.00324588289476398,-0.62,0.4003559403306269,1.5600000000003806,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,left_ankle_pitch_joint,0.04620965483869738,0.7949468622575413,17.203046961342558,0.4733915687987726,1.0,0.006335407109684217,2.1000000000016446,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,right_ankle_pitch_joint,0.0320215225219726,0.8634041800217511,26.963245717916706,0.4974690034255848,1.0,0.030493975013769093,2.160000000001718,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,left_hip_pitch_joint,0.03565635734796191,0.3170600522630785,8.89210440564539,0.13567823915872088,-0.42,0.6183064331471712,0.6190000000007565,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,right_hip_pitch_joint,0.04103374481201166,0.2629433837369642,6.407979211782632,0.0898057264501239,-0.6,0.696224462813937,0.6390000000007805,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,left_knee_joint,0.007477760314941406,0.09671492626739303,12.933675618640214,0.05580409931589181,-1.0,0.4514068689915908,0.5790000000007076,,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,right_knee_joint,0.023776531219482477,0.17775440147152355,7.476044332567389,0.06619049419358661,1.0,0.37157669074661104,2.539000000001719,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,waist_pitch_joint,0.032339343251161,0.4071768522180693,12.590758230795284,0.09984957521880923,-0.12,0.6223752816455829,2.35900000000189,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p5,waist_roll_joint,0.010208618397005566,0.2000267354563224,19.593908566020556,0.03318418092075325,0.98,0.31084425162185547,2.679000000001748,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,left_ankle_pitch_joint,0.04620965483869738,0.027519329668568238,0.59553203252933,0.016729700306034993,-0.46,0.40270056357721207,0.0,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,right_ankle_pitch_joint,0.0320215225219726,0.025661836291798912,0.8013933839089074,0.01217650628357814,-0.54,0.5469988877947328,-0.03999999999997783,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,left_hip_pitch_joint,0.03565635734796191,0.03080308518226632,0.8638876058388786,0.016920097104739018,-0.88,0.19310663430899483,-2.240000000001105,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,right_hip_pitch_joint,0.04103374481201166,0.034906640989096294,0.8506813392005644,0.022237913341076703,-1.0,0.32108317252034446,-2.1200000000009234,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,left_knee_joint,0.007477760314941406,0.06824443608984043,9.126320344004657,0.024794919123385845,0.7,0.4409728031019067,-2.180000000001103,,0.850203230001803,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,right_knee_joint,0.023776531219482477,0.06736886356658944,2.8334185060345316,0.02806983037595388,0.66,0.4428659142427195,-0.1399999999999224,0.010203230000776387,1.2502032300022918,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,waist_pitch_joint,0.032339343251161,0.024047854852667302,0.7436098706736715,0.013053144815823436,-0.38,0.18174523177434662,1.8200000000012309,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p6,waist_roll_joint,0.010208618397005566,0.00017560772226220007,0.017201908763061418,0.0032275615029904834,1.0,0.6551914550867095,2.5400000000015783,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,left_ankle_pitch_joint,0.04620965483869738,0.04326551887257607,0.9362874278892948,0.023646100035169454,-0.46,-0.04417205868384682,2.439000000002059,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,right_ankle_pitch_joint,0.0320215225219726,0.042255578104543334,1.3195992812505497,0.019907527406028754,-0.5,0.046597057951103305,-0.29999999999983373,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,left_hip_pitch_joint,0.03565635734796191,0.04127012972322758,1.1574409948969884,0.019631699744844168,1.0,-0.005889823752875944,0.4200000000005133,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,right_hip_pitch_joint,0.04103374481201166,0.041734987569748194,1.017089416550918,0.025928386403703627,1.0,-0.012915528325406435,0.54000000000066,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,left_knee_joint,0.007477760314941406,0.07939082100790773,10.61692507705495,0.02508095075764735,0.36,0.45201967032835105,0.44000000000053774,,3.290203230004785,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,right_knee_joint,0.023776531219482477,0.07399316989687998,3.112025434401887,0.026020150370450905,0.28,0.2893309302934546,2.520000000001696,0.010203230000776387,1.2302032300022674,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,waist_pitch_joint,0.032339343251161,0.022574014111138397,0.6980356383807509,0.013682787604218136,-0.4,0.03824902214453122,2.300000000001818,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p7,waist_roll_joint,0.010208618397005566,0.0001879949405761,0.018415316673139965,0.0032102718190802873,0.74,0.5017597871068032,1.3200000000000873,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,left_ankle_pitch_joint,0.04620965483869738,0.05262918191524618,1.1389217707632149,0.02457847563083012,1.0,-0.02913740203369662,-0.3999999999997783,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,right_ankle_pitch_joint,0.0320215225219726,0.05388510496537452,1.682777729522371,0.021059865465044503,-0.38,0.08018891970225599,-0.3999999999997783,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,left_hip_pitch_joint,0.03565635734796191,0.04064760482146701,1.1399819792245378,0.019349943698529624,1.0,0.16019530930353548,-2.3400000000010497,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,right_hip_pitch_joint,0.04103374481201166,0.04371307443088468,1.0652957616017709,0.025637028056874712,1.0,0.14694075753119035,-2.2200000000008675,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,left_knee_joint,0.007477760314941406,0.08184507135067787,10.945131684301543,0.021753704366049217,0.32,0.3245842551562578,-2.360000000001003,,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,right_knee_joint,0.023776531219482477,0.07878884488032334,3.313723274140334,0.0233126604060881,0.32,0.24029022116081844,-0.2599999999998557,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,waist_pitch_joint,0.032339343251161,0.017016797428202703,0.5261948981475308,0.013503005514657305,1.0,0.13807676011388723,0.43999999999975614,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_balance_scale_0p8,waist_roll_joint,0.010208618397005566,0.0002646824271893,0.025927350489164894,0.0032043269875179337,-0.32,0.473603402499835,0.9999999999996962,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,left_ankle_pitch_joint,0.04620965483869738,0.040302478270569986,0.8721657500202632,0.02395815330501283,-1.0,-0.02405755284820792,2.4190000000020353,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,right_ankle_pitch_joint,0.0320215225219726,0.03933155581683606,1.2282850008099222,0.019120750086578518,-0.56,0.028553502185503593,-0.29999999999983373,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,left_hip_pitch_joint,0.03565635734796191,0.039678599615644905,1.112805753779919,0.019817118955048035,1.0,-0.015365468885936507,0.4200000000005133,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,right_hip_pitch_joint,0.04103374481201166,0.04067228794831862,0.9911912289422038,0.025647493402689132,1.0,-0.017202350890264985,0.560000000000684,0.010203230000776387,,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,left_knee_joint,0.007477760314941406,0.07610855670448091,10.177988261058255,0.023871506070961297,0.38,0.47805345734414595,0.44000000000053774,,3.0902032300045406,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,right_knee_joint,0.023776531219482477,0.07125620499944674,2.9969133992539434,0.02535216613077946,0.3,0.32614800906686137,2.539000000001719,0.010203230000776387,0.13020323000092304,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,waist_pitch_joint,0.032339343251161,0.0236716818192511,0.7319778152390671,0.01363222331936592,-0.42,0.05813277421219145,1.8000000000012069,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p25,waist_roll_joint,0.010208618397005566,0.00017127510596450012,0.016777501058785706,0.003214558222337353,0.72,0.5904677091973519,0.19999999999988916,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,left_ankle_pitch_joint,0.04620965483869738,0.03592493837645719,0.7774336013081956,0.024169531884412173,-1.0,0.04176052091063717,2.4790000000021077,0.010203230000776387,0.6302032300015341,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,right_ankle_pitch_joint,0.0320215225219726,0.035017612420681576,1.0935648795791366,0.017862356766522015,-0.64,0.03248226345493006,2.499000000002132,0.010203230000776387,1.9702032300031718,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,left_hip_pitch_joint,0.03565635734796191,0.03656850629332731,1.0255816637819717,0.01968717243153928,1.0,-0.03321359533247986,0.4390000000005365,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,right_hip_pitch_joint,0.04103374481201166,0.03772831567165019,0.9194460765035054,0.025100888420316096,1.0,-0.02944055085349535,0.5790000000007072,0.010203230000776387,0.7502032300016808,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,left_knee_joint,0.007477760314941406,0.06940659392172333,9.28173557302193,0.022302377231983302,0.42,0.4993794314277409,0.4790000000005854,,0.2102032300010208,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,right_knee_joint,0.023776531219482477,0.06595666380849247,2.7740238136355067,0.02489238423583586,0.34,0.3674812178809627,2.579000000001768,0.010203230000776387,0.19020323000099637,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,waist_pitch_joint,0.032339343251161,0.0248176478932987,0.767413478392383,0.013560367730006092,-0.4,0.08917115809630662,1.8000000000012069,0.010203230000776387,0.05020323000082527,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p5,waist_roll_joint,0.010208618397005566,0.0001435547662621999,0.014062115036478195,0.0032179181606992084,0.82,0.6843354784379869,0.2599999999998559,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,left_ankle_pitch_joint,0.04620965483869738,0.032030620883457483,0.693158626595801,0.024258935578550935,-1.0,0.09094033993141365,2.539000000002181,0.010203230000776387,1.4702032300025607,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,right_ankle_pitch_joint,0.0320215225219726,0.03168717785557218,0.9895587517373354,0.01683097191868908,-0.64,0.044198212918464284,2.5190000000021566,0.010203230000776387,1.4102032300024883,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,left_hip_pitch_joint,0.03565635734796191,0.034150345268121884,0.9577631538425754,0.019664501536544615,1.0,-0.0545550239815226,0.45900000000056096,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,right_hip_pitch_joint,0.04103374481201166,0.034977325196600906,0.8524039264961778,0.024432318121033175,1.0,-0.04735454175555274,0.6190000000007561,0.010203230000776387,0.37020323000121635,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,left_knee_joint,0.007477760314941406,0.06308774351331703,8.436716457367671,0.02113834833315148,0.48,0.5135412247890105,0.5390000000006587,,0.3902032300012408,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,right_knee_joint,0.023776531219482477,0.06115301523310096,2.5719906183367995,0.024634389644113415,0.38,0.4141943002909278,2.5990000000017925,0.010203230000776387,0.27020323000109414,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,waist_pitch_joint,0.032339343251161,0.025403530343344197,0.7855301867465164,0.013455747446338977,-0.4,0.12725057997897574,1.8200000000012309,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_0p75,waist_roll_joint,0.010208618397005566,0.0001095131157809999,0.01072751586180582,0.003217333077979187,0.96,0.6647686044362625,0.479999999999734,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,left_ankle_pitch_joint,0.04620965483869738,0.02976055885614559,0.6440333510395145,0.02346558641716486,-1.0,0.11824229129597996,-0.19999999999988916,0.010203230000776387,2.250203230003514,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,right_ankle_pitch_joint,0.0320215225219726,0.0274225250674347,0.8563779267090704,0.015984199878643895,-0.64,0.05459971430741731,-0.239999999999867,0.010203230000776387,0.7902032300017297,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,left_hip_pitch_joint,0.03565635734796191,0.03183473025354949,0.8928205969802785,0.020130051127044805,-0.92,-0.04061293699057147,0.4790000000005854,0.010203230000776387,3.010203230004443,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,right_hip_pitch_joint,0.04103374481201166,0.03310220327014493,0.8067068560716651,0.02369636493409301,-1.0,-0.02612709130114891,0.6390000000007805,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,left_knee_joint,0.007477760314941406,0.06016979502634162,8.046499552294502,0.020820136500722442,0.54,0.5177675762588284,-2.2400000000010696,,0.4302032300012897,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,right_knee_joint,0.023776531219482477,0.05747872587118252,2.417456328704689,0.022966293822043043,0.42,0.4556462078919485,-0.17999999999990024,0.010203230000776387,0.5102032300013875,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,waist_pitch_joint,0.032339343251161,0.0247517048986096,0.7653743833440712,0.01337652928961972,-0.38,0.1431769805794663,1.8200000000012309,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_standing_reference_scale_1p0,waist_roll_joint,0.010208618397005566,0.00014646862128219992,0.014347545925035525,0.0032294609701990964,1.0,0.3644178874194545,-0.33999999999981156,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,left_ankle_pitch_joint,0.04620965483869738,0.02976055885614559,0.6440333510395145,0.02346558641716486,-1.0,0.11824229129597996,-0.19999999999988916,0.010203230000776387,2.250203230003514,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,right_ankle_pitch_joint,0.0320215225219726,0.0274225250674347,0.8563779267090704,0.015984199878643895,-0.64,0.05459971430741731,-0.239999999999867,0.010203230000776387,0.7902032300017297,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,left_hip_pitch_joint,0.03565635734796191,0.03183473025354949,0.8928205969802785,0.020130051127044805,-0.92,-0.04061293699057147,0.4790000000005854,0.010203230000776387,3.010203230004443,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,right_hip_pitch_joint,0.04103374481201166,0.03310220327014493,0.8067068560716651,0.02369636493409301,-1.0,-0.02612709130114891,0.6390000000007805,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,left_knee_joint,0.007477760314941406,0.06016979502634162,8.046499552294502,0.020820136500722442,0.54,0.5177675762588284,-2.2400000000010696,,0.4302032300012897,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,right_knee_joint,0.023776531219482477,0.05747872587118252,2.417456328704689,0.022966293822043043,0.42,0.4556462078919485,-0.17999999999990024,0.010203230000776387,0.5102032300013875,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,waist_pitch_joint,0.032339343251161,0.0247517048986096,0.7653743833440712,0.01337652928961972,-0.38,0.1431769805794663,1.8200000000012309,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
free_final_candidate,waist_roll_joint,0.010208618397005566,0.00014646862128219992,0.014347545925035525,0.0032294609701990964,1.0,0.3644178874194545,-0.33999999999981156,0.010203230000776387,0.010203230000776387,IDENTITY_NAME_CANDIDATE_UNVERIFIED_SIGN_ZERO_RELATIVE_MOTION_ONLY
