sim_time,t,base_x,base_y,base_z,base_roll_rad,base_pitch_rad,base_yaw_rad,gyro_norm,left_foot_slip_proxy_m,right_foot_slip_proxy_m,left_foot_contact,right_foot_contact,nonfoot_ground_contact_count,self_collision_contact_count,max_contact_penetration_m
0.001,-13.769379783,0.0,0.0,0.6617707046682234,0.0,-0.0,0.0,0.0,0.0,0.0,0,1,0,0,9.540979117872439e-18
0.02000000000000001,-13.750379783,-8.942247514341445e-05,-0.00012167452746649235,0.6602420488987298,-0.0020980842282379794,0.0003091204467373768,0.0005532201346534942,0.24548272288362744,0.00020995394385943706,0.00048628273722153663,0,1,0,0,0.000268414803570728
0.04000000000000003,-13.730379783,0.0003841196843320297,-0.00024435628063509214,0.6570711833473799,-0.004745163449282315,-0.003195079535701957,0.0024951464927127505,0.3099620963498813,0.0013876975753110935,0.001756615581058138,1,1,0,0,0.0013792368876969175
0.060000000000000046,-13.710379782999999,0.001988402589958801,-0.0001856670947145249,0.6541637845313472,-0.004847883431877976,-0.00999718689196503,0.0036201437133781367,0.35456788590342647,0.0028389465877117722,0.003082575909166756,1,1,0,0,0.001185524886409768
0.08000000000000006,-13.690379783,0.004414015292335366,-0.0001212431847804127,0.651610411168395,-0.0047760303740841704,-0.016743646312256746,0.004361799417613396,0.3217127664162157,0.004151535859665376,0.004281173959259969,1,1,0,0,0.0008112710264788171
0.10000000000000007,-13.670379783,0.007231894779067465,-0.000100410991582249,0.6495200113190066,-0.005501808987093612,-0.0223596986375042,0.004695024858560891,0.24769534738913823,0.005202413139481863,0.00494076525869967,1,1,0,0,0.0005255275938405813
0.12000000000000009,-13.650379783,0.009971532464976425,-2.7349918552659294e-05,0.6482054816110274,-0.00627347126489515,-0.025920617348295243,0.0047837542744630845,0.12620937121726714,0.0055538473578827085,0.004997963362806078,1,1,0,0,0.0005685965427082674
0.1400000000000001,-13.630379782999999,0.012385759368010079,0.00011852059925288189,0.647408568090088,-0.00646740657106585,-0.02766164456587617,0.004962607129426441,0.06322408056098885,0.005563993254658857,0.004963122710235646,1,1,0,0,0.0004893310040765498
0.16000000000000011,-13.610379782999999,0.014481275918032577,0.0002820988253040988,0.6467939261504956,-0.006546687899541263,-0.028570623659943548,0.005149572018449493,0.03365246608198864,0.005540392702503203,0.0049398675002354595,1,1,0,0,0.00038167033962170204
0.18000000000000013,-13.590379783,0.016310635844060666,0.00045133711511516713,0.6462599951828103,-0.006618223999347493,-0.0289833970097938,0.0053261949665625655,0.01458427478112888,0.005530885247404919,0.004931727504028321,1,1,0,0,0.0003286118992550475
0.20000000000000015,-13.570379783,0.01793366665794389,0.0006228761229993601,0.6457824561779106,-0.006691550271787927,-0.029037060954601946,0.00549448868266051,0.00968583669796796,0.005531550413494969,0.004929455650438968,1,1,0,0,0.0003098628491000994
0.22000000000000017,-13.550379782999999,0.01940616257796965,0.0007947915473085972,0.64535649359225,-0.006759462553887897,-0.02885011350599805,0.005645231042372536,0.01577355315755044,0.0055354877050250535,0.00492891698613516,1,1,0,0,0.0003054802887262854
0.24000000000000019,-13.530379782999999,0.020769771565434587,0.0009647819152645628,0.6449805191713048,-0.0068101437801409495,-0.028476334755218182,0.00577350746472164,0.024124744894508377,0.005539886054888271,0.0049288699065704,1,1,0,0,0.0003062532475155656
0.2600000000000002,-13.510379783,0.0220471367615364,0.0011293511383935197,0.6446541648031383,-0.00684582612713643,-0.027836991030689564,0.005878874409189996,0.04045198347123853,0.005544448360390969,0.004929221159110834,1,1,0,0,0.00030860458058122164
0.2800000000000002,-13.490379783,0.023257128556167406,0.00128512159957661,0.6443799387536706,-0.006883944007321857,-0.026896745500904175,0.005975552558765872,0.05228697447013295,0.005549821018902467,0.004929832517584362,1,1,0,0,0.00031204166575205926
0.3000000000000002,-13.470379782999998,0.024420709037573884,0.0014313047780612116,0.6441511617828334,-0.006920294675566049,-0.025768605727609237,0.006069204807746389,0.06034704330572914,0.005555587639658104,0.004930344527271896,1,1,0,0,0.00031669322728710824
0.32000000000000023,-13.450379782999999,0.025549452729266505,0.0015666298880496832,0.6439610404867161,-0.006948346203961969,-0.024489033421566882,0.006161446835523145,0.0675445226807778,0.005561453173750373,0.004930650128278776,1,1,0,0,0.00032139365653656004
0.34000000000000025,-13.430379783,0.02665203550281621,0.0016889501869306474,0.6438054665392732,-0.006965480655235201,-0.02306817278929337,0.006253114695249782,0.07445594602189361,0.005567402554039351,0.004930838538412894,1,1,0,0,0.00032615445441949286
0.36000000000000026,-13.410379783,0.027734888797309273,0.0017972595970376633,0.6436812898060001,-0.006974793475389728,-0.02151157278965168,0.00634299904367771,0.08108321307695406,0.005573553627333974,0.004931006040036924,1,1,0,0,0.00033092099771912364
0.3800000000000003,-13.390379782999998,0.028802644824882914,0.0018917390058677478,0.6435857472799391,-0.0069773543795941615,-0.019823083172629142,0.006430063308109291,0.08785568504142305,0.005579950315847371,0.004931211408197765,1,1,0,0,0.0003357236318520902
0.4000000000000003,-13.370379782999999,0.029856560914014944,0.001973484619505637,0.6435163330773651,-0.006970795985417767,-0.0179924184525487,0.006512265979917794,0.094977299073171,0.005586599689266903,0.004931630860672435,1,1,0,0,0.00034071832309166394
0.4200000000000003,-13.350379783,0.0308971954661531,0.002045135735730354,0.6434674545659869,-0.006941259810888425,-0.01602972556857784,0.006589452689663983,0.10085517352887703,0.0055934158180307985,0.004932391471984386,1,1,0,0,0.00034607780337257265
0.44000000000000034,-13.330379783,0.03192651117230581,0.002108769381417536,0.6434312884043986,-0.006870039473468042,-0.013965632020594872,0.006665181249115971,0.10545958393068125,0.0056002483803460805,0.004933560135336807,1,1,0,0,0.00035187707934172373
0.46000000000000035,-13.310379782999998,0.032947110784192726,0.002160782978728745,0.643403476918326,-0.006773410405422811,-0.011822062421398893,0.00674080090759046,0.1089453706093342,0.005607157549371534,0.004934960659672365,1,1,0,0,0.0003576166728282383
0.48000000000000037,-13.290379782999999,0.033961877950289494,0.002195969445775439,0.6433829399531298,-0.006689925735276588,-0.00961200695617063,0.006812023078918732,0.11215511564163777,0.0056144186754142,0.0049362920591862446,1,1,0,0,0.0003629155401915036
0.5000000000000003,-13.270379783,0.03497243958553055,0.002215371261613059,0.6433710553631474,-0.006629022952587452,-0.007336710926987445,0.006874963826425667,0.11551713353469925,0.0056220567063903805,0.004937486307820289,1,1,0,0,0.000368053452157467
0.5200000000000004,-13.250379783,0.03597907878166213,0.002224195369240491,0.6433732260052697,-0.006573543456032905,-0.0049855256156388136,0.006930736580948294,0.11957655688591887,0.005629816116879064,0.0049386471855599355,1,1,0,0,0.0003734150819135985
0.5400000000000004,-13.230379782999998,0.03698062186569848,0.0022255894902796286,0.6433915007887381,-0.006513991646199014,-0.0025523411533976683,0.006982328558534745,0.12363383438357939,0.0056375320001216716,0.00493985592955307,1,1,0,0,0.00037887787774148595
0.5600000000000004,-13.210379782999999,0.03797588507559517,0.002220985489337926,0.643425283685841,-0.0064476983348972046,-4.078086486021403e-05,0.007031736464999118,0.12741434088782383,0.005645191772188923,0.004941137895822675,1,1,0,0,0.00038433675675779
0.5800000000000004,-13.190379783,0.038963805105999595,0.0022110999456430433,0.643473295378077,-0.006374077552597026,0.00254261791756625,0.0070800482838713165,0.13084332638040855,0.005652818864352998,0.0049424908276045525,1,1,0,0,0.00038976721938123026
0.6000000000000004,-13.170379783,0.03994341360648043,0.002196304813481264,0.6435341371799347,-0.0062933670723239275,0.005190586189960528,0.007127805246414551,0.13390473512689227,0.005660435050741764,0.00494390390977916,1,1,0,0,0.00039516491196283764
0.6200000000000004,-13.150379782999998,0.04091381637604609,0.002176810120973022,0.6436064559393723,-0.0062060960419857555,0.007895780084763422,0.007175260043750059,0.13660114846787852,0.005668053635373439,0.004945365466847349,1,1,0,0,0.000400522217484346
0.6400000000000005,-13.130379782999999,0.041874180014210734,0.0021527553814107052,0.6436889861663017,-0.0061128525792105365,0.010650990953034423,0.00722253033272049,0.1389413944232562,0.00567568060487686,0.004946865269413407,1,1,0,0,0.0004058264739751861
0.6600000000000005,-13.110379782999999,0.042823723919068704,0.002124253528021073,0.6437805554886794,-0.006014194289642499,0.013449215611212888,0.007269680478857964,0.1409364863285184,0.005683317022992206,0.004948394742132591,1,1,0,0,0.00041106332386695987
