sim_time,t,base_x,base_y,base_z,base_roll_rad,base_pitch_rad,base_yaw_rad,com_x,com_y,com_z,com_support_margin_m,raw_pitch_feedback_nm,applied_pitch_feedback_nm,raw_roll_feedback_nm,applied_roll_feedback_nm,left_pelvis_hip_distance_m,right_pelvis_hip_distance_m,left_pelvis_hip_contact,right_pelvis_hip_contact,self_collision_contact_count,nonfoot_ground_contact_count,left_foot_contact,right_foot_contact,left_foot_slip_m,right_foot_slip_m,max_contact_penetration_m,minimum_joint_margin_rad,minimum_actuator_margin
0.001,-2.999,0.0,0.0,0.6617591154922626,0.0,-0.0,0.0,0.0142670656607992,0.00019885355128851972,0.7007714009160573,0.079824969248507,0.0,0.0,-0.0,0.0,0.0033606102022932663,0.003569589272430114,0,0,0,0,0,0,0.0,0.0,0.0,0.048148753953628234,0.8994024373315438
0.02000000000000001,-2.98,3.486649924408553e-05,-0.0002297363335104822,0.6604380479126363,-0.0029432126846917444,0.000186608445794515,0.0002398445835495519,0.014354468662574392,0.0002255821481630747,0.6993978842377828,0.08051060483530312,-0.42359057695543,0.06555712405959613,3.38697129318121,0.45000000000000023,0.0035404654476625936,0.0034068384703699003,0,0,0,0,1,1,0.0007745408228246705,0.0008230327735998438,0.0005338348328011956,0.0485920378969111,0.7548623919434098
0.04000000000000003,-2.96,0.0006256424697227525,-0.00041611546704493945,0.6580631707671474,-0.004907212657540907,-0.0026574387734106144,0.0010953824746780185,0.014941037758372796,0.0002656759758120604,0.6970676128657869,0.08165059680037155,-4.833042628516836,-0.7344428759404046,0.6677269209077228,0.6199434412444598,0.003634311301396109,0.0033088311794153996,0,0,0,0,1,1,0.0025100084804885884,0.0024209741027762218,0.0015495674731020688,0.048511775292061854,0.6512286969625267
0.060000000000000046,-2.94,0.002093573346736456,-0.0005262304204872527,0.6559914204022051,-0.005007550661217939,-0.007254747884363839,0.001221596053265896,0.01600001641661566,0.00025301605051173087,0.6950700412814788,0.08242407819005475,-5.806498761609403,-1.5344428759404054,0.2715524922668593,0.1900867445868015,0.0036347639522690757,0.0032997039205686697,0,0,0,0,1,1,0.004354603957258703,0.004094257872539974,0.0011926615048672802,0.04836146000778804,0.6614107830728451
0.08000000000000006,-2.92,0.004104327420986225,-0.0007393036240790197,0.6544324525166961,-0.005591456255427604,-0.011402010274836052,0.0009620289501402827,0.01731507177217021,0.0001869435201543209,0.6935692276314073,0.08252301528951095,-5.202382278129626,-2.3344428759404057,1.546150194128244,0.6234913479755123,0.0036721803947083404,0.003252407823333529,0,0,0,0,1,1,0.005781932210482369,0.005219688739151473,0.0007440123842341285,0.04831920943121849,0.7272480672310719
0.10000000000000007,-2.9,0.00614992075453384,-0.0010245643864074583,0.6537279320928476,-0.007201468539026502,-0.013742146023448669,0.0002498694257110084,0.018601021575570302,0.00014915874408039063,0.6928896371992403,0.08193426728837638,-3.2716534418517664,-2.690830186334656,1.2504961095052054,0.890973127636567,0.0,0.0031416512235991016,0,0,0,0,1,1,0.006487432281157867,0.005364434353174039,0.000823468280016666,0.04826376262683159,0.8386171738816689
0.12000000000000009,-2.88,0.007904747596309998,-0.00117841221009826,0.6536216963624252,-0.007821942654735372,-0.014178912461574688,-0.00017283774456216308,0.0197342932316413,0.00015707583001006386,0.6927661370634882,0.08087350451840614,-1.852620926595677,-1.8908301863346555,0.7847353006183058,0.549314710432814,0.0038257585882823094,0.003094115039240853,0,0,0,0,1,1,0.006563568981609717,0.005298481740861983,0.0005928989717630491,0.04823325531047322,0.8628259605023826
0.1400000000000001,-2.86,0.009348362517807995,-0.0012613907601150343,0.6536671792081442,-0.00800125835208285,-0.013743732380210634,-0.0004307319800439079,0.020760668673741108,0.00018337206699097647,0.6927800010207784,0.07981533847710581,-1.2435702469565129,-1.0908301863346552,0.634691821586638,0.44428427511064655,0.0,0.0030762381247324776,0,0,0,0,1,1,0.006532493538998246,0.0052471993034486014,0.00042157887142612715,0.048226730298495314,0.8717935171744544
0.16000000000000011,-2.84,0.010541667330379374,-0.0013120761794298123,0.6537223058147317,-0.008085370294108373,-0.012928545636021756,-0.000626112625015838,0.02171379421657218,0.00021600052792714665,0.6928054595843676,0.07883738861694614,-0.8307994709413532,-0.6350363772137929,0.620062976657942,0.43404408366055935,0.0038580001261756436,0.003066609384525529,0,0,0,0,1,1,0.006507066384693416,0.005227489474176789,0.0003423643892624768,0.048226951028917615,0.8752508934625217
0.18000000000000013,-2.82,0.011550700768660634,-0.001342184504065343,0.6537678041628038,-0.008159546141526119,-0.011891655279882405,-0.0008023274584560094,0.022613137189899605,0.0002510047729907901,0.6928263449116362,0.07792618738761548,-0.49733921760249356,-0.38015009161569907,0.6265684313745072,0.43859790196215503,0.0,0.0030594967727727556,0,0,0,0,1,1,0.006494127211474784,0.005222985145162006,0.0003113020141406837,0.04822821620796664,0.8766985461443249
0.20000000000000015,-2.8,0.012424619135906813,-0.0013570577252845196,0.6538060751044762,-0.008246521708486845,-0.010698761127266176,-0.0009708832689733314,0.023472804829298616,0.0002864216532855049,0.6928447257259357,0.07706197563027145,-0.18018246421371775,-0.13772567666910607,0.6451422370529817,0.45159956593708717,0.003876923726612569,0.003053145032650461,0,0,0,0,1,1,0.006488365836729002,0.00522421402315582,0.00030052046226176476,0.04822924973315757,0.8774131930424979
0.22000000000000017,-2.78,0.01320692001549372,-0.001359854826859978,0.6538437764492733,-0.008347534419003835,-0.00936040187051854,-0.0011471870093585172,0.024304521217897525,0.00032114806740828967,0.6928651256509204,0.0762291175370305,0.13031686973433798,0.09961002111877557,0.6567176622733296,0.4597023635913307,0.003885606015323412,0.0030470477521546153,0,0,0,0,1,1,0.006485992855161805,0.005227798177814146,0.0002982026903230557,0.048229602526891624,0.8784408268302492
0.24000000000000019,-2.76,0.01393351038853513,-0.001352164944836989,0.6538857298626803,-0.008438699009703825,-0.00795782047843233,-0.001329480654042275,0.025118087760817993,0.0003537938617088518,0.692890475566143,0.07541597135237385,0.3816927660812377,0.2917536660276127,0.6480829650396639,0.4536580755277647,0.0,0.0,0,0,0,0,1,1,0.006485187032691067,0.005232431384720472,0.0002991639365819516,0.04822902418158118,0.8798892000544389
0.2600000000000002,-2.7399999999999998,0.014613224463339876,-0.001337044524172694,0.6539342482429199,-0.008511513282474363,-0.006500063791642155,-0.0014985360139469315,0.025916631975655996,0.0003826452090737552,0.6929225254856529,0.07461889648130557,0.6274795744496022,0.47962519196435105,0.6424438360063367,0.44971068520443563,0.003898268454710753,0.003039263681804727,0,0,0,0,1,1,0.006485443378925963,0.005237381337171462,0.0003012497551172317,0.048227784625468784,0.8814790360918873
