condition,mode,timestamp_s,sim_time_s,geom1_id,geom2_id,signed_wrist_geom_distance_m,nearest_point_geom1_x_m,nearest_point_geom1_y_m,nearest_point_geom1_z_m,nearest_point_geom2_x_m,nearest_point_geom2_y_m,nearest_point_geom2_z_m
original,arm_only,-4.918,0.08200000000000006,67,80,0.44939869803121707,0.18293885919692612,0.22580368561466965,0.675082755904586,0.18032598516909665,-0.22357199445509224,0.6713597405531916
original,arm_only,-4.917,0.08300000000000006,67,80,0.4494012947973495,0.1830305813667975,0.22580549856673465,0.6750488602171141,0.18040887668232597,-0.22357280485746373,0.6713352579671679
original,arm_only,-4.916,0.08400000000000006,67,80,0.4494037191257894,0.18312417358030134,0.22580742349366248,0.6750177247376813,0.1804931527515826,-0.22357332931144985,0.6713137401533726
original,arm_only,-4.915,0.08500000000000006,67,80,0.449405996409085,0.18321961100683587,0.2258094561052514,0.6749893112765278,0.18057880020887765,-0.22357359771321308,0.671295171652341
original,arm_only,-4.914,0.08600000000000006,67,80,0.44940814789178435,0.1833168679715098,0.22581158806884513,0.6749635722411168,0.18066580363531493,-0.22357363984140743,0.6712795275264561
original,arm_only,-4.913,0.08700000000000006,67,80,0.4494101917644835,0.18341591856312237,0.2258138101765649,0.674940451112865,0.18075414680257945,-0.2235734832568714,0.6712667699270235
original,arm_only,-4.912,0.08800000000000006,67,80,0.449412140852655,0.18351673471710278,0.2258161058441436,0.6749198874331478,0.18084380811961184,-0.22357315755110063,0.671256862146467
original,arm_only,-4.911,0.08900000000000007,67,80,0.4494140051146768,0.18361928835152683,0.22581845782949916,0.67490181385425,0.18093476522455276,-0.22357269007561892,0.6712497578147371
original,arm_only,-4.91,0.09000000000000007,67,80,0.4494154357584779,0.1837233760804034,0.22582053852474948,0.6748865064358813,0.1810268324768376,-0.22357205979562214,0.6712457475257334
original,arm_only,-4.909,0.09100000000000007,67,80,0.4494164455474643,0.18382895975746738,0.22582231509691475,0.6748739691616977,0.18111995988957102,-0.2235713121071206,0.6712448264759898
original,arm_only,-4.908,0.09200000000000007,67,80,0.4494170209975867,0.18393598788732676,0.22582374121438115,0.6748642273895102,0.18121408617395227,-0.2235704795255241,0.6712469937806215
original,arm_only,-4.907,0.09300000000000007,67,80,0.4494171875494062,0.18404442887864825,0.22582480130691857,0.6748572603153318,0.1813091685587301,-0.22356960275416854,0.6712522063100822
original,arm_only,-4.906,0.09400000000000007,67,80,0.44941697135411574,0.18415425583670486,0.2258254801753733,0.6748530235418634,0.1814051719051787,-0.2235687228894564,0.6712604018848976
original,arm_only,-4.905,0.09500000000000007,67,80,0.4494163980039261,0.18426542156296524,0.2258257690713652,0.674851456526155,0.1815020507275772,-0.22356787415767918,0.6712715121445003
original,arm_only,-4.904,0.09600000000000007,67,80,0.4494154913976801,0.18437786958806812,0.22582565816974318,0.674852474009549,0.1815997616106098,-0.2235670903464158,0.6712854576966918
original,arm_only,-4.903,0.09700000000000007,67,80,0.44941428144748546,0.18449150976420253,0.22582514571140277,0.6748559580101201,0.1816982639990825,-0.22356640359535607,0.6713021489654126
original,arm_only,-4.902,0.09800000000000007,67,80,0.44941281693537877,0.1846061982035761,0.22582424577707955,0.6748617470361762,0.18179748901873063,-0.22356584925518935,0.6713214553256599
original,arm_only,-4.901,0.09900000000000007,67,80,0.4494111670393591,0.18472180283480233,0.22582300265050906,0.674869699854173,0.18189735049602904,-0.22356545216310514,0.6713431989117414
original,arm_only,-4.9,0.10000000000000007,67,80,0.449409397644898,0.1848382016559352,0.22582146772777265,0.674879678263619,0.18199777580397386,-0.22356522674130963,0.6713671995545994
original,arm_only,-4.899,0.10100000000000008,67,80,0.44940755731642223,0.1849552663382382,0.22581967896246435,0.6748915493866361,0.18209867352491582,-0.22356518351433063,0.6713932887725232
original,arm_only,-4.898,0.10200000000000008,67,80,0.44940569026540034,0.185072868786101,0.22581767774560585,0.6749051840475337,0.18219995355195867,-0.2235653251886563,0.6714212961671188
original,arm_only,-4.897,0.10300000000000008,67,80,0.4494038254048008,0.18519090118516562,0.22581549080923213,0.6749204522674934,0.1823015456622276,-0.22356565399208309,0.6714510704507881
original,arm_only,-4.896,0.10400000000000008,67,80,0.4494019776251847,0.18530925616023552,0.22581312937934583,0.6749372173474685,0.18240337654712482,-0.22356617377748383,0.6714824740309195
original,arm_only,-4.895,0.10500000000000008,67,80,0.4494001611031424,0.1854278315148396,0.22581060545132525,0.6749553469759171,0.18250537547841372,-0.22356688689561452,0.6715153728158975
original,arm_only,-4.894,0.10600000000000008,67,80,0.44939838447328917,0.18554657008133632,0.22580793385094605,0.674974752516579,0.18260747251157666,-0.22356778669754412,0.6715496314671954
