replay,imu,quantity,real_peak_abs,sim_peak_abs,peak_abs_difference,shape_correlation,phase_lag_candidate_s,frame_status
replay1_arm_only,chest,relative_roll,0.0063059210671987,0.004153204726691029,-0.0021527163405076705,0.45687317159377366,-0.92,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay1_arm_only,chest,relative_pitch,0.0136421233850112,0.036638449438017036,0.022996326053005833,0.8923746253569517,0.46,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay1_arm_only,chest,gyro_norm,0.1032051978601004,0.15341884685777074,0.050213648997670335,0.4947109249984472,0.5,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay1_arm_only,chest,accel_norm,10.026242601036962,9.876704465142076,-0.14953813589488618,0.07072835988443106,0.44,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay1_arm_only,torso,relative_roll,0.0032527887080489,0.004153204726691029,0.0009004160186421293,0.22229474822933618,1.0,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay1_arm_only,torso,relative_pitch,0.026479888091309,0.036638449438017036,0.010158561346708037,0.6757720238855239,0.34,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay1_arm_only,torso,gyro_norm,0.1116844897669746,0.15341884685777074,0.041734357090796134,0.6419155534416922,0.36,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay1_arm_only,torso,accel_norm,10.052019778612893,9.876704465142076,-0.17531531347081675,0.0974549620322152,1.0,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay2_whole_body,chest,relative_roll,0.0063059210671987,0.010319105013834177,0.0040131839466354775,0.04053943489818345,-0.56,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay2_whole_body,chest,relative_pitch,0.0136421233850112,0.05220032438193966,0.03855820099692846,0.35862411283166684,0.94,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay2_whole_body,chest,gyro_norm,0.1032051978601004,0.09504191649661053,-0.008163281363489872,0.4537870556921861,0.64,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay2_whole_body,chest,accel_norm,10.026242601036962,9.853335337283744,-0.17290726375321874,0.06042162607355287,-0.68,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay2_whole_body,torso,relative_roll,0.0032527887080489,0.010319105013834177,0.007066316305785277,0.9107742655141806,0.26,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay2_whole_body,torso,relative_pitch,0.026479888091309,0.05220032438193966,0.02572043629063066,0.6406845419689661,0.82,UNKNOWN_RELATIVE_COMPARISON_ONLY
replay2_whole_body,torso,gyro_norm,0.1116844897669746,0.09504191649661053,-0.016642573270364072,0.4563010227741958,0.54,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
replay2_whole_body,torso,accel_norm,10.052019778612893,9.853335337283744,-0.1986844413291493,0.1395044683411855,0.86,UNKNOWN_NORM_OR_RELATIVE_COMPARISON
