joint_name,q_initial,q_min,q_max,excursion,peak_abs_dq,reported_effort_baseline,peak_abs_reported_effort,motion_onset,motion_end,final_minus_initial,position_baseline_std,arm_activity_correlation,arm_activity_peak_lagged_correlation,arm_activity_peak_correlation_lag_s,recovery_after_global_motion_s,classification,classification_basis
left_shoulder_roll_joint,-0.012558937072753903,-0.0139012336730957,2.19143988051019,2.2053411141832857,2.934379027994049,1.1600373330611848,6.836004829336619,0.009620217000012588,4.089620217000018,0.0001916885375977031,3.469446951953614e-18,0.9974956534246009,0.998022434985247,-0.02,0.010203230000019659,GESTURE_PRIMARY,excursion=2.205341 rad; peak|dq|=2.934379 rad/s; peak lagged arm activity correlation=0.9980 at -0.020 s
left_shoulder_yaw_joint,-0.0085325241088867,-0.010644533222241903,1.5702943801879885,1.5809389134102303,2.109669910409518,0.5061288411384888,2.602896939989022,0.009620217000012588,4.149620217000017,-1.734723475976807e-18,0.0,0.9976641509737716,0.9976641509737715,0.0,0.010203230000019659,GESTURE_PRIMARY,excursion=1.580939 rad; peak|dq|=2.109670 rad/s; peak lagged arm activity correlation=0.9977 at +0.000 s
left_wrist_pitch_joint,0.0020980834960937,0.0009536743164062,0.0020980834960937,0.0011444091796875,0.0199110475549167,-0.09521193951057587,0.11115659481557229,,,0.0,0.0,0.06646524971346228,0.1039475794262524,1.0,0.010203230000019659,STATIC,excursion=0.001144 rad; peak|dq|=0.019911 rad/s; peak lagged arm activity correlation=0.1039 at +1.000 s
left_wrist_roll_joint,-0.018119812011718698,-1.0942630767822266,-0.015962420411087815,1.0783006563711388,1.3814623879586776,0.5079383850097656,0.6934826251965565,0.04962021700001351,5.649620217000017,0.0030517578124999983,3.469446951953614e-18,0.9946607785496304,0.9962125959934662,0.02,0.010203230000019659,GESTURE_PRIMARY,excursion=1.078301 rad; peak|dq|=1.381462 rad/s; peak lagged arm activity correlation=0.9962 at +0.020 s
left_wrist_yaw_joint,0.012175559997558498,0.0121755599975585,1.6362547874450684,1.6240792274475098,2.140318473789131,-0.29416030256626713,0.5839294814283762,0.009620217000012588,4.089620217000018,5.204170427930421e-18,1.734723475976807e-18,0.9941112245685065,0.9941112245685065,0.0,0.010203230000019659,GESTURE_PRIMARY,excursion=1.624079 rad; peak|dq|=2.140318 rad/s; peak lagged arm activity correlation=0.9941 at +0.000 s
right_ankle_pitch_joint,-0.2949991226196289,-0.296149730682373,-0.2641282081604004,0.0320215225219726,0.12766428379022654,7.354968157763216,16.13294010387313,0.9496202170000139,3.929620217000018,0.00019168853759771176,0.0,0.1344325285988026,0.419138177864802,0.46,0.010203230000019659,BALANCE_COMPENSATION_CANDIDATE,excursion=0.032022 rad; peak|dq|=0.127664 rad/s; peak lagged arm activity correlation=0.4191 at +0.460 s
right_ankle_roll_joint,0.0156269073486328,0.0139012336730957,0.0163941383361816,0.0024929046630858993,0.04176009849425164,0.502700075641513,0.5567779541015625,0.8896202170000134,3.6496202170000167,0.000575542449951106,0.0,0.27824444799173326,0.2879705025211091,-0.14,0.010203230000019659,STATIC,excursion=0.002493 rad; peak|dq|=0.041760 rad/s; peak lagged arm activity correlation=0.2880 at -0.140 s
right_elbow_joint,-1.171273708343506,-1.4496870040893557,-1.170698642730713,0.2789883613586428,0.6908410976429938,-1.3527294053628502,2.4908447265625,0.16962021700001273,4.069620217000018,0.0001916885375978783,0.0,0.8444571370140169,0.8478962197818233,0.02,0.010203230000019659,GESTURE_SECONDARY,excursion=0.278988 rad; peak|dq|=0.690841 rad/s; peak lagged arm activity correlation=0.8479 at +0.020 s
right_hip_pitch_joint,-0.2568421363830566,-0.2957668304443359,-0.2547330856323242,0.04103374481201166,0.1378437288395625,0.6459015328147701,5.084489204801803,0.46962021700001344,5.649620217000017,-0.0014991887943758275,0.0,0.09080073056788011,0.5891853116855734,0.52,0.010203230000019659,BALANCE_COMPENSATION_CANDIDATE,excursion=0.041034 rad; peak|dq|=0.137844 rad/s; peak lagged arm activity correlation=0.5892 at +0.520 s
right_hip_roll_joint,-0.0177364349365234,-0.0200376510620117,-0.0173525810241699,0.0026850700378418003,0.028487615726288475,2.501705827145968,3.0502707984624435,3.1096202170000176,3.4496202170000174,-0.0007672309875488073,0.0,0.07569024391939094,0.24881666354690282,0.48,0.010203230000019659,STATIC,excursion=0.002685 rad; peak|dq|=0.028488 rad/s; peak lagged arm activity correlation=0.2488 at +0.480 s
right_hip_yaw_joint,-0.013517856597900306,-0.0140933990478515,-0.0098748207092285,0.004218578338623,0.02913064001489353,-0.43778986684145094,1.2398320827324485,1.4296202170000143,3.5896202170000144,0.00038337707519530556,5.204170427930421e-18,0.03169549941227078,0.39647425199961206,0.6,0.010203230000019659,STATIC,excursion=0.004219 rad; peak|dq|=0.029131 rad/s; peak lagged arm activity correlation=0.3965 at +0.600 s
right_knee_joint,0.4803366738316036,0.4769654273986816,0.5007419586181641,0.023776531219482477,0.09405461663228445,-6.456101123770038,11.692306518554688,0.7096202170000137,4.049620217000015,-0.00011158761944540796,8.11779594066624e-05,0.36494342249966444,0.5790130954237098,0.3,0.010203230000019659,BALANCE_COMPENSATION_CANDIDATE,excursion=0.023777 rad; peak|dq|=0.094055 rad/s; peak lagged arm activity correlation=0.5790 at +0.300 s
right_shoulder_pitch_joint,0.3975830078125,-0.0022048950195312,0.3987336158752441,0.4009385108947753,0.6156731775073693,0.31752762183410405,2.373626708984375,0.04962021700001351,4.069620217000018,0.0,0.0,0.9630418884191331,0.9630418884191331,0.0,0.010203230000019659,GESTURE_SECONDARY,excursion=0.400939 rad; peak|dq|=0.615673 rad/s; peak lagged arm activity correlation=0.9630 at +0.000 s
right_shoulder_roll_joint,0.012942790985107398,-2.188639127918001,0.014169121356346504,2.2028082492743475,2.9618541130755456,-1.3601738960043084,7.164651015577139,0.009620217000012588,4.129620217000017,0.00019168853759760247,1.734723475976807e-18,0.9970855240838867,0.997313598685914,-0.02,0.010203230000019659,GESTURE_PRIMARY,excursion=2.202808 rad; peak|dq|=2.961854 rad/s; peak lagged arm activity correlation=0.9973 at -0.020 s
right_shoulder_yaw_joint,0.006040096282958899,-1.565117359161377,0.008008887669820533,1.5731262468311975,2.225960200913457,-0.21956954991232788,2.850564104361288,0.02962021700001216,4.129620217000017,-8.673617379884035e-19,8.673617379884035e-19,0.9969508588020966,0.9969508588020964,0.0,0.010203230000019659,GESTURE_PRIMARY,excursion=1.573126 rad; peak|dq|=2.225960 rad/s; peak lagged arm activity correlation=0.9970 at +0.000 s
right_wrist_pitch_joint,0.0066757202148437006,0.0059127807617187,0.0066757202148437,0.000762939453125,0.0073261260986328,-0.156048251870592,0.1641044616699218,,,-0.00038146972656249913,8.673617379884035e-19,,,,0.010203230000019659,STATIC,excursion=0.000763 rad; peak|dq|=0.007326 rad/s; correlation unavailable
right_wrist_roll_joint,0.0059127807617187006,0.0059127807617187,1.096933364868164,1.0910205841064453,1.361072164846337,-0.21086962132852463,0.5158050184633651,0.02962021700001216,4.149620217000017,1.734723475976807e-18,8.673617379884035e-19,0.9971317496468767,0.9980150752154214,0.02,0.010203230000019659,GESTURE_PRIMARY,excursion=1.091021 rad; peak|dq|=1.361072 rad/s; peak lagged arm activity correlation=0.9980 at +0.020 s
right_wrist_yaw_joint,-0.007957458496093701,-1.6395149230957031,-0.008313131402696386,1.6312017916930068,2.097297992937881,0.3111895374982724,0.4395599365234375,0.009620217000012588,4.129620217000017,-0.00019168853759769962,1.734723475976807e-18,0.9981907969407983,0.9981907969407983,0.0,0.010203230000019659,GESTURE_PRIMARY,excursion=1.631202 rad; peak|dq|=2.097298 rad/s; peak lagged arm activity correlation=0.9982 at +0.000 s
waist_pitch_joint,-0.030836192020741202,-0.041661671577512,-0.009322328326351,0.032339343251161,0.13239521414934144,-0.16383465846703643,9.039349997332886,0.34962021700001245,4.269620217000018,-0.0002831983320564918,3.469446951953614e-18,0.28777878775094173,0.5672717901716923,0.38,0.010203230000019659,BALANCE_COMPENSATION_CANDIDATE,excursion=0.032339 rad; peak|dq|=0.132395 rad/s; peak lagged arm activity correlation=0.5673 at +0.380 s
waist_roll_joint,-0.0010051460594627,-0.006822817581511502,0.0033978652756183857,0.010220682857129888,0.06494973439073018,-0.16290670106287766,1.7607203293188718,0.8096202170000133,3.9496202170000174,-0.00030892091436599987,0.0,0.45837344900043087,0.48887794597229656,0.1,0.010203230000019659,BALANCE_COMPENSATION_CANDIDATE,excursion=0.010221 rad; peak|dq|=0.064950 rad/s; peak lagged arm activity correlation=0.4889 at +0.100 s
waist_yaw_joint,-0.012942790985107398,-0.0139012336730957,-0.0117921829223632,0.0021090507507325,0.01652648587872635,0.405244631851373,0.5322325917215764,,,0.0003838539123534931,1.734723475976807e-18,0.10986474793593469,0.11625958426588742,-0.04,0.010203230000019659,STATIC,excursion=0.002109 rad; peak|dq|=0.016526 rad/s; peak lagged arm activity correlation=0.1163 at -0.040 s
