sim_time,t,base_x,base_y,base_z,base_roll_rad,base_pitch_rad,base_yaw_rad,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z,left_foot_slip_proxy_m,right_foot_slip_proxy_m,contact_count,left_foot_contact,right_foot_contact,nonfoot_ground_contact_count,self_collision_contact_count,normal_force_sum
0.001,-13.769379783,0.0,0.0,0.6617707046682234,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5879697107186732,-0.14261418045189744,-0.008662149038157874,0.0,0.0,1,0,1,0,0,50.76165920363306
0.02000000000000001,-13.750379783,-9.112919639207653e-05,-0.00011016285045529239,0.6602371262015722,-0.0021104760444502343,0.00030929704576883153,0.0005829460434770589,0.9999993887525314,-0.0010552828447888097,0.000154340856246243,0.00029163604280797994,-0.2332027265340349,-0.031774921311717344,0.08397075430847835,0.844109503737526,0.07293668503457756,4.130166361880198,0.00023184566018496664,0.0005132627934268826,2,0,1,0,0,180.46409578072291
0.04000000000000003,-13.730379783,0.0003894606154071095,-0.00021905421013102165,0.6570604601703462,-0.005086830607182729,-0.0032115731287541754,0.0026995474400727227,0.9999945708226655,-0.0025412395254159944,-0.001609212243585342,0.001345683031900307,-0.04407623587056892,-0.30991051117323304,0.0768149234473875,2.987708127657986,0.11990123427882356,11.699970712840809,0.0013278812914355607,0.0016632277745368981,7,1,1,0,0,505.6877173594259
0.060000000000000046,-13.710379782999999,0.0020712053181103397,-0.00010671635826731927,0.6543671478663232,-0.005104270979614326,-0.01009951683675157,0.0038478960027255637,0.9999821673798578,-0.0025423800625105487,-0.0050546212704727,0.0019110284434061984,0.01826952623391159,-0.34189017851941156,0.045265292583342484,2.187658307069753,-0.015885437908104472,10.718303470876034,0.002373216780091616,0.002573191921425079,7,1,1,0,0,462.67184326317545
0.08000000000000006,-13.690379783,0.004581442072040316,3.767909780431967e-05,0.6520993082315287,-0.004858561228101716,-0.01663226199832075,0.004663494021151861,0.9999597992702378,-0.0024097968040045184,-0.00832165226080196,0.0023114554804079318,0.005750918481479434,-0.3053105299713302,0.03615862175754421,1.4599672549941765,-0.06677496989471672,10.101965173368313,0.003272181368901139,0.003363668968116204,8,1,1,0,0,437.7058848306875
0.10000000000000007,-13.670379783,0.007590408531904595,0.0001722248085131312,0.650012577758569,-0.004893901951378973,-0.022254754350074814,0.005370095278481386,0.9999315663825972,-0.002416911430623923,-0.011133643883364602,0.0026576426883699674,-0.007810967120374768,-0.26179767577533714,0.030461517295059682,1.17144777825497,0.07653128018210158,10.071065105674672,0.0040988761183242415,0.004082156060061278,9,1,1,0,0,436.92067788351824
0.12000000000000009,-13.650379783,0.010932733521424548,0.00032546256998372086,0.6481078132173776,-0.005229816686021053,-0.02702915005275848,0.00591623219681717,0.999900990688996,-0.00257467885880249,-0.013521792783593374,0.0029224934312439108,-0.02226035860659407,-0.2159103355704335,0.021192800818788257,0.738758570093666,-0.051578427759785724,10.83039867659938,0.004835468462553526,0.00463605206676748,14,1,1,0,0,473.8161827240491
0.1400000000000001,-13.630379782999999,0.014405535696393554,0.0004951915452428289,0.6465829821332258,-0.0059027215989766926,-0.030599109785682862,0.006155996214868978,0.9998740118628502,-0.002903907236722126,-0.015307902112344856,0.0030324671420707953,-0.02981686658451684,-0.1386861207969433,0.0072699396080220914,0.07548409302966613,0.07409785309346957,11.120639677084249,0.00534476282725691,0.004806855734677737,20,1,1,0,0,482.3833281162599
0.16000000000000011,-13.610379782999999,0.017715256656002473,0.0007308798628636094,0.6455633922414941,-0.006210917143829696,-0.032442911350274696,0.006340021398210873,0.9998587496621892,-0.0030536098116221632,-0.016230427571032862,0.0031192005295190076,-0.005381151068197397,-0.05360012986441969,0.009942700969928124,-0.344343110029957,-0.034966050001438334,10.477458876030171,0.005448414923339971,0.004819510202418663,20,1,1,0,0,454.877803744118
0.18000000000000013,-13.590379783,0.020702753711309762,0.0009899669779220004,0.644850881992271,-0.0062534377791078925,-0.03283661393846486,0.006549550557142383,0.9998551418840166,-0.0030725121298534157,-0.016427638960072155,0.003222979289705044,-0.00026071075463111247,0.007234720042273402,0.010296849185553594,-0.3763942229831842,-0.08160019940724464,10.157955389786544,0.0054560013699103856,0.004821688141893946,20,1,1,0,0,442.06129316980616
