joint_pair,left_excursion_rad,right_excursion_rad,correlation_same_sign,correlation_mirrored,rms_q_left_plus_q_right,rms_q_left_minus_q_right,classification
elbow_joint,0.2676753997802732,0.2789883613586428,0.9992064470066104,-0.9992064470066104,2.617797660294157,0.006231248100655702,SAME_SIGN
shoulder_pitch_joint,0.39491882504532694,0.4009385108947753,0.9999691282723291,-0.9999691282723291,0.532460703052112,0.0025153911740468755,SAME_SIGN
shoulder_roll_joint,2.2053411141832857,2.2028082492743475,-0.9999963195190449,0.9999963195190449,0.0028832901155817405,2.8991853138130557,MIRRORED
shoulder_yaw_joint,1.5809389134102303,1.5731262468311975,-0.9999916380422074,0.9999916380422074,0.00497274802847133,2.0766690456243486,MIRRORED
wrist_pitch_joint,0.0011444091796875,0.000762939453125,,,0.007942989110437391,0.004479113474534525,INSUFFICIENT_EVIDENCE
wrist_roll_joint,1.0783006563711388,1.0910205841064453,-0.9999609791255586,0.9999609791255586,0.00717832116515194,1.4616409314722278,MIRRORED
wrist_yaw_joint,1.6240792274475098,1.6312017916930068,-0.9999951043953748,0.9999951043953748,0.00318443833760511,2.184786322083409,MIRRORED
