joint_name,reported_effort_baseline,peak_abs_reported_effort,sim_actuator_force_baseline,peak_abs_sim_actuator_force,shape_correlation,phase_lag_candidate_s,qualitative_relation,calibration_status
head_yaw_joint,-0.0012522300051443862,0.0025922590925956447,-3.751019539567112e-05,0.0081493273714834,0.19182183197362648,-0.66,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
left_ankle_pitch_joint,7.471215838842121,16.54314342750116,6.380536526943786,10.124920902083725,0.606185284762255,0.42,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_ankle_roll_joint,-0.16228859546137658,1.3186798095703125,-1.024935711831022,1.3473439959737443,0.691963650101436,-0.46,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_elbow_joint,-1.361173115967415,3.3050215292666443,-1.6260597381962407,2.611470945928549,0.9642151401847927,0.2,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_hip_pitch_joint,2.4784846949368524,8.173204049631169,1.0800052313994766,4.4233439699013335,0.21248220968266557,0.32,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
left_hip_roll_joint,-1.9245085743351427,2.5809536110379367,-0.05997005521250259,1.2006160749172534,0.4004917984785773,-0.92,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
left_hip_yaw_joint,-0.8700177360092567,1.8364744809964886,0.3770841518455794,0.8847392655457966,0.5677915514544774,-1.0,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_knee_joint,-7.671554503166433,10.10156276084617,-12.435317063818792,19.25473721420531,0.45054358444009285,0.36,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
left_shoulder_pitch_joint,0.5207915466569338,2.2269522019359775,-0.046510032914085175,1.9834193590186693,0.7080443444884457,0.26,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_shoulder_roll_joint,1.1600373330611848,6.823447070693112,1.232581588656846,6.787843746048167,0.8862705626153927,0.22,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_shoulder_yaw_joint,0.5061288411384888,2.600224779763649,0.497223769218714,2.589838284959252,0.9376599579955732,0.2,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_wrist_pitch_joint,-0.09521193951057584,0.11067812985216416,-0.19835549686918677,0.3101766658042446,0.8956348667613024,0.22,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_wrist_roll_joint,0.5079383850097656,0.6921451556663366,0.03836152766737958,0.5990843271575212,0.9541474517365826,0.02,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
left_wrist_yaw_joint,-0.2941603025662671,0.5767110042011745,-0.00805061084260641,0.439029815668664,0.9580814855603736,0.04,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_ankle_pitch_joint,7.354968157763216,16.126701107946214,7.672189236288973,11.74554356070477,0.6098487427863064,0.44,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_ankle_roll_joint,0.502700075641513,0.5567779540992355,-0.2623386807777992,0.8189028621323907,0.41080718121948373,-1.0,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
right_elbow_joint,-1.3527294053628502,2.489250443210241,-1.6032313246418068,2.602720409347552,0.983569025654263,0.22,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_hip_pitch_joint,0.6459015328147701,5.0699868728522315,-0.4479133123852417,3.863102398674769,0.3668326698658543,0.98,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
right_hip_roll_joint,2.501705827145968,3.036841147945391,0.048724233286128425,1.1727609748897676,0.808700907674453,0.64,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_hip_yaw_joint,-0.43778986684145094,1.2322259016292803,0.3528148079701967,0.822510011724403,0.8951640185839371,0.16,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_knee_joint,-6.456101123770038,11.69025561508888,-12.115930152441317,20.22887423924744,0.7275481612117264,0.46,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_shoulder_pitch_joint,0.31752762183410405,2.3618747928390706,0.01997798581856513,1.9805117068765907,0.780106991889364,0.22,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_shoulder_roll_joint,-1.3601738960043084,7.149535357225327,-1.2972610822347588,6.785429212902423,0.8583964532945048,0.2,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_shoulder_yaw_joint,-0.21956954991232788,2.8483080570148975,-0.5219721879017718,2.5906385216571968,0.9094964836597427,0.18,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_wrist_pitch_joint,-0.15604825187059196,0.16385492379399175,-0.19599494167247591,0.3296855239114719,0.3556819794832833,0.16,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
right_wrist_roll_joint,-0.21086962132852463,0.5147082277497788,-0.0437020047132739,0.5958108153274684,0.9547751866299126,0.02,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
right_wrist_yaw_joint,0.3111895374982724,0.4375921400752683,0.010710804296885363,0.4320478574831405,0.9659744738587827,0.04,SAME_SIGN_SHAPE_CANDIDATE,NOT_TORQUE_CALIBRATION_READY
waist_pitch_joint,-0.1638346584670364,9.038881855754862,-0.02851878973387528,5.797089525045176,0.33221986401793707,0.2,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
waist_roll_joint,-0.1629067010628776,1.7448094684797395,0.22602300984033946,0.796852247224267,0.46778030976654855,0.22,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
waist_yaw_joint,0.405244631851373,0.5294998583581229,0.004846737192331276,0.1788902376863259,0.20495426069461653,0.24,WEAK_OR_INSUFFICIENT_SHAPE_RELATION,NOT_TORQUE_CALIBRATION_READY
