sim_time,t,joint_name,input_mode,coordinate_mapping_status,reference_position,reference_velocity,target_position,target_clipped,position,velocity,actuator_force,ctrl,ctrl_saturation_fraction,lower_limit,upper_limit,limit_margin,at_or_beyond_limit
0.001,-13.769379783,left_shoulder_yaw_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.0085325241088867,0.0061054229736328,-0.0085325241088867,0,-0.008532245669413832,0.00027843947286779766,0.5047047193410323,0.5047047193410323,0.021029363305876347,-2.556908,2.556908,2.548375754330586,0
0.001,-13.769379783,left_wrist_pitch_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.0020980834960937,-0.0073261260986328,0.0020980834960937,0,0.002097900196590312,-0.00018329950338809731,-0.2012317818519478,-0.2012317818519478,0.09146899175088535,-0.575959,0.575959,0.5738610998034097,0
0.001,-13.769379783,left_wrist_roll_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.0181198120117187,-0.0073261260986328,-0.0181198120117187,0,-0.018119835913881915,-2.390216321544422e-05,0.03929710568984446,0.03929710568984446,0.017862320768111117,-1.50971,0.724312,0.7424318359138818,0
0.001,-13.769379783,left_wrist_yaw_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.0121755599975585,0.0061054229736328,0.0121755599975585,0,0.012175525081966612,-3.491559188806691e-05,-0.00824745632487911,-0.00824745632487911,0.0003436440135366296,-2.556908,2.556908,2.5447324749180336,0
0.001,-13.769379783,right_ankle_pitch_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.2949991226196289,-0.0061054229736328,-0.2949991226196289,0,-0.29497365260976915,0.02547000985973147,-0.4537624656299428,-0.4537624656299428,0.012604512934165079,-0.802851,0.453786,0.5078773473902308,0
0.001,-13.769379783,right_ankle_roll_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.0156269073486328,0.0061054229736328,0.0156269073486328,0,0.01561062260754699,-0.016284741085808716,0.0011732380087094985,0.0011732380087094985,4.8884917029562436e-05,-0.261799,0.261799,0.24618837739245303,0
0.001,-13.769379783,right_elbow_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-1.171273708343506,0.0061054229736328,-1.171273708343506,0,-1.1712936882004743,-0.0199798569683238,-1.6453375401774792,-1.6453375401774792,0.0685557308407283,-2.356194,0.0,1.1712936882004743,0
0.001,-13.769379783,right_hip_pitch_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.2570338249206543,0.0061054229736328,-0.2570338249206543,0,-0.257084056485456,-0.050231564801698485,-2.983089721327161,-2.983089721327161,0.025280421367179333,-2.556908,2.556908,2.299823943514544,0
0.001,-13.769379783,right_hip_roll_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.0177364349365234,-0.0061054229736328,-0.0177364349365234,0,-0.01772581210027734,0.010622836246061479,-0.4916538157412855,-0.4916538157412855,0.004166557760519369,-2.905973,0.235619,0.2533448121002773,0
0.001,-13.769379783,right_hip_yaw_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,-0.0135178565979003,0.0061054229736328,-0.0135178565979003,0,-0.013518401993400623,-0.000545395500322031,0.07710108122751658,0.07710108122751658,0.0006533989934535303,-3.429572,1.684242,1.6977604019934007,0
0.001,-13.769379783,right_knee_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.4804167747497558,0.0061054229736328,0.4804167747497558,0,0.48046452684173285,0.04775209197702166,1.2521125360977348,1.2521125360977348,0.010611123187268938,0.0,2.408554,0.48046452684173285,0
0.001,-13.769379783,right_shoulder_pitch_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.3975830078125,0.0061054229736328,0.3975830078125,0,0.39758998690543024,0.006979092930231352,-0.1277987653779752,-0.1277987653779752,0.0035499657049437553,-3.080506,2.033309,1.6357190130945698,0
0.001,-13.769379783,right_shoulder_roll_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.0129427909851074,-0.0061054229736328,0.0129427909851074,0,0.012935183527777566,-0.007607457329832745,-1.2751996577800417,-1.2751996577800417,0.03542221271611227,-3.0456,0.061087,0.048151816472222435,0
0.001,-13.769379783,right_shoulder_yaw_joint,MEASURED_REAL_TRAJECTORY,IDENTITY_NAME_CANDIDATE_UNVERIFIED,0.0060400962829589,0.0061054229736328,0.0060400962829589,0,0.006039575056801671,-0.0005212261572294096,-0.512104854729658,-0.512104854729658,0.02133770228040242,-2.556908,2.556908,2.5508684249431983,0
