sim_time,t,joint_name,input_mode,reference_position,reference_velocity,target_position,target_clipped,position,velocity,actuator_force,ctrl,ctrl_saturation_fraction,lower_limit,upper_limit,limit_margin
0.001,-13.769379783,head_yaw_joint,STANDING_TARGET,4.792213439941406e-05,0.0030689239501953,4.792213439941406e-05,0,4.792134062342005e-05,-7.937759940077754e-07,-0.0002953895289023085,-0.0002953895289023085,0.00011361135727011866,-0.349066,0.349066,0.34901807865937656
0.001,-13.769379783,left_ankle_pitch_joint,STANDING_TARGET,-0.2727570533752441,0.0061054229736328,-0.2727570533752441,0,-0.27276169451515797,-0.004641139913884365,-0.4531068796791524,-0.4531068796791524,0.012586302213309789,-0.802851,0.453786,0.530089305484842
0.001,-13.769379783,left_ankle_roll_joint,STANDING_TARGET,-0.0298161506652832,0.0061054229736328,-0.0298161506652832,0,-0.02981616249512716,-1.1829843962697847e-05,-0.007936393790030749,-0.007936393790030749,0.00033068307458461454,-0.261799,0.261799,0.23198283750487284
0.001,-13.769379783,left_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.1739583015441897,-0.0061054229736328,-1.1739583015441897,0,-1.1739771620503465,-0.018860506156811323,-1.6654992477595214,-1.6654992477595214,0.06939580198998006,-2.356194,0.0,1.1739771620503465
0.001,-13.769379783,left_hip_pitch_joint,STANDING_TARGET,-0.3007521629333496,-0.0061054229736328,-0.3007521629333496,0,-0.30078695744775,-0.03479451440039875,-3.862032757929617,-3.862032757929617,0.03272909116889506,-2.556908,2.556908,2.25612104255225
0.001,-13.769379783,left_hip_roll_joint,STANDING_TARGET,0.013709545135498,-0.0061054229736328,0.013709545135498,0,0.0137193295901132,0.009784454615199932,0.4341112573611614,0.4341112573611614,0.0036789089606878086,-0.235619,2.905973,0.2493383295901132
0.001,-13.769379783,left_hip_yaw_joint,STANDING_TARGET,-0.0002875328063964,0.0061054229736328,-0.0002875328063964,0,-0.0002878587528544769,-0.00032594645807686623,-0.0819307768780102,-0.0819307768780102,0.0006943286176102559,-1.684242,3.429572,1.6839541412471455
0.001,-13.769379783,left_knee_joint,STANDING_TARGET,0.5036177635192871,-0.0061054229736328,0.5036177635192871,0,0.5036401133380513,0.022349818764143492,1.1196000571064635,1.1196000571064635,0.00948813607717342,0.0,2.408554,0.5036401133380513
0.001,-13.769379783,left_shoulder_pitch_joint,MEASURED_REAL_TRAJECTORY,0.3939399719238281,-0.0061054229736328,0.3939399719238281,0,0.39394615992553017,0.006188001702024811,-0.1942211815469188,-0.1942211815469188,0.005395032820747745,-3.080506,2.033309,1.6393628400744698
0.001,-13.769379783,left_shoulder_roll_joint,MEASURED_REAL_TRAJECTORY,-0.0125589370727539,-0.0061054229736328,-0.0125589370727539,0,-0.012557631498267689,0.00130557448620983,1.2530707140368627,1.2530707140368627,0.034807519834357294,-0.061087,3.0456,0.04852936850173231
0.001,-13.769379783,left_shoulder_yaw_joint,MEASURED_REAL_TRAJECTORY,-0.0085325241088867,0.0061054229736328,-0.0085325241088867,0,-0.008532245669413832,0.00027843947286779766,0.5047047193410323,0.5047047193410323,0.021029363305876347,-2.556908,2.556908,2.548375754330586
0.001,-13.769379783,left_wrist_pitch_joint,STANDING_TARGET,0.0020980834960937,-0.0073261260986328,0.0020980834960937,0,0.002097900196590312,-0.00018329950338809731,-0.2012317818519478,-0.2012317818519478,0.09146899175088535,-0.575959,0.575959,0.5738610998034097
0.001,-13.769379783,left_wrist_roll_joint,MEASURED_REAL_TRAJECTORY,-0.0181198120117187,-0.0073261260986328,-0.0181198120117187,0,-0.018119835913881915,-2.390216321544422e-05,0.03929710568984446,0.03929710568984446,0.017862320768111117,-1.50971,0.724312,0.7424318359138818
0.001,-13.769379783,left_wrist_yaw_joint,MEASURED_REAL_TRAJECTORY,0.0121755599975585,0.0061054229736328,0.0121755599975585,0,0.012175525081966612,-3.491559188806691e-05,-0.00824745632487911,-0.00824745632487911,0.0003436440135366296,-2.556908,2.556908,2.5447324749180336
0.001,-13.769379783,right_ankle_pitch_joint,STANDING_TARGET,-0.2949991226196289,-0.0061054229736328,-0.2949991226196289,0,-0.29497365260976915,0.02547000985973147,-0.4537624656299428,-0.4537624656299428,0.012604512934165079,-0.802851,0.453786,0.5078773473902308
0.001,-13.769379783,right_ankle_roll_joint,STANDING_TARGET,0.0156269073486328,0.0061054229736328,0.0156269073486328,0,0.01561062260754699,-0.016284741085808716,0.0011732380087094985,0.0011732380087094985,4.8884917029562436e-05,-0.261799,0.261799,0.24618837739245303
0.001,-13.769379783,right_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.171273708343506,0.0061054229736328,-1.171273708343506,0,-1.1712936882004743,-0.0199798569683238,-1.6453375401774792,-1.6453375401774792,0.0685557308407283,-2.356194,0.0,1.1712936882004743
0.001,-13.769379783,right_hip_pitch_joint,STANDING_TARGET,-0.2570338249206543,0.0061054229736328,-0.2570338249206543,0,-0.257084056485456,-0.050231564801698485,-2.983089721327161,-2.983089721327161,0.025280421367179333,-2.556908,2.556908,2.299823943514544
0.001,-13.769379783,right_hip_roll_joint,STANDING_TARGET,-0.0177364349365234,-0.0061054229736328,-0.0177364349365234,0,-0.01772581210027734,0.010622836246061479,-0.4916538157412855,-0.4916538157412855,0.004166557760519369,-2.905973,0.235619,0.2533448121002773
0.001,-13.769379783,right_hip_yaw_joint,STANDING_TARGET,-0.0135178565979003,0.0061054229736328,-0.0135178565979003,0,-0.013518401993400623,-0.000545395500322031,0.07710108122751658,0.07710108122751658,0.0006533989934535303,-3.429572,1.684242,1.6977604019934007
0.001,-13.769379783,right_knee_joint,STANDING_TARGET,0.4804167747497558,0.0061054229736328,0.4804167747497558,0,0.48046452684173285,0.04775209197702166,1.2521125360977348,1.2521125360977348,0.010611123187268938,0.0,2.408554,0.48046452684173285
0.001,-13.769379783,right_shoulder_pitch_joint,MEASURED_REAL_TRAJECTORY,0.3975830078125,0.0061054229736328,0.3975830078125,0,0.39758998690543024,0.006979092930231352,-0.1277987653779752,-0.1277987653779752,0.0035499657049437553,-3.080506,2.033309,1.6357190130945698
0.001,-13.769379783,right_shoulder_roll_joint,MEASURED_REAL_TRAJECTORY,0.0129427909851074,-0.0061054229736328,0.0129427909851074,0,0.012935183527777566,-0.007607457329832745,-1.2751996577800417,-1.2751996577800417,0.03542221271611227,-3.0456,0.061087,0.048151816472222435
0.001,-13.769379783,right_shoulder_yaw_joint,MEASURED_REAL_TRAJECTORY,0.0060400962829589,0.0061054229736328,0.0060400962829589,0,0.006039575056801671,-0.0005212261572294096,-0.512104854729658,-0.512104854729658,0.02133770228040242,-2.556908,2.556908,2.5508684249431983
0.001,-13.769379783,right_wrist_pitch_joint,STANDING_TARGET,0.0066757202148437,0.0073261260986328,0.0066757202148437,0,0.006675527833054863,-0.00019238178883726852,-0.1992083385903225,-0.1992083385903225,0.09054924481378294,-0.575959,0.575959,0.5692834721669451
0.001,-13.769379783,right_wrist_roll_joint,MEASURED_REAL_TRAJECTORY,0.0059127807617187,-0.0073261260986328,0.0059127807617187,0,0.00591278599359429,5.231875589593605e-06,-0.0428294286565829,-0.0428294286565829,0.01946792211662859,-0.724312,1.50971,0.7302247859935942
0.001,-13.769379783,right_wrist_yaw_joint,MEASURED_REAL_TRAJECTORY,-0.008340835571289,0.0061054229736328,-0.008340835571289,0,-0.008340808105925829,2.7465363170758303e-05,0.011291296261115136,0.011291296261115136,0.000470470677546464,-2.556908,2.556908,2.548567191894074
0.001,-13.769379783,waist_pitch_joint,STANDING_TARGET,-0.0309069952289138,-1.32024283139604e-06,-0.0309069952289138,0,-0.03092676652828293,-0.019771299369128376,0.6619814825019894,0.6619814825019894,0.013791280885458113,-0.314159,0.314159,0.2832322334717171
0.001,-13.769379783,waist_roll_joint,STANDING_TARGET,-0.0010823870317433,0.0049241092326801,-0.0010823870317433,0,-0.0010717644686355065,0.010622563107793635,0.11444669424550172,0.11444669424550172,0.0023843061301146193,-0.488692,0.488692,0.4876202355313645
0.001,-13.769379783,waist_yaw_joint,STANDING_TARGET,-0.0129427909851074,-0.0061054229736328,-0.0129427909851074,0,-0.012942766430767472,2.455433992769894e-05,0.0,0.0,0.0,-3.429572,2.207842,2.2207847664307674
0.02000000000000001,-13.750379783,head_yaw_joint,STANDING_TARGET,4.792213439941406e-05,0.0030689239501953,4.792213439941406e-05,0,4.5881980988764264e-05,-0.0002451579020264382,0.0013072774051855977,0.0013072774051855977,0.0005027990019944606,-0.349066,0.349066,0.3490201180190112
0.02000000000000001,-13.750379783,left_ankle_pitch_joint,STANDING_TARGET,-0.2727570533752441,0.0061054229736328,-0.2727570533752441,0,-0.2728040858320031,-0.023673367030929822,-0.775514873971324,-0.775514873971324,0.021542079832536778,-0.802851,0.453786,0.5300469141679969
0.02000000000000001,-13.750379783,left_ankle_roll_joint,STANDING_TARGET,-0.0298161506652832,0.0061054229736328,-0.0298161506652832,0,-0.028410233872237303,0.18773750798281938,0.6548841897878273,0.6548841897878273,0.02728684124115947,-0.261799,0.261799,0.23338876612776271
0.02000000000000001,-13.750379783,left_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.1739583015441897,-0.0061054229736328,-1.1739583015441897,0,-1.1753708091562187,-0.07474783401420744,-0.7436050070974524,-0.7436050070974524,0.03098354196239385,-2.356194,0.0,1.1753708091562187
0.02000000000000001,-13.750379783,left_hip_pitch_joint,STANDING_TARGET,-0.3007521629333496,-0.0061054229736328,-0.3007521629333496,0,-0.3021817663912693,-0.039784134229028476,-2.8015442015123595,-2.8015442015123595,0.023741900012816605,-2.556908,2.556908,2.254726233608731
0.02000000000000001,-13.750379783,left_hip_roll_joint,STANDING_TARGET,0.013709545135498,-0.0061054229736328,0.013709545135498,0,0.015929978719070412,0.21633052854914783,-3.519463382212491,-3.519463382212491,0.029825960866207552,-0.235619,2.905973,0.2515489787190704
0.02000000000000001,-13.750379783,left_hip_yaw_joint,STANDING_TARGET,-0.0002875328063964,0.0061054229736328,-0.0002875328063964,0,-0.0005291509153813874,-0.03138746117673716,0.46441269437831045,0.46441269437831045,0.00393570079981619,-1.684242,3.429572,1.6837128490846187
0.02000000000000001,-13.750379783,left_knee_joint,STANDING_TARGET,0.5036177635192871,-0.0061054229736328,0.5036177635192871,0,0.5049009941575323,0.0670893183230119,-0.2685830838825269,-0.2685830838825269,0.00227612782951294,0.0,2.408554,0.5049009941575323
