sim_time,t,joint_name,input_mode,reference_position,reference_velocity,target_position,target_clipped,position,velocity,actuator_force,ctrl,ctrl_saturation_fraction,lower_limit,upper_limit,limit_margin
0.001,-13.769379783,head_yaw_joint,STANDING_TARGET,4.792213439941406e-05,0.0030689239501953,4.792213439941406e-05,0,4.7936321798277264e-05,1.4187398863204797e-05,-0.0002953895289023085,-0.0002953895289023085,0.00011361135727011866,-0.349066,0.349066,0.3490180636782017
0.001,-13.769379783,left_ankle_pitch_joint,STANDING_TARGET,-0.2727570533752441,0.0061054229736328,-0.23609897216386833,0,-0.27268965902824704,0.06739434699701498,2.013087201395927,2.013087201395927,0.055919088927664645,-0.802851,0.453786,0.5301613409717529
0.001,-13.769379783,left_ankle_roll_joint,STANDING_TARGET,-0.0298161506652832,0.0061054229736328,-0.046292934559105825,0,-0.029846724055854337,-0.030573390571138205,-1.3629254485166398,-1.3629254485166398,0.05678856035485999,-0.261799,0.261799,0.23195227594414566
0.001,-13.769379783,left_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.1739583015441897,-0.0061054229736328,-1.1739583015441897,0,-1.1739702768253208,-0.011975281131188823,-1.6654992477595214,-1.6654992477595214,0.06939580198998006,-2.356194,0.0,1.1739702768253208
0.001,-13.769379783,left_hip_pitch_joint,STANDING_TARGET,-0.3007521629333496,-0.0061054229736328,-0.2662581253223471,0,-0.30070666282131003,0.045500112039567976,0.5547806510856657,0.5547806510856657,0.004701530941403946,-2.556908,2.556908,2.2562013371786898
0.001,-13.769379783,left_hip_roll_joint,STANDING_TARGET,0.013709545135498,-0.0061054229736328,0.011327027273080595,0,0.013723266434919792,0.013721299421792862,-0.03942587998959121,-0.03942587998959121,0.000334117627030434,-0.235619,2.905973,0.2493422664349198
0.001,-13.769379783,left_hip_yaw_joint,STANDING_TARGET,-0.0002875328063964,0.0061054229736328,0.0020638041675939594,0,-0.0002871573804003473,0.00037542599605270324,0.3857598779185972,0.3857598779185972,0.0032691515077847223,-1.684242,3.429572,1.6839548426195996
0.001,-13.769379783,left_knee_joint,STANDING_TARGET,0.5036177635192871,-0.0061054229736328,0.3831324331893342,0,0.5034840471919382,-0.13371632734888023,-13.186212930838119,-13.186212930838119,0.11174756721049253,0.0,2.408554,0.5034840471919382
0.001,-13.769379783,left_shoulder_pitch_joint,MEASURED_REAL_TRAJECTORY,0.3939399719238281,-0.0061054229736328,0.3939399719238281,0,0.3939465588274614,0.006586903633261815,-0.1942211815469188,-0.1942211815469188,0.005395032820747745,-3.080506,2.033309,1.6393624411725387
0.001,-13.769379783,left_shoulder_roll_joint,MEASURED_REAL_TRAJECTORY,-0.0125589370727539,-0.0061054229736328,-0.0125589370727539,0,-0.012558873533363126,6.353939077278909e-05,1.2530707140368627,1.2530707140368627,0.034807519834357294,-0.061087,3.0456,0.04852812646663687
