sim_time,t,base_x,base_y,base_z,base_roll_rad,base_pitch_rad,base_yaw_rad,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z,contact_count,left_foot_contact,right_foot_contact,nonfoot_ground_contact_count,self_collision_contact_count,max_contact_penetration_m
0.001,-13.769379783,0.0,0.0,0.68,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474568546823716,0.0036008131340677456,8.025626561742177,0,0,0,0,0,0.0
0.02000000000000001,-13.750379783,3.161033045885896e-05,3.307498005887497e-07,0.6798007642845071,-5.469239609015299e-07,5.144025884019528e-05,1.3012753366409264e-06,0.9999999996689883,-2.734787148452856e-07,2.5720129239330817e-05,6.506447015827142e-07,-4.7079980382582836e-05,0.005199199658263527,3.4853995400849094e-05,0.1958336334994695,0.0011221730366308416,9.777651193598526,0,0,0,0,0,0.0
0.04000000000000003,-13.730379783,0.0001344901987745784,1.1811960216923155e-06,0.679547034767438,-1.8608236634630352e-06,0.00020814971915252372,1.1160978870584866e-06,0.999999994583623,-9.304699055576544e-07,0.00010407485886910284,5.581457729872584e-07,-8.367489384388802e-05,0.00999284837995553,-3.346809196848785e-05,0.14860262073526476,0.0015192037032047373,10.226185002426721,0,0,0,0,0,0.0
0.060000000000000046,-13.710379782999999,0.00029354947643691693,2.6164001211736455e-06,0.6794407936807046,-3.994940519421908e-06,0.0004432066862535532,5.038769357964942e-07,0.9999999754439525,-1.997526041069927e-06,0.00022160334080933685,2.523811077953645e-07,-0.0001286535473646404,0.01305274273353071,-2.0405135636084184e-05,0.07728604426900348,0.0017693718251705639,10.06240526195115,0,0,0,0,0,0.0
0.08000000000000006,-13.690379783,0.00048423476715456985,4.709339342529597e-06,0.6794377671781338,-7.06656443416027e-06,0.0007219578156841922,3.6246888856256146e-07,0.9999999348408561,-3.533347408679534e-06,0.0003609788993598787,1.825098728003188e-07,-0.00017562159897301796,0.014531362077675499,2.199951131416954e-06,0.0242620602974523,0.0015732060519910893,9.882975608827035,0,0,0,0,0,0.0
0.10000000000000007,-13.670379783,0.0006872433468976503,7.408940867174751e-06,0.6794685384404073,-1.1014938403738955e-05,0.0010179468527397905,4.564064631597919e-07,0.9999998704578361,-5.507584637851357e-06,0.0005089734031300782,2.3100635736721946e-07,-0.00021498855447970629,0.01492404112618166,4.624460940448555e-06,-0.001893942667890844,0.0009462459072052456,9.823737583336706,0,0,0,0,0,0.0
0.12000000000000009,-13.650379783,0.0008931246661342735,1.050902355858672e-05,0.6795062352983177,-1.5542831483000915e-05,0.0013181941185524107,4.809744027147477e-07,0.9999997827653134,-7.771572557831583e-06,0.0006590970096677503,2.456092660059522e-07,-0.00023355526689977752,0.015026489521582673,-1.9463120364025227e-06,-0.01982079534752956,0.00016591108796849634,9.80686665578872,0,0,0,0,0,0.0
0.1400000000000001,-13.630379782999999,0.0010961096271866505,1.3738552909677186e-05,0.6795426381495758,-2.0257722203377216e-05,0.001614421454468294,3.699967135466168e-07,0.9999996741541229,-1.0129007134229264e-05,0.0008072106376572803,1.9317442094025437e-07,-0.0002354800376304675,0.01450249725466976,-7.738481537212294e-06,-0.048459645570908774,-0.0003905360380552692,9.79327984010538,0,0,0,0,0,0.0
0.16000000000000011,-13.610379782999999,0.0012866649685541855,1.6907991145406917e-05,0.6795719322678929,-2.488702178488415e-05,0.0018926552142773873,1.8290722894577242e-07,0.9999995521546372,-1.2443591865382918e-05,0.0009463274646823639,1.0322920964517005e-07,-0.00022685758001242604,0.013256850774574018,-9.653218416015596e-06,-0.07705883005766088,-0.000675351818056796,9.781608617191402,0,0,0,0,0,0.0
0.18000000000000013,-13.590379783,0.001455559048746428,1.9912588796763822e-05,0.6795900542416095,-2.927986183644701e-05,0.002139408250294649,-1.4876535471924301e-08,0.9999994277594323,-1.4639914584962875e-05,0.0010697039211370928,8.22212802844084e-09,-0.00021197807878517831,0.011442316575333957,-9.239609227182693e-06,-0.09385469299980113,-0.0009640548802604485,9.79005893910252,0,0,0,0,0,0.0
