receive_wall_ns,receive_wall_utc,receive_monotonic_ns,elapsed_seconds,source_stamp_sec,source_stamp_nanosec,source_time_ns,source_time_utc,frame_id,sequence,meas_stamp_sec,meas_stamp_nanosec,meas_time_ns,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance,gyro_x,gyro_y,gyro_z,gyro_covariance,accel_x,accel_y,accel_z,accel_covariance
1786663930393491280,2026-08-13T23:32:10.393491+00:00,14067468585875,0.804021146,1786663930,360070044,1786663930360070044,2026-08-13T23:32:10.360070+00:00,base_link,,,,,-0.0018101106397807598,0.03237820044159889,0.09689982980489731,0.9947656989097595,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0008219398076318593,0.005463797468460809,0.0014393129532887551,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6442714249894023,0.026933725213853173,9.809041863572597,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930415736902,2026-08-13T23:32:10.415737+00:00,14067490830025,0.826265296,1786663930,361435919,1786663930361435919,2026-08-13T23:32:10.361436+00:00,base_link,,,,,-0.0018082186579704285,0.03238074481487274,0.09689988195896149,0.9947656393051147,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.004221650762223365,-0.0006995198969226248,-0.0020151809674236586,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6516890808347612,0.02714147022999823,9.792488203656672,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930440592363,2026-08-13T23:32:10.440592+00:00,14067515687406,0.851122677,1786663930,367039128,1786663930367039128,2026-08-13T23:32:10.367039+00:00,base_link,,,,,-0.0018120836466550827,0.03238329663872719,0.09689977020025253,0.9947655200958252,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0023582075590961736,0.0011692646476770048,-0.002296328855123587,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6364755834814161,0.01935146252446575,9.803679459756612,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930463730278,2026-08-13T23:32:10.463730+00:00,14067538825289,0.87426056,1786663930,383585086,1786663930383585086,2026-08-13T23:32:10.383585+00:00,base_link,,,,,-0.0018227716209366918,0.03236638009548187,0.09689941257238388,0.9947660565376282,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0005690768233180389,-0.005528761434153279,-0.002528967419612318,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6232363818757236,0.02854918160345405,9.792775788426399,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930485422604,2026-08-13T23:32:10.485423+00:00,14067560517711,0.895952982,1786663930,394648586,1786663930394648586,2026-08-13T23:32:10.394649+00:00,base_link,,,,,-0.001812752801924944,0.03236199542880058,0.09689978510141373,0.9947662353515625,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0005142911589260062,-0.0012365691522591398,-0.0012082297633019016,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6428714219983667,0.038406919510732405,9.797541979914904,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930505474949,2026-08-13T23:32:10.505475+00:00,14067580569960,0.916005231,1786663930,412678253,1786663930412678253,2026-08-13T23:32:10.412678+00:00,base_link,,,,,-0.0017864671535789967,0.03238198161125183,0.0969005823135376,0.9947655200958252,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0008164400808953718,-0.002284398725677873,0.0014676623551075137,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6440064173776656,0.03545199696158524,9.793275554642081,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930526931507,2026-08-13T23:32:10.526932+00:00,14067602026454,0.937461725,1786663930,430652503,1786663930430652503,2026-08-13T23:32:10.430652+00:00,base_link,,,,,-0.0017858309438452125,0.03240625560283661,0.096900574862957,0.9947647452354431,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0026955829957563513,0.0006429509353919655,-0.0009210463307369859,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6452434118267149,0.019439693363767583,9.797381236395239,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930548029868,2026-08-13T23:32:10.548030+00:00,14067623125071,0.958560342,1786663930,448640461,1786663930448640461,2026-08-13T23:32:10.448641+00:00,base_link,,,,,-0.001773713156580925,0.03240125626325607,0.09690099954605103,0.9947648644447327,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0002536011077580373,0.0017185153549990023,0.0017042433862919973,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6356883055612444,0.03717691877476172,9.815842191237211,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930568715282,2026-08-13T23:32:10.568715+00:00,14067643810197,0.979245468,1786663930,472208586,1786663930472208586,2026-08-13T23:32:10.472209+00:00,base_link,,,,,-0.001777614001184702,0.032403141260147095,0.09690085798501968,0.9947648048400879,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00024738552644142835,0.0009242830207327191,0.0009142619018525765,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6169890119187533,0.0255703484557569,9.780260005724429,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1786663930589873417,2026-08-13T23:32:10.589873+00:00,14067664968556,1.000403827,1786663930,490662336,1786663930490662336,2026-08-13T23:32:10.490662+00:00,base_link,,,,,-0.001772596500813961,0.0323784165084362,0.0969010666012764,0.9947656393051147,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.004253612856493519,-0.0028317612933988962,0.0019487278161450761,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.6424586764790118,0.02562995142219588,9.81961352646947,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
