receive_wall_ns,receive_wall_utc,receive_monotonic_ns,elapsed_seconds,source_stamp_sec,source_stamp_nanosec,source_time_ns,source_time_utc,frame_id,sequence,meas_stamp_sec,meas_stamp_nanosec,meas_time_ns,array_state,joint_index,joint_name,position,velocity,effort,coil_temp,motor_temp,motor_vol
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,0,left_shoulder_pitch_joint,0.3939399719238281,-0.0061054229736328125,0.615386962890625,50,47,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,1,left_shoulder_roll_joint,-0.012558937072753906,-0.0061054229736328125,1.26007080078125,51,46,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,2,left_shoulder_yaw_joint,-0.008532524108886719,0.0061054229736328125,0.4981689453125,53,48,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,3,left_elbow_joint,-1.1739583015441895,-0.0061054229736328125,-1.377288818359375,54,51,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,4,left_wrist_yaw_joint,0.012175559997558594,0.0061054229736328125,-0.26373291015625,59,53,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,5,left_wrist_pitch_joint,0.00209808349609375,-0.0073261260986328125,-0.10158729553222656,53,0,25
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,6,left_wrist_roll_joint,-0.01811981201171875,-0.0073261260986328125,0.5079383850097656,44,0,25
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,7,right_shoulder_pitch_joint,0.3975830078125,0.0061054229736328125,0.3223419189453125,47,43,53
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,8,right_shoulder_roll_joint,0.012942790985107422,-0.0061054229736328125,-1.377288818359375,49,45,54
1786663929845581237,2026-08-13T23:32:09.845581+00:00,14066920674168,0.256109439,1786663929,792708961,1786663929792708961,2026-08-13T23:32:09.792709+00:00,x2_arm,7002148,0,0,0,0,9,right_shoulder_yaw_joint,0.006040096282958984,0.0061054229736328125,-0.20513153076171875,52,48,53
