receive_wall_ns,receive_wall_utc,receive_monotonic_ns,elapsed_seconds,source_stamp_sec,source_stamp_nanosec,source_time_ns,source_time_utc,frame_id,sequence,meas_stamp_sec,meas_stamp_nanosec,meas_time_ns,array_state,joint_index,joint_name,position,velocity,effort,coil_temp,motor_temp,motor_vol
1786663929850698456,2026-08-13T23:32:09.850698+00:00,14066925791707,0.261226978,1786663929,799652378,1786663929799652378,2026-08-13T23:32:09.799652+00:00,x2_waist,7002155,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929850698456,2026-08-13T23:32:09.850698+00:00,14066925791707,0.261226978,1786663929,799652378,1786663929799652378,2026-08-13T23:32:09.799652+00:00,x2_waist,7002155,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-6.147385027550217e-05,47,43,53
1786663929850698456,2026-08-13T23:32:09.850698+00:00,14066925791707,0.261226978,1786663929,799652378,1786663929799652378,2026-08-13T23:32:09.799652+00:00,x2_waist,7002155,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.07266956376762537,47,43,53
1786663929871891118,2026-08-13T23:32:09.871891+00:00,14066946986321,0.282421592,1786663929,821698003,1786663929821698003,2026-08-13T23:32:09.821698+00:00,x2_waist,7002157,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929871891118,2026-08-13T23:32:09.871891+00:00,14066946986321,0.282421592,1786663929,821698003,1786663929821698003,2026-08-13T23:32:09.821698+00:00,x2_waist,7002157,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,43,53
1786663929871891118,2026-08-13T23:32:09.871891+00:00,14066946986321,0.282421592,1786663929,821698003,1786663929821698003,2026-08-13T23:32:09.821698+00:00,x2_waist,7002157,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663929893685554,2026-08-13T23:32:09.893686+00:00,14066968780437,0.304215708,1786663929,838633919,1786663929838633919,2026-08-13T23:32:09.838634+00:00,x2_waist,7002157,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929893685554,2026-08-13T23:32:09.893686+00:00,14066968780437,0.304215708,1786663929,838633919,1786663929838633919,2026-08-13T23:32:09.838634+00:00,x2_waist,7002157,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.23807230116589373,47,44,53
1786663929893685554,2026-08-13T23:32:09.893686+00:00,14066968780437,0.304215708,1786663929,838633919,1786663929838633919,2026-08-13T23:32:09.838634+00:00,x2_waist,7002157,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.1454029260647519,47,43,53
1786663929914000803,2026-08-13T23:32:09.914001+00:00,14066989095622,0.324530893,1786663929,863722503,1786663929863722503,2026-08-13T23:32:09.863723+00:00,x2_waist,7002160,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929914000803,2026-08-13T23:32:09.914001+00:00,14066989095622,0.324530893,1786663929,863722503,1786663929863722503,2026-08-13T23:32:09.863723+00:00,x2_waist,7002160,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,44,53
1786663929914000803,2026-08-13T23:32:09.914001+00:00,14066989095622,0.324530893,1786663929,863722503,1786663929863722503,2026-08-13T23:32:09.863723+00:00,x2_waist,7002160,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663929937066655,2026-08-13T23:32:09.937067+00:00,14067012161666,0.347596937,1786663929,886630878,1786663929886630878,2026-08-13T23:32:09.886631+00:00,x2_waist,7002162,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929937066655,2026-08-13T23:32:09.937067+00:00,14067012161666,0.347596937,1786663929,886630878,1786663929886630878,2026-08-13T23:32:09.886631+00:00,x2_waist,7002162,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.15881732386105502,47,44,53
1786663929937066655,2026-08-13T23:32:09.937067+00:00,14067012161666,0.347596937,1786663929,886630878,1786663929886630878,2026-08-13T23:32:09.886631+00:00,x2_waist,7002162,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.2180512236558769,47,43,53
1786663929957770404,2026-08-13T23:32:09.957771+00:00,14067032865479,0.36830075,1786663929,900722169,1786663929900722169,2026-08-13T23:32:09.900722+00:00,x2_waist,7002164,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.26373291015625,41,37,53
1786663929957770404,2026-08-13T23:32:09.957771+00:00,14067032865479,0.36830075,1786663929,900722169,1786663929900722169,2026-08-13T23:32:09.900722+00:00,x2_waist,7002164,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.158694376160504,47,44,53
1786663929957770404,2026-08-13T23:32:09.957771+00:00,14067032865479,0.36830075,1786663929,900722169,1786663929900722169,2026-08-13T23:32:09.900722+00:00,x2_waist,7002164,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.07271209612062615,47,43,53
1786663929980275154,2026-08-13T23:32:09.980275+00:00,14067055369909,0.39080518,1786663929,929642961,1786663929929642961,2026-08-13T23:32:09.929643+00:00,x2_waist,7002168,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663929980275154,2026-08-13T23:32:09.980275+00:00,14067055369909,0.39080518,1786663929,929642961,1786663929929642961,2026-08-13T23:32:09.929643+00:00,x2_waist,7002168,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.158694376160504,47,43,53
1786663929980275154,2026-08-13T23:32:09.980275+00:00,14067055369909,0.39080518,1786663929,929642961,1786663929929642961,2026-08-13T23:32:09.929643+00:00,x2_waist,7002168,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.07271209612062615,47,43,53
1786663930002227985,2026-08-13T23:32:10.002228+00:00,14067077321364,0.412756635,1786663929,949637003,1786663929949637003,2026-08-13T23:32:09.949637+00:00,x2_waist,7002171,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.4395599365234375,41,37,53
1786663930002227985,2026-08-13T23:32:10.002228+00:00,14067077321364,0.412756635,1786663929,949637003,1786663929949637003,2026-08-13T23:32:09.949637+00:00,x2_waist,7002171,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,43,53
1786663930002227985,2026-08-13T23:32:10.002228+00:00,14067077321364,0.412756635,1786663929,949637003,1786663929949637003,2026-08-13T23:32:09.949637+00:00,x2_waist,7002171,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663930022646782,2026-08-13T23:32:10.022647+00:00,14067097741889,0.43317716,1786663929,972683628,1786663929972683628,2026-08-13T23:32:09.972683+00:00,x2_waist,7002175,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.3223419189453125,41,37,53
1786663930022646782,2026-08-13T23:32:10.022647+00:00,14067097741889,0.43317716,1786663929,972683628,1786663929972683628,2026-08-13T23:32:09.972683+00:00,x2_waist,7002175,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.158694376160504,47,43,53
1786663930022646782,2026-08-13T23:32:10.022647+00:00,14067097741889,0.43317716,1786663929,972683628,1786663929972683628,2026-08-13T23:32:09.972683+00:00,x2_waist,7002175,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.07271209612062615,47,43,53
1786663930042786773,2026-08-13T23:32:10.042787+00:00,14067117881880,0.453317151,1786663929,992690794,1786663929992690794,2026-08-13T23:32:09.992691+00:00,x2_waist,7002179,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.380950927734375,41,37,53
1786663930042786773,2026-08-13T23:32:10.042787+00:00,14067117881880,0.453317151,1786663929,992690794,1786663929992690794,2026-08-13T23:32:09.992691+00:00,x2_waist,7002179,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,43,53
1786663930042786773,2026-08-13T23:32:10.042787+00:00,14067117881880,0.453317151,1786663929,992690794,1786663929992690794,2026-08-13T23:32:09.992691+00:00,x2_waist,7002179,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663930068309798,2026-08-13T23:32:10.068310+00:00,14067143402697,0.478837968,1786663930,9633128,1786663930009633128,2026-08-13T23:32:10.009633+00:00,x2_waist,7002185,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.3223419189453125,41,37,53
1786663930068309798,2026-08-13T23:32:10.068310+00:00,14067143402697,0.478837968,1786663930,9633128,1786663930009633128,2026-08-13T23:32:10.009633+00:00,x2_waist,7002185,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,43,53
1786663930068309798,2026-08-13T23:32:10.068310+00:00,14067143402697,0.478837968,1786663930,9633128,1786663930009633128,2026-08-13T23:32:10.009633+00:00,x2_waist,7002185,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663930088874223,2026-08-13T23:32:10.088874+00:00,14067163969330,0.499404601,1786663930,38622169,1786663930038622169,2026-08-13T23:32:10.038622+00:00,x2_waist,7002195,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.3223419189453125,41,37,53
1786663930088874223,2026-08-13T23:32:10.088874+00:00,14067163969330,0.499404601,1786663930,38622169,1786663930038622169,2026-08-13T23:32:10.038622+00:00,x2_waist,7002195,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.07943939885566526,47,43,53
1786663930088874223,2026-08-13T23:32:10.088874+00:00,14067163969330,0.499404601,1786663930,38622169,1786663930038622169,2026-08-13T23:32:10.038622+00:00,x2_waist,7002195,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.14536039371175113,47,43,53
1786663930127688777,2026-08-13T23:32:10.127689+00:00,14067202783884,0.538219155,1786663930,64728961,1786663930064728961,2026-08-13T23:32:10.064729+00:00,x2_waist,7002210,0,0,0,0,0,waist_yaw_joint,-0.012942790985107422,-0.0061054229736328125,0.26373291015625,41,37,53
1786663930127688777,2026-08-13T23:32:10.127689+00:00,14067202783884,0.538219155,1786663930,64728961,1786663930064728961,2026-08-13T23:32:10.064729+00:00,x2_waist,7002210,0,0,0,0,1,waist_pitch_joint,-0.030906995228913808,-1.3202428313960401e-06,-0.158694376160504,47,43,53
1786663930127688777,2026-08-13T23:32:10.127689+00:00,14067202783884,0.538219155,1786663930,64728961,1786663930064728961,2026-08-13T23:32:10.064729+00:00,x2_waist,7002210,0,0,0,0,2,waist_roll_joint,-0.001082387031743396,0.004924109232680105,-0.07271209612062615,47,43,53
