receive_wall_ns,receive_wall_utc,receive_monotonic_ns,elapsed_seconds,source_stamp_sec,source_stamp_nanosec,source_time_ns,source_time_utc,frame_id,sequence,meas_stamp_sec,meas_stamp_nanosec,meas_time_ns,array_state,joint_index,joint_name,position,velocity,effort,coil_temp,motor_temp,motor_vol
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,0,left_hip_pitch_joint,-0.30094385147094727,-0.0061054229736328125,2.4908447265625,36,32,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,1,left_hip_roll_joint,0.013709545135498047,-0.0061054229736328125,-2.139190673828125,38,34,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,2,left_hip_yaw_joint,-0.0002875328063964844,0.0061054229736328125,-0.7912063598632812,35,32,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,3,left_knee_joint,0.5036177635192871,-0.0061054229736328125,-7.589744567871094,38,35,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,4,left_ankle_pitch_joint,-0.27275705337524414,0.0061054229736328125,7.472526550292969,44,43,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,5,left_ankle_roll_joint,-0.029816150665283203,0.0061054229736328125,-0.20513153076171875,38,34,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,6,right_hip_pitch_joint,-0.2570338249206543,0.0061054229736328125,0.5567779541015625,35,33,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,7,right_hip_roll_joint,-0.017736434936523438,-0.0061054229736328125,2.4322357177734375,38,34,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,8,right_hip_yaw_joint,-0.01351785659790039,0.0061054229736328125,-0.5567779541015625,35,31,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,9,right_knee_joint,0.48041677474975586,0.0061054229736328125,-6.417579650878906,37,34,53
1786663929849038891,2026-08-13T23:32:09.849039+00:00,14066924132814,0.259568085,1786663929,798638544,1786663929798638544,2026-08-13T23:32:09.798639+00:00,x2_leg,7002131,0,0,0,0,10,right_ankle_pitch_joint,-0.2949991226196289,-0.0061054229736328125,7.296699523925781,43,42,53
