row_type,model_id,source_file,source_kind,independence_class,body_or_metric,region,side,mass_or_value,com_xyz_m,principal_inertia_kg_m2,full_ixx_kg_m2,full_iyy_kg_m2,full_izz_kg_m2,full_ixy_kg_m2,full_ixz_kg_m2,full_iyz_kg_m2,mass_delta_vs_current_kg,com_norm_delta_vs_current_m,max_full_inertia_delta_vs_current_kg_m2,hardware_evidence_level
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_shoulder_yaw_link,arm,left,0.704662,0.010005 0.000179 -0.069477,0.00044713 0.00436694 0.00438693,0.00429099706067,0.00436700223621,0.000543000703129,-2.90332316329e-10,-0.000607002040967,-8.00002062396e-06,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_wrist_pitch_link,arm,left,0.292062,0.011479 0.002282 0.001703,9.10855e-05 0.000138482 0.000178433,9.20000002408e-05,0.000153000269217,0.000163000230542,7.00005845553e-06,5.0000547947e-06,1.90001027497e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_wrist_roll_link,arm,left,0.30304,0.002935 -0.001499 -0.083026,0.000205545 0.00266331 0.00278114,0.00266699912059,0.00277199592343,0.000210999955975,-2.79989540317e-05,-0.000106000051091,4.9000040916e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_wrist_yaw_link,arm,left,0.360708,7.6e-05 0.007263 -0.030679,0.00018794 0.000527003 0.000612057,0.000612000373154,0.000506999894126,0.00020799973272,-2.00002919291e-06,1.00000459227e-06,-8.00004325309e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,pelvis,central,center,5.03181065927,-0.00152667321574 0.00012932923078 0.00289835875658,0.0107621402371 0.013244213751 0.0138552767554,0.0136064621049,0.0107621449308,0.0134930237078,-2.19209331108e-06,-0.000300218636711,3.07904793557e-06,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_ankle_pitch_link,lower_limb,right,0.749566,0.011665 0.000937 0.00394,0.000713034 0.00103716 0.00122381,0.00103700064121,0.00121400302598,0.000723000332811,9.00019475236e-06,-1.09999730701e-05,6.90003725689e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_ankle_roll_link,lower_limb,right,1.01617,0.035428 2.5e-05 -0.049572,0.0025949 0.0068711 0.007937,0.00370000192016,0.00793699641907,0.00576600166077,1.99851773403e-06,-0.00187200143088,-9.9997930933e-07,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_elbow_link,arm,right,0.687932,-0.013517 -0.003463 -0.080438,0.000444255 0.00534355 0.00542019,0.00528499730406,0.00535599737835,0.00056700031759,1.69999353937e-05,0.000766999698384,7.99996638109e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_hip_pitch_link,lower_limb,right,1.40023,0.007909 -0.064114 0.000131,0.00155498 0.007409 0.00808102,0.00799600238885,0.00163999776052,0.00740899985062,-0.000740000133485,-2.51367000677e-11,-1.00052090796e-06,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_hip_roll_link,lower_limb,right,1.58508,-0.000586 -0.000228 -0.093568,0.00251594 0.017694 0.0181161,0.0176940066402,0.0181160304463,0.00251600291348,4.00064100536e-06,2.19999552786e-05,2.20058069303e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_hip_yaw_link,lower_limb,right,2.00262,-0.002444 -0.003935 -0.144335,0.0023773 0.0518558 0.0525579,0.05183302571,0.0524969744766,0.00246099981337,7.09920845365e-05,0.00143199869791,0.00145699648452,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_knee_link,lower_limb,right,1.56588,-0.002699 -0.003794 -0.122288,0.00192491 0.0307718 0.0308703,0.0308099996187,0.0308220078958,0.00193500248551,4.50206702924e-05,0.000184000354618,0.000508000002081,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_shoulder_pitch_link,arm,right,0.885544,0.002721 -0.050304 3.4e-05,0.00067458 0.00294899 0.00303743,0.00303099832989,0.000681000394186,0.00294900127593,-0.000123000535997,-9.99902393949e-07,1.23265060396e-09,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_shoulder_roll_link,arm,right,0.696963,0.000598 0.000185 -0.079928,0.000529664 0.0054003 0.00548904,0.00540000363811,0.00548900034631,0.000530000015578,5.13743705605e-11,-3.80003526064e-05,-1.40000172922e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_shoulder_yaw_link,arm,right,0.704661,0.010082 -0.000178 -0.069484,0.000445562 0.00436595 0.00438849,0.00429199720709,0.00436600369178,0.000542001101128,3.14271269937e-10,-0.00060900243219,7.99992719075e-06,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_wrist_pitch_link,arm,right,0.279175,0.012092 -0.002544 0.001781,8.19541e-05 0.00013308 0.000171965,8.29999986089e-05,0.000150999558104,0.000152999543287,-7.99987833643e-06,5.00003851205e-06,-1.89999827899e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_wrist_roll_link,arm,right,0.303847,0.003056 0.00138 -0.082799,0.000206121 0.00266288 0.002781,0.00266600053988,0.00277200034362,0.000212000116498,2.79997621703e-05,-0.000111999910867,-4.59999702959e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_wrist_yaw_link,arm,right,0.372787,0.000153 -0.006979 -0.032069,0.000202421 0.000598539 0.00069604,0.000696000253036,0.00058299955742,0.000218000189544,2.00001021824e-06,6.67459676368e-12,7.6999865133e-05,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,torso_link,central,center,10.1441,-0.000188 0.000605 0.191827,0.0666413 0.455999 0.479863,0.479750806838,0.455998464076,0.0667540290863,0.000186994475157,-0.00676962434223,0.00083299880266,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,waist_pitch_link,central,center,0.392413,0.008967 -1e-06 0,0.000133 0.000133 0.00023,0.000133,0.000133,0.00023,0,0,0,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,waist_yaw_link,central,center,1.66854,-0.001359 4.7e-05 0.041703,0.00283196 0.00499998 0.00503206,0.00501199799866,0.00500000470995,0.00285199729139,9.99811308895e-07,-0.000208999638862,1.00001870184e-06,0,0,0,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,total_mass_kg,,,43.4747966593,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,lower_limb_mass_kg,,,16.646758,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,upper_body_mass_kg,,,26.8280386593,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,lower_upper_mass_ratio,,,0.620498509467,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_mass_kg,,,12.268144,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,right_mass_kg,,,12.250455,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
AGGREGATE,x2_limits_compiled_mjcf,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra_x2_limits.xml,MJCF_COMPILED,DERIVED_LIMIT_VARIANT_NOT_INDEPENDENT_PHYSICAL_SOURCE,left_right_difference_kg,,,0.017689,,,,,,,,,,,,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,head_pitch_link,head,center,0.999287,0.003033 -6e-05 0.004395,0.00259841227589 0.00298179163585 0.00359879608826,0.002913,0.003598,0.002668,1.7e-05,0.000147,-2.2e-05,0,0,3.88070549176e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,head_yaw_link,head,center,0.720047,-0.003139 0.001399 0.051838,0.0011021281871 0.00323157468138 0.00386129713152,0.003861,0.003231,0.001103,9e-06,-2.1e-05,-3.9e-05,0,0,4.67699913954e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_ankle_pitch_link,lower_limb,left,0.747802,0.011691 -0.000181 0.003548,0.000709870797103 0.000984841336041 0.00117428786686,0.000985,0.001162,0.000722,8e-06,-1.1e-05,-7.3e-05,0,0,2.06234854932e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_ankle_roll_link,lower_limb,left,1.016166,0.035428 2.5e-05 -0.049572,0.00259489939909 0.00687109701671 0.0079370035842,0.0037,0.007937,0.005766,2e-06,-0.001872,-1e-06,-4.00000000012e-06,0,3.58092684151e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_elbow_link,arm,left,0.688008,-0.013174 0.003788 -0.080203,0.000446844069754 0.00531735204515 0.00540080388509,0.00527,0.005332,0.000563,-1.9e-05,0.000743,-9.4e-05,0,0,3.52035102024e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_hip_pitch_link,lower_limb,left,1.399682,0.00791 0.064136 0.000116,0.00155420884823 0.00740900014921 0.00807979100256,0.007995,0.001639,0.007409,0.000739,0,1e-06,2.00000000006e-06,0,1.17059975732e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_hip_roll_link,lower_limb,left,1.584804,4.7e-05 0.000231 -0.093505,0.00251468149504 0.017671252022 0.0181020664829,0.017671,0.018102,0.002515,-4e-06,-6.6e-05,-2.2e-05,4.00000000012e-06,0,4.80293484637e-08,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_hip_yaw_link,lower_limb,left,2.010551,-0.002375 0.003914 -0.144276,0.00238450238032 0.0519961485521 0.0526993490675,0.051974,0.052639,0.002467,-7.1e-05,0.001419,-0.001453,1.00000000014e-06,0,4.89948859053e-08,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_knee_link,lower_limb,left,1.568215,-0.002655 0.003681 -0.122697,0.00193261699923 0.0309423993908 0.03104098361,0.030979,0.030995,0.001942,-4.5e-05,0.00017,-0.000494,4.99999999981e-06,0,1.03046460219e-08,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_shoulder_pitch_link,arm,left,0.885896,0.003007 0.050014 6.2e-05,0.000676999023241 0.00292896373178 0.00303103724498,0.003023,0.000685,0.002929,0.000137,-2e-06,1e-06,0,0,3.73098143049e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_shoulder_roll_link,arm,left,0.706556,0.000621 -0.000183 -0.078842,0.00053903700401 0.00540092310763 0.00549903988836,0.0054,0.005499,0.00054,0,-6.7e-05,1.4e-05,0,0,3.12268696231e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_shoulder_yaw_link,arm,left,0.704662,0.010005 0.000179 -0.069477,0.00044713001466 0.00436693774621 0.00438693223913,0.004291,0.004367,0.000543,0,-0.000607,-8e-06,0,0,2.9393346394e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_wrist_pitch_link,arm,left,0.292062,0.011479 0.002282 0.001703,9.10855120192e-05 0.000138481844694 0.000178432643287,9.2e-05,0.000153,0.000163,7e-06,5e-06,1.9e-05,0,0,2.69217147354e-10,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_wrist_roll_link,arm,left,0.30304,0.002935 -0.001499 -0.083026,0.000205545054507 0.00266331056593 0.00278114437957,0.002667,0.002772,0.000211,-2.8e-05,-0.000106,4.9e-05,0,0,4.07656679116e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,left_wrist_yaw_link,arm,left,0.360708,7.6e-05 0.007263 -0.030679,0.000187940461794 0.000527002912696 0.00061205662551,0.000612,0.000507,0.000208,-2e-06,1e-06,-8e-05,0,0,4.3253094956e-10,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,pelvis,central,center,3.523487,-0.001209 -2.3e-05 -0.002011,0.00792399442875 0.0123215784464 0.0126954271248,0.0126,0.007924,0.012417,0,0.000163,-5e-06,-1.50832365927,0.00492198373295,0.00283814493083,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,right_ankle_pitch_link,lower_limb,right,0.749566,0.011665 0.000937 0.00394,0.000713033717261 0.00103715937107 0.00122380691167,0.001037,0.001214,0.000723,9e-06,-1.1e-05,6.9e-05,0,0,3.02597703687e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,right_ankle_roll_link,lower_limb,right,1.016166,0.035428 2.5e-05 -0.049572,0.00259489939909 0.00687109701671 0.0079370035842,0.0037,0.007937,0.005766,2e-06,-0.001872,-1e-06,-4.00000000012e-06,0,3.58092684151e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
BODY,ff_master_ultra,C:\Users\xinga\Documents\Codex\2026-08-11\master-mujoco-agibot-x2-ultra-mujoco\Master_MuJoCo\assets\Master\ff_master_ultra.urdf,URDF,SAME_ROBOTHON_MASTER_ASSET_FAMILY_NOT_INDEPENDENT_X2_PHYSICAL_SOURCE,right_elbow_link,arm,right,0.687932,-0.013517 -0.003463 -0.080438,0.000444254653662 0.00534355255907 0.00542019278727,0.005285,0.005356,0.000567,1.7e-05,0.000767,8e-05,0,0,2.69594323254e-09,LEVEL_E_NOT_INDEPENDENT_X2_PHYSICAL_DATA
