dataset,duration_s,mean_arm_energy_rad_s,peak_arm_energy_rad_s,mean_asymmetry,p90_asymmetry,peak_arm_acceleration_rad_s2,mean_abs_sagittal_proxy,mean_abs_lateral_proxy,peak_chest_pitch_rad,peak_chest_roll_rad,peak_chest_gyro_rad_s
heart,5.659416987,2.4285323507020293,8.771732099739861,0.02832475524444247,0.08127666337574885,20.0232377482425,0.4779708854131544,0.05875272395966133,0.013564458574091212,0.006236397457152124,0.10167314735089786
wave,4.349152725999998,2.0226199005733196,3.715965619395267,0.9545298077801777,0.9895691109962249,25.01467846718367,1.1089959048968918,1.1999577091577542,0.0122468298339172,0.03678244626090049,0.35487444082570946
