controller,dataset,t,joint_name,plane,total_balance_request_nm,raw_desired_allocation_weight,raw_desired_allocation_nm,priority_and_preallocation_constraint_scaling,redistributed_allocation_weight,redistributed_allocation_nm,post_contact_scaling,post_limit_scaling,post_saturation_scaling,post_rate_scaling,final_allocation_nm
PHASE3AX_BASELINE,heart,5.3599999999996975,left_ankle_roll_joint,roll,0.5045944026067204,0.7,0.35321608182470426,1.0,0.7,0.3532160818247042,1.0,1.0,1.0,1.0,0.3532160818247042
PHASE3AX_BASELINE,heart,5.3599999999996975,left_hip_pitch_joint,pitch,6.766335662349836,0.1,0.6766335662349836,1.0,0.0873563218390804,0.59108219579148,1.0,1.0,1.0,1.0,0.59108219579148
PHASE3AX_BASELINE,heart,5.3599999999996975,left_hip_roll_joint,roll,0.5045944026067204,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.3599999999996975,left_knee_joint,pitch,6.766335662349836,0.15,1.0149503493524754,1.0,0.0982758620689655,0.6649674702654148,1.0,1.0,1.0,1.0,0.6649674702654148
PHASE3AX_BASELINE,heart,5.3599999999996975,right_ankle_pitch_joint,pitch,6.766335662349836,0.7,4.736434963644885,1.0,0.7643678160919539,5.171969213175449,1.0,1.0,1.0,1.0,5.171969213175449
PHASE3AX_BASELINE,heart,5.3599999999996975,right_ankle_roll_joint,roll,0.5045944026067204,0.7,0.35321608182470426,1.0,0.7,0.3532160818247042,1.0,1.0,1.0,1.0,0.3532160818247042
PHASE3AX_BASELINE,heart,5.3599999999996975,right_hip_pitch_joint,pitch,6.766335662349836,0.1,0.6766335662349836,1.0,0.0873563218390804,0.59108219579148,1.0,1.0,1.0,1.0,0.59108219579148
PHASE3AX_BASELINE,heart,5.3599999999996975,right_hip_roll_joint,roll,0.5045944026067204,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.3599999999996975,right_knee_joint,pitch,6.766335662349836,0.15,1.0149503493524754,1.0,0.0982758620689655,0.6649674702654148,1.0,1.0,1.0,1.0,0.6649674702654148
PHASE3AX_BASELINE,heart,5.3599999999996975,waist_pitch_joint,pitch,6.766335662349836,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.3599999999996975,waist_roll_joint,roll,0.5045944026067204,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.379999999999686,left_ankle_pitch_joint,pitch,6.744522265954797,0.7,4.7211655861683575,1.0,0.7643678160919539,5.155295755011425,1.0,1.0,1.0,1.0,5.155295755011425
PHASE3AX_BASELINE,heart,5.379999999999686,left_ankle_roll_joint,roll,0.5051680721097404,0.7,0.3536176504768182,1.0,0.7,0.3536176504768182,1.0,1.0,1.0,1.0,0.3536176504768182
PHASE3AX_BASELINE,heart,5.379999999999686,left_hip_pitch_joint,pitch,6.744522265954797,0.1,0.6744522265954798,1.0,0.0873563218390804,0.5891766577155916,1.0,1.0,1.0,1.0,0.5891766577155916
PHASE3AX_BASELINE,heart,5.379999999999686,left_hip_roll_joint,roll,0.5051680721097404,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.379999999999686,left_knee_joint,pitch,6.744522265954797,0.15,1.0116783398932194,1.0,0.0982758620689655,0.6628237399300403,1.0,1.0,1.0,1.0,0.6628237399300403
PHASE3AX_BASELINE,heart,5.379999999999686,right_ankle_pitch_joint,pitch,6.744522265954797,0.7,4.7211655861683575,1.0,0.7643678160919539,5.155295755011425,1.0,1.0,1.0,1.0,5.155295755011425
PHASE3AX_BASELINE,heart,5.379999999999686,right_ankle_roll_joint,roll,0.5051680721097404,0.7,0.3536176504768182,1.0,0.7,0.3536176504768182,1.0,1.0,1.0,1.0,0.3536176504768182
PHASE3AX_BASELINE,heart,5.379999999999686,right_hip_pitch_joint,pitch,6.744522265954797,0.1,0.6744522265954798,1.0,0.0873563218390804,0.5891766577155916,1.0,1.0,1.0,1.0,0.5891766577155916
PHASE3AX_BASELINE,heart,5.379999999999686,right_hip_roll_joint,roll,0.5051680721097404,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.379999999999686,right_knee_joint,pitch,6.744522265954797,0.15,1.0116783398932194,1.0,0.0982758620689655,0.6628237399300403,1.0,1.0,1.0,1.0,0.6628237399300403
PHASE3AX_BASELINE,heart,5.379999999999686,waist_pitch_joint,pitch,6.744522265954797,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.379999999999686,waist_roll_joint,roll,0.5051680721097404,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.399999999999675,left_ankle_pitch_joint,pitch,6.724152774232791,0.7,4.706906941962953,1.0,0.7643678160919539,5.139725971108971,1.0,1.0,1.0,1.0,5.139725971108971
PHASE3AX_BASELINE,heart,5.399999999999675,left_ankle_roll_joint,roll,0.5057040956298682,0.7,0.3539928669409077,1.0,0.7,0.3539928669409077,1.0,1.0,1.0,1.0,0.3539928669409077
PHASE3AX_BASELINE,heart,5.399999999999675,left_hip_pitch_joint,pitch,6.724152774232791,0.1,0.6724152774232791,1.0,0.0873563218390804,0.5873972538410255,1.0,1.0,1.0,1.0,0.5873972538410255
PHASE3AX_BASELINE,heart,5.399999999999675,left_hip_roll_joint,roll,0.5057040956298682,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.399999999999675,left_knee_joint,pitch,6.724152774232791,0.15,1.0086229161349185,1.0,0.0982758620689655,0.6608219105711535,1.0,1.0,1.0,1.0,0.6608219105711535
PHASE3AX_BASELINE,heart,5.399999999999675,right_ankle_pitch_joint,pitch,6.724152774232791,0.7,4.706906941962953,1.0,0.7643678160919539,5.139725971108971,1.0,1.0,1.0,1.0,5.139725971108971
PHASE3AX_BASELINE,heart,5.399999999999675,right_ankle_roll_joint,roll,0.5057040956298682,0.7,0.3539928669409077,1.0,0.7,0.3539928669409077,1.0,1.0,1.0,1.0,0.3539928669409077
PHASE3AX_BASELINE,heart,5.399999999999675,right_hip_pitch_joint,pitch,6.724152774232791,0.1,0.6724152774232791,1.0,0.0873563218390804,0.5873972538410255,1.0,1.0,1.0,1.0,0.5873972538410255
PHASE3AX_BASELINE,heart,5.399999999999675,right_hip_roll_joint,roll,0.5057040956298682,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.399999999999675,right_knee_joint,pitch,6.724152774232791,0.15,1.0086229161349185,1.0,0.0982758620689655,0.6608219105711535,1.0,1.0,1.0,1.0,0.6608219105711535
PHASE3AX_BASELINE,heart,5.399999999999675,waist_pitch_joint,pitch,6.724152774232791,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.399999999999675,waist_roll_joint,roll,0.5057040956298682,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.419999999999664,left_ankle_pitch_joint,pitch,6.705181467940285,0.7,4.6936270275581995,1.0,0.7643678160919539,5.125224915149758,1.0,1.0,1.0,1.0,5.125224915149758
PHASE3AX_BASELINE,heart,5.419999999999664,left_ankle_roll_joint,roll,0.5062034734889149,0.7,0.3543424314422404,1.0,0.7,0.3543424314422404,1.0,1.0,1.0,1.0,0.3543424314422404
PHASE3AX_BASELINE,heart,5.419999999999664,left_hip_pitch_joint,pitch,6.705181467940285,0.1,0.6705181467940285,1.0,0.0873563218390804,0.5857399903028296,1.0,1.0,1.0,1.0,0.5857399903028296
PHASE3AX_BASELINE,heart,5.419999999999664,left_hip_roll_joint,roll,0.5062034734889149,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.419999999999664,left_knee_joint,pitch,6.705181467940285,0.15,1.0057772201910427,1.0,0.0982758620689655,0.6589574890906831,1.0,1.0,1.0,1.0,0.6589574890906831
PHASE3AX_BASELINE,heart,5.419999999999664,right_ankle_pitch_joint,pitch,6.705181467940285,0.7,4.6936270275581995,1.0,0.7643678160919539,5.125224915149758,1.0,1.0,1.0,1.0,5.125224915149758
PHASE3AX_BASELINE,heart,5.419999999999664,right_ankle_roll_joint,roll,0.5062034734889149,0.7,0.3543424314422404,1.0,0.7,0.3543424314422404,1.0,1.0,1.0,1.0,0.3543424314422404
PHASE3AX_BASELINE,heart,5.419999999999664,right_hip_pitch_joint,pitch,6.705181467940285,0.1,0.6705181467940285,1.0,0.0873563218390804,0.5857399903028296,1.0,1.0,1.0,1.0,0.5857399903028296
PHASE3AX_BASELINE,heart,5.419999999999664,right_hip_roll_joint,roll,0.5062034734889149,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.419999999999664,right_knee_joint,pitch,6.705181467940285,0.15,1.0057772201910427,1.0,0.0982758620689655,0.6589574890906831,1.0,1.0,1.0,1.0,0.6589574890906831
PHASE3AX_BASELINE,heart,5.419999999999664,waist_pitch_joint,pitch,6.705181467940285,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.419999999999664,waist_roll_joint,roll,0.5062034734889149,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.439999999999653,left_ankle_pitch_joint,pitch,6.687563081591082,0.7,4.681294157113757,1.0,0.7643678160919539,5.111757987652953,1.0,1.0,1.0,1.0,5.111757987652953
PHASE3AX_BASELINE,heart,5.439999999999653,left_ankle_roll_joint,roll,0.506667182981701,0.7,0.3546670280871907,1.0,0.7,0.3546670280871907,1.0,1.0,1.0,1.0,0.3546670280871907
PHASE3AX_BASELINE,heart,5.439999999999653,left_hip_pitch_joint,pitch,6.687563081591082,0.1,0.6687563081591082,1.0,0.0873563218390804,0.5842009128746234,1.0,1.0,1.0,1.0,0.5842009128746234
PHASE3AX_BASELINE,heart,5.439999999999653,left_hip_roll_joint,roll,0.506667182981701,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.439999999999653,left_knee_joint,pitch,6.687563081591082,0.15,1.0031344622386622,1.0,0.0982758620689655,0.6572260269839512,1.0,1.0,1.0,1.0,0.6572260269839512
PHASE3AX_BASELINE,heart,5.439999999999653,right_ankle_pitch_joint,pitch,6.687563081591082,0.7,4.681294157113757,1.0,0.7643678160919539,5.111757987652953,1.0,1.0,1.0,1.0,5.111757987652953
PHASE3AX_BASELINE,heart,5.439999999999653,right_ankle_roll_joint,roll,0.506667182981701,0.7,0.3546670280871907,1.0,0.7,0.3546670280871907,1.0,1.0,1.0,1.0,0.3546670280871907
PHASE3AX_BASELINE,heart,5.439999999999653,right_hip_pitch_joint,pitch,6.687563081591082,0.1,0.6687563081591082,1.0,0.0873563218390804,0.5842009128746234,1.0,1.0,1.0,1.0,0.5842009128746234
PHASE3AX_BASELINE,heart,5.439999999999653,right_hip_roll_joint,roll,0.506667182981701,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.439999999999653,right_knee_joint,pitch,6.687563081591082,0.15,1.0031344622386622,1.0,0.0982758620689655,0.6572260269839512,1.0,1.0,1.0,1.0,0.6572260269839512
PHASE3AX_BASELINE,heart,5.439999999999653,waist_pitch_joint,pitch,6.687563081591082,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.439999999999653,waist_roll_joint,roll,0.506667182981701,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.459999999999642,left_ankle_pitch_joint,pitch,6.671252815177967,0.7,4.669876970624577,1.0,0.7643678160919539,5.099290944934882,1.0,1.0,1.0,1.0,5.099290944934882
PHASE3AX_BASELINE,heart,5.459999999999642,left_ankle_roll_joint,roll,0.5070961855772992,0.7,0.3549673299041094,1.0,0.7,0.3549673299041094,1.0,1.0,1.0,1.0,0.3549673299041094
PHASE3AX_BASELINE,heart,5.459999999999642,left_hip_pitch_joint,pitch,6.671252815177967,0.1,0.6671252815177967,1.0,0.0873563218390804,0.5827761079925581,1.0,1.0,1.0,1.0,0.5827761079925581
PHASE3AX_BASELINE,heart,5.459999999999642,left_hip_roll_joint,roll,0.5070961855772992,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.459999999999642,left_knee_joint,pitch,6.671252815177967,0.15,1.000687922276695,1.0,0.0982758620689655,0.6556231214916277,1.0,1.0,1.0,1.0,0.6556231214916277
PHASE3AX_BASELINE,heart,5.459999999999642,right_ankle_pitch_joint,pitch,6.671252815177967,0.7,4.669876970624577,1.0,0.7643678160919539,5.099290944934882,1.0,1.0,1.0,1.0,5.099290944934882
PHASE3AX_BASELINE,heart,5.459999999999642,right_ankle_roll_joint,roll,0.5070961855772992,0.7,0.3549673299041094,1.0,0.7,0.3549673299041094,1.0,1.0,1.0,1.0,0.3549673299041094
PHASE3AX_BASELINE,heart,5.459999999999642,right_hip_pitch_joint,pitch,6.671252815177967,0.1,0.6671252815177967,1.0,0.0873563218390804,0.5827761079925581,1.0,1.0,1.0,1.0,0.5827761079925581
PHASE3AX_BASELINE,heart,5.459999999999642,right_hip_roll_joint,roll,0.5070961855772992,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.459999999999642,right_knee_joint,pitch,6.671252815177967,0.15,1.000687922276695,1.0,0.0982758620689655,0.6556231214916277,1.0,1.0,1.0,1.0,0.6556231214916277
PHASE3AX_BASELINE,heart,5.459999999999642,waist_pitch_joint,pitch,6.671252815177967,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.459999999999642,waist_roll_joint,roll,0.5070961855772992,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.479999999999631,left_ankle_pitch_joint,pitch,6.656206355663737,0.7,4.659344448964616,1.0,0.7643678160919539,5.087789915536074,1.0,1.0,1.0,1.0,5.087789915536074
PHASE3AX_BASELINE,heart,5.479999999999631,left_ankle_roll_joint,roll,0.5074914320919168,0.7,0.35524400246434173,1.0,0.7,0.3552440024643417,1.0,1.0,1.0,1.0,0.3552440024643417
PHASE3AX_BASELINE,heart,5.479999999999631,left_hip_pitch_joint,pitch,6.656206355663737,0.1,0.6656206355663737,1.0,0.0873563218390804,0.5814617046326943,1.0,1.0,1.0,1.0,0.5814617046326943
PHASE3AX_BASELINE,heart,5.479999999999631,left_hip_roll_joint,roll,0.5074914320919168,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.479999999999631,left_knee_joint,pitch,6.656206355663737,0.15,0.9984309533495604,1.0,0.0982758620689655,0.654144417711781,1.0,1.0,1.0,1.0,0.654144417711781
PHASE3AX_BASELINE,heart,5.479999999999631,right_ankle_pitch_joint,pitch,6.656206355663737,0.7,4.659344448964616,1.0,0.7643678160919539,5.087789915536074,1.0,1.0,1.0,1.0,5.087789915536074
PHASE3AX_BASELINE,heart,5.479999999999631,right_ankle_roll_joint,roll,0.5074914320919168,0.7,0.35524400246434173,1.0,0.7,0.3552440024643417,1.0,1.0,1.0,1.0,0.3552440024643417
PHASE3AX_BASELINE,heart,5.479999999999631,right_hip_pitch_joint,pitch,6.656206355663737,0.1,0.6656206355663737,1.0,0.0873563218390804,0.5814617046326943,1.0,1.0,1.0,1.0,0.5814617046326943
PHASE3AX_BASELINE,heart,5.479999999999631,right_hip_roll_joint,roll,0.5074914320919168,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.479999999999631,right_knee_joint,pitch,6.656206355663737,0.15,0.9984309533495604,1.0,0.0982758620689655,0.654144417711781,1.0,1.0,1.0,1.0,0.654144417711781
PHASE3AX_BASELINE,heart,5.479999999999631,waist_pitch_joint,pitch,6.656206355663737,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.479999999999631,waist_roll_joint,roll,0.5074914320919168,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.49999999999962,left_ankle_pitch_joint,pitch,6.642379908510353,0.7,4.6496659359572465,1.0,0.7643678160919539,5.077221424321132,1.0,1.0,1.0,1.0,5.077221424321132
PHASE3AX_BASELINE,heart,5.49999999999962,left_ankle_roll_joint,roll,0.5078538661685517,0.7,0.35549770631798616,1.0,0.7,0.3554977063179861,1.0,1.0,1.0,1.0,0.3554977063179861
PHASE3AX_BASELINE,heart,5.49999999999962,left_hip_pitch_joint,pitch,6.642379908510353,0.1,0.6642379908510354,1.0,0.0873563218390804,0.5802538770652723,1.0,1.0,1.0,1.0,0.5802538770652723
PHASE3AX_BASELINE,heart,5.49999999999962,left_hip_roll_joint,roll,0.5078538661685517,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.49999999999962,left_knee_joint,pitch,6.642379908510353,0.15,0.9963569862765529,1.0,0.0982758620689655,0.6527856116984312,1.0,1.0,1.0,1.0,0.6527856116984312
PHASE3AX_BASELINE,heart,5.49999999999962,right_ankle_pitch_joint,pitch,6.642379908510353,0.7,4.6496659359572465,1.0,0.7643678160919539,5.077221424321132,1.0,1.0,1.0,1.0,5.077221424321132
PHASE3AX_BASELINE,heart,5.49999999999962,right_ankle_roll_joint,roll,0.5078538661685517,0.7,0.35549770631798616,1.0,0.7,0.3554977063179861,1.0,1.0,1.0,1.0,0.3554977063179861
PHASE3AX_BASELINE,heart,5.49999999999962,right_hip_pitch_joint,pitch,6.642379908510353,0.1,0.6642379908510354,1.0,0.0873563218390804,0.5802538770652723,1.0,1.0,1.0,1.0,0.5802538770652723
PHASE3AX_BASELINE,heart,5.49999999999962,right_hip_roll_joint,roll,0.5078538661685517,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.49999999999962,right_knee_joint,pitch,6.642379908510353,0.15,0.9963569862765529,1.0,0.0982758620689655,0.6527856116984312,1.0,1.0,1.0,1.0,0.6527856116984312
PHASE3AX_BASELINE,heart,5.49999999999962,waist_pitch_joint,pitch,6.642379908510353,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.49999999999962,waist_roll_joint,roll,0.5078538661685517,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.519999999999609,left_ankle_pitch_joint,pitch,6.629730234667413,0.7,4.6408111642671885,1.0,0.7643678160919539,5.067552420751528,1.0,1.0,1.0,1.0,5.067552420751528
PHASE3AX_BASELINE,heart,5.519999999999609,left_ankle_roll_joint,roll,0.5081844264237965,0.7,0.3557290984966575,1.0,0.7,0.3557290984966575,1.0,1.0,1.0,1.0,0.3557290984966575
PHASE3AX_BASELINE,heart,5.519999999999609,left_hip_pitch_joint,pitch,6.629730234667413,0.1,0.6629730234667414,1.0,0.0873563218390804,0.5791488480858891,1.0,1.0,1.0,1.0,0.5791488480858891
PHASE3AX_BASELINE,heart,5.519999999999609,left_hip_roll_joint,roll,0.5081844264237965,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.519999999999609,left_knee_joint,pitch,6.629730234667413,0.15,0.9944595352001119,1.0,0.0982758620689655,0.651542454096625,1.0,1.0,1.0,1.0,0.651542454096625
PHASE3AX_BASELINE,heart,5.519999999999609,right_ankle_pitch_joint,pitch,6.629730234667413,0.7,4.6408111642671885,1.0,0.7643678160919539,5.067552420751528,1.0,1.0,1.0,1.0,5.067552420751528
PHASE3AX_BASELINE,heart,5.519999999999609,right_ankle_roll_joint,roll,0.5081844264237965,0.7,0.3557290984966575,1.0,0.7,0.3557290984966575,1.0,1.0,1.0,1.0,0.3557290984966575
PHASE3AX_BASELINE,heart,5.519999999999609,right_hip_pitch_joint,pitch,6.629730234667413,0.1,0.6629730234667414,1.0,0.0873563218390804,0.5791488480858891,1.0,1.0,1.0,1.0,0.5791488480858891
PHASE3AX_BASELINE,heart,5.519999999999609,right_hip_roll_joint,roll,0.5081844264237965,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.519999999999609,right_knee_joint,pitch,6.629730234667413,0.15,0.9944595352001119,1.0,0.0982758620689655,0.651542454096625,1.0,1.0,1.0,1.0,0.651542454096625
PHASE3AX_BASELINE,heart,5.519999999999609,waist_pitch_joint,pitch,6.629730234667413,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.519999999999609,waist_roll_joint,roll,0.5081844264237965,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.539999999999598,left_ankle_pitch_joint,pitch,6.618214723834806,0.7,4.632750306684364,1.0,0.7643678160919539,5.058750334885225,1.0,1.0,1.0,1.0,5.058750334885225
PHASE3AX_BASELINE,heart,5.539999999999598,left_ankle_roll_joint,roll,0.5084839224721919,0.7,0.3559387457305343,1.0,0.7,0.3559387457305343,1.0,1.0,1.0,1.0,0.3559387457305343
PHASE3AX_BASELINE,heart,5.539999999999598,left_hip_pitch_joint,pitch,6.618214723834806,0.1,0.6618214723834807,1.0,0.0873563218390804,0.5781428954154544,1.0,1.0,1.0,1.0,0.5781428954154544
PHASE3AX_BASELINE,heart,5.539999999999598,left_hip_roll_joint,roll,0.5084839224721919,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.539999999999598,left_knee_joint,pitch,6.618214723834806,0.15,0.9927322085752209,1.0,0.0982758620689655,0.6504107573423861,1.0,1.0,1.0,1.0,0.6504107573423861
PHASE3AX_BASELINE,heart,5.539999999999598,right_ankle_pitch_joint,pitch,6.618214723834806,0.7,4.632750306684364,1.0,0.7643678160919539,5.058750334885225,1.0,1.0,1.0,1.0,5.058750334885225
PHASE3AX_BASELINE,heart,5.539999999999598,right_ankle_roll_joint,roll,0.5084839224721919,0.7,0.3559387457305343,1.0,0.7,0.3559387457305343,1.0,1.0,1.0,1.0,0.3559387457305343
PHASE3AX_BASELINE,heart,5.539999999999598,right_hip_pitch_joint,pitch,6.618214723834806,0.1,0.6618214723834807,1.0,0.0873563218390804,0.5781428954154544,1.0,1.0,1.0,1.0,0.5781428954154544
PHASE3AX_BASELINE,heart,5.539999999999598,right_hip_roll_joint,roll,0.5084839224721919,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.539999999999598,right_knee_joint,pitch,6.618214723834806,0.15,0.9927322085752209,1.0,0.0982758620689655,0.6504107573423861,1.0,1.0,1.0,1.0,0.6504107573423861
PHASE3AX_BASELINE,heart,5.539999999999598,waist_pitch_joint,pitch,6.618214723834806,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.539999999999598,waist_roll_joint,roll,0.5084839224721919,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.559999999999587,left_ankle_pitch_joint,pitch,6.607791746121426,0.7,4.625454222284998,1.0,0.7643678160919539,5.050783346173273,1.0,1.0,1.0,1.0,5.050783346173273
PHASE3AX_BASELINE,heart,5.559999999999587,left_ankle_roll_joint,roll,0.508752168270935,0.7,0.35612651778965443,1.0,0.7,0.3561265177896544,1.0,1.0,1.0,1.0,0.3561265177896544
PHASE3AX_BASELINE,heart,5.559999999999587,left_hip_pitch_joint,pitch,6.607791746121426,0.1,0.6607791746121426,1.0,0.0873563218390804,0.5772323824198028,1.0,1.0,1.0,1.0,0.5772323824198028
PHASE3AX_BASELINE,heart,5.559999999999587,left_hip_roll_joint,roll,0.508752168270935,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.559999999999587,left_knee_joint,pitch,6.607791746121426,0.15,0.9911687619182138,1.0,0.0982758620689655,0.6493864302222779,1.0,1.0,1.0,1.0,0.6493864302222779
PHASE3AX_BASELINE,heart,5.559999999999587,right_ankle_pitch_joint,pitch,6.607791746121426,0.7,4.625454222284998,1.0,0.7643678160919539,5.050783346173273,1.0,1.0,1.0,1.0,5.050783346173273
PHASE3AX_BASELINE,heart,5.559999999999587,right_ankle_roll_joint,roll,0.508752168270935,0.7,0.35612651778965443,1.0,0.7,0.3561265177896544,1.0,1.0,1.0,1.0,0.3561265177896544
PHASE3AX_BASELINE,heart,5.559999999999587,right_hip_pitch_joint,pitch,6.607791746121426,0.1,0.6607791746121426,1.0,0.0873563218390804,0.5772323824198028,1.0,1.0,1.0,1.0,0.5772323824198028
PHASE3AX_BASELINE,heart,5.559999999999587,right_hip_roll_joint,roll,0.508752168270935,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.559999999999587,right_knee_joint,pitch,6.607791746121426,0.15,0.9911687619182138,1.0,0.0982758620689655,0.6493864302222779,1.0,1.0,1.0,1.0,0.6493864302222779
PHASE3AX_BASELINE,heart,5.559999999999587,waist_pitch_joint,pitch,6.607791746121426,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.559999999999587,waist_roll_joint,roll,0.508752168270935,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.579999999999576,left_ankle_pitch_joint,pitch,6.598420527982197,0.7,4.6188943695875375,1.0,0.7643678160919539,5.043620288630069,1.0,1.0,1.0,1.0,5.043620288630069
PHASE3AX_BASELINE,heart,5.579999999999576,left_ankle_roll_joint,roll,0.5089897467454898,0.7,0.3562928227218428,1.0,0.7,0.3562928227218428,1.0,1.0,1.0,1.0,0.3562928227218428
PHASE3AX_BASELINE,heart,5.579999999999576,left_hip_pitch_joint,pitch,6.598420527982197,0.1,0.6598420527982197,1.0,0.0873563218390804,0.5764137472720081,1.0,1.0,1.0,1.0,0.5764137472720081
PHASE3AX_BASELINE,heart,5.579999999999576,left_hip_roll_joint,roll,0.5089897467454898,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PHASE3AX_BASELINE,heart,5.579999999999576,left_knee_joint,pitch,6.598420527982197,0.15,0.9897630791973294,1.0,0.0982758620689655,0.6484654656810089,1.0,1.0,1.0,1.0,0.6484654656810089
PHASE3AX_BASELINE,heart,5.579999999999576,right_ankle_pitch_joint,pitch,6.598420527982197,0.7,4.6188943695875375,1.0,0.7643678160919539,5.043620288630069,1.0,1.0,1.0,1.0,5.043620288630069
PHASE3AX_BASELINE,heart,5.579999999999576,right_ankle_roll_joint,roll,0.5089897467454898,0.7,0.3562928227218428,1.0,0.7,0.3562928227218428,1.0,1.0,1.0,1.0,0.3562928227218428
