dataset,t,motion_phase,left_arm_position_norm_rad,right_arm_position_norm_rad,arm_center_position_rad,left_arm_velocity_norm_rad_s,right_arm_velocity_norm_rad_s,arm_motion_energy_rad_s,left_arm_acceleration_norm_rad_s2,right_arm_acceleration_norm_rad_s2,arm_motion_asymmetry,arm_sagittal_momentum_proxy_rad_s,arm_lateral_momentum_proxy_rad_s,arm_sagittal_fraction,chest_relative_roll_rad,chest_relative_pitch_rad,chest_gyro_x,chest_gyro_y,chest_gyro_z,torso_relative_roll_rad,torso_relative_pitch_rad,torso_gyro_x,torso_gyro_y,torso_gyro_z,state_position__left_ankle_pitch_joint,state_velocity__left_ankle_pitch_joint,state_position__left_ankle_roll_joint,state_velocity__left_ankle_roll_joint,state_position__left_hip_pitch_joint,state_velocity__left_hip_pitch_joint,state_position__left_hip_roll_joint,state_velocity__left_hip_roll_joint,state_position__left_hip_yaw_joint,state_velocity__left_hip_yaw_joint,state_position__left_knee_joint,state_velocity__left_knee_joint,state_position__right_ankle_pitch_joint,state_velocity__right_ankle_pitch_joint,state_position__right_ankle_roll_joint,state_velocity__right_ankle_roll_joint,state_position__right_hip_pitch_joint,state_velocity__right_hip_pitch_joint,state_position__right_hip_roll_joint,state_velocity__right_hip_roll_joint,state_position__right_hip_yaw_joint,state_velocity__right_hip_yaw_joint,state_position__right_knee_joint,state_velocity__right_knee_joint,state_position__waist_pitch_joint,state_velocity__waist_pitch_joint,state_position__waist_roll_joint,state_velocity__waist_roll_joint,state_position__waist_yaw_joint,state_velocity__waist_yaw_joint,real_response_relative_position__left_ankle_pitch_joint,real_response_velocity__left_ankle_pitch_joint,real_response_relative_position__right_ankle_pitch_joint,real_response_velocity__right_ankle_pitch_joint,real_response_relative_position__left_knee_joint,real_response_velocity__left_knee_joint,real_response_relative_position__right_knee_joint,real_response_velocity__right_knee_joint,real_response_relative_position__left_hip_pitch_joint,real_response_velocity__left_hip_pitch_joint,real_response_relative_position__right_hip_pitch_joint,real_response_velocity__right_hip_pitch_joint,real_response_relative_position__waist_pitch_joint,real_response_velocity__waist_pitch_joint,real_response_relative_position__left_ankle_roll_joint,real_response_velocity__left_ankle_roll_joint,real_response_relative_position__right_ankle_roll_joint,real_response_velocity__right_ankle_roll_joint,real_response_relative_position__left_hip_roll_joint,real_response_velocity__left_hip_roll_joint,real_response_relative_position__right_hip_roll_joint,real_response_velocity__right_hip_roll_joint,real_response_relative_position__waist_roll_joint,real_response_velocity__waist_roll_joint
heart,-5.0,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-0.00012859964388208924,0.00015855144435869466,-0.0017636560341225123,0.00026970531234878894,-0.00019149360460051358,-9.149178753324102e-05,0.00010730590433674366,-0.0007554846115761099,0.0012226446997134328,0.0005560772426037043,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.98,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-9.990001226294644e-05,0.00015819739331121807,-0.0005143665521924987,0.000830649688613887,-0.0012410138088019126,-9.666798959013205e-05,0.00011013185911134396,-0.0005878260997744804,0.00010945244859994333,-0.00021770378208937522,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.960000000000001,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-0.0001011071841383545,0.0001606993835279938,0.0015121919591740674,0.0019179822614784018,-0.0009989031764086114,-8.564389869254453e-05,0.00011569543296275268,-0.00042479989323583665,0.0004812286047500919,-0.00013336408874550646,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.940000000000001,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-0.00010723503395341068,0.00016239558775580935,0.0020877485166617854,0.0010915954383234957,-0.0006556394463861257,-6.748364953047527e-05,0.0001198502859934037,0.0008838256780229594,-6.0731928852442185e-05,-0.0017576877369296277,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.920000000000002,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-0.00010264604496972852,0.00014455420200270314,-0.0002867113575229657,0.0003342989338581342,-0.00034482991570581966,-5.847655664437859e-05,0.00012420521952937944,0.0007316128074852865,-0.0006633855749802703,-0.0037077949285852342,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.900000000000002,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-8.935257221313226e-05,0.00011888360281969417,-0.002564850742150854,0.0016041198769846598,0.000417613706340944,-5.642858625527822e-05,0.00011579316567257982,0.000988858569553076,-0.0009650270955763462,-0.0034684713422873876,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.880000000000003,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-7.92042899268616e-05,9.937632543541742e-05,-0.0029493888439762134,0.0014477802178241464,0.001097524007504479,-6.195861891567968e-05,8.835001070514386e-05,0.0026274593740817226,-0.0012964507187258525,-0.002569123151795004,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.860000000000003,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-8.434739687257235e-05,7.552044476192343e-05,-0.0011239368992889231,0.0009746698132298537,0.00023676057944203638,-5.013630829771812e-05,5.222859734178597e-05,0.0031559671340657416,-0.000913296682905158,-0.0007280640500488963,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.840000000000003,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-8.928127190094292e-05,5.0275293002866885e-05,0.0004963501037463249,-0.0003414730034838984,2.023527871895369e-06,-1.713641723245568e-05,3.447779963356681e-05,0.0014508094462640712,-0.0007946671957848399,0.0006497838788586273,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
heart,-4.820000000000004,PRE_ROLL,1.2385791455998612,1.2370534321208662,-0.11107376643589568,0.017138412868785525,0.017138412868785525,0.03427682573757105,0.0,0.0,0.0,-1.734723475976807e-18,-0.00244140625,7.105427357600996e-16,-0.00010520867706010975,4.431668666889729e-05,0.0015792934240420197,-0.0027691591950070025,0.0007842431869478813,4.292976146160315e-06,3.111850344415464e-05,-0.0005079337403335146,-0.0015934677266394057,0.000664815949321529,-0.2727570533752441,0.0061054229736328,-0.0298161506652832,0.0061054229736328,-0.3007521629333496,-0.0061054229736328,0.013709545135498,-0.0061054229736328,-0.0002875328063964,0.0061054229736328,0.5036177635192871,-0.0061054229736328,-0.2949991226196289,-0.0061054229736328,0.0156269073486328,0.0061054229736328,-0.2568421363830566,0.0061054229736328,-0.0177364349365234,-0.0061054229736328,-0.0135178565979003,0.0061054229736328,0.4804167747497558,0.0061054229736328,-0.0308361920207412,-1.2257415310614048e-06,-0.0010051460594627,0.0049243811704556,-0.0129427909851074,-0.0061054229736328,0.0,0.0061054229736328,0.0,-0.0061054229736328,0.0,-0.0061054229736328,8.045620657043395e-05,0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0061054229736328,3.469446951953614e-18,-1.2257415310614048e-06,-3.469446951953614e-18,0.0061054229736328,0.0,0.0061054229736328,-1.734723475976807e-18,-0.0061054229736328,0.0,-0.0061054229736328,0.0,0.0049243811704556
