sim_time,t,joint_name,input_mode,reference_position,target_position,position,velocity,tracking_error_rad,ctrl_nm,ctrl_saturation_fraction,lower_margin_rad,upper_margin_rad,reference_target_rad,standing_reference_offset_rad,pitch_balance_correction_nm,roll_balance_correction_nm,contact_avoidance_correction_nm,contact_avoidance_scaling,limit_scaling,saturation_scaling,rate_scaling,allocation_weight,final_balance_addition_nm,equivalent_balance_target_offset_rad,final_joint_target_rad
0.001,-2.999,head_yaw_joint,STANDING_TARGET,0.0001437664031982,0.0001437664031982,0.00014376657006281803,1.6686461802357e-07,-1.668646180160837e-10,-0.0002768473524295074,0.00010647975093442591,0.3492097665700628,0.34892223342993717,0.0001437664031982,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001437664031982
0.001,-2.999,left_ankle_pitch_joint,STANDING_TARGET,-0.270456314086914,-0.23197550882432377,-0.2703898745157578,0.06643957115622698,0.03841436569143403,2.11101792421602,0.058639386783778336,0.5324611254842422,0.7241758745157578,-0.270456314086914,0.038480805262590234,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,-0.23197550882432377
0.001,-2.999,left_ankle_roll_joint,STANDING_TARGET,0.0121755599975585,0.0121755599975585,0.012175576914283979,1.6916725479529236e-05,-1.6916725478766104e-08,-0.0037728594032313545,0.00015720247513463978,0.273974576914284,0.24962342308571603,0.0121755599975585,0.0,0.0,-0.0,0.0,0.4132791365078098,1.0,1.0,1.0,0.7,0.0,0.0,0.0121755599975585
0.001,-2.999,left_elbow_joint,STANDING_TARGET,-1.172232151031494,-1.172232151031494,-1.1722489289977154,-0.01677796622153598,1.677796622145955e-05,-1.656347481359729,0.06901447838998871,1.1839450710022845,1.1722489289977154,-1.172232151031494,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.172232151031494
0.001,-2.999,left_hip_pitch_joint,STANDING_TARGET,-0.3268289566040039,-0.2899710669632994,-0.32679050988377695,0.038446720226958706,0.03681944292047756,0.372693381691224,0.003158418488908678,2.230117490116223,2.883698509883777,-0.3268289566040039,0.03685788964070452,0.0,0.0,0.03390832283465597,0.4132791365078098,1.0,1.0,1.0,0.1,0.03390832283465597,0.00029485498117092147,-0.28967621198212845
0.001,-2.999,left_hip_roll_joint,STANDING_TARGET,-0.0213799476623535,-0.0213799476623535,-0.02138003732408566,-8.966173216033432e-05,8.966173216037876e-08,-0.3415069553142422,0.002894126739951205,0.21423896267591433,2.9273530373240857,-0.0213799476623535,0.0,0.0,-0.0,0.0004738908663549322,0.4132791365078098,1.0,1.0,1.0,0.0,0.0004738908663549322,4.120790142216802e-06,-0.021375826872211283
0.001,-2.999,left_hip_yaw_joint,STANDING_TARGET,9.584426879882812e-05,9.584426879882812e-05,9.566297793344414e-05,-0.00018129086538398333,1.8129086538398763e-07,0.02608199304039749,0.00022103383932540246,1.6843376629779334,3.4294763370220664,9.584426879882812e-05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.584426879882812e-05
0.001,-2.999,left_knee_joint,STANDING_TARGET,0.5220255851745605,0.41769063712644927,0.5219115758838271,-0.1140092907334457,-0.10422093875737781,-11.3822602112396,0.09645983229864068,0.5219115758838271,1.886642424116173,0.5220255851745605,-0.10433494804811128,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.41769063712644927
0.001,-2.999,left_shoulder_pitch_joint,STANDING_TARGET,0.3956656455993652,0.3956656455993652,0.3956724224942675,0.00677689490228223,-6.776894902305042e-06,-0.16555171757020776,0.00459865882139466,3.4761784224942676,1.6376365775057327,0.3956656455993652,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3956656455993652
0.001,-2.999,left_shoulder_roll_joint,STANDING_TARGET,-0.0146684646606445,-0.0146684646606445,-0.014664695367462274,0.003769293182226154,-3.7692931822257136e-06,1.2414859688806352,0.03448572135779542,0.04642230463253773,3.060264695367462,-0.0146684646606445,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0146684646606445
0.001,-2.999,left_shoulder_yaw_joint,STANDING_TARGET,-0.009490966796875,-0.009490966796875,-0.00949059698599969,0.0003698108753088466,-3.6981087530967016e-07,0.4995268536921915,0.020813618903841313,2.547417403014,2.5663985969859997,-0.009490966796875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.009490966796875
0.001,-2.999,left_wrist_pitch_joint,STANDING_TARGET,0.0013351440429687,0.0013351440429687,0.0013349664394819423,-0.00017760348675750981,1.7760348675760484e-07,-0.20047912256583172,0.09112687389355986,0.5772939664394819,0.574624033560518,0.0013351440429687,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013351440429687
0.001,-2.999,left_wrist_roll_joint,STANDING_TARGET,-0.0043869018554687,-0.0043869018554687,-0.004386913715274887,-1.1859806187332677e-05,1.1859806187466959e-08,0.042029980646208,0.01910453665736727,1.5053230862847253,0.7286989137152748,-0.0043869018554687,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0043869018554687
0.001,-2.999,left_wrist_yaw_joint,STANDING_TARGET,0.0062317848205566,0.0062317848205566,0.006231755657247629,-2.9163308970743903e-05,2.91633089708615e-08,-0.010424939455212057,0.0004343724773005024,2.5631397556572475,2.5506762443427524,0.0062317848205566,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0062317848205566
0.001,-2.999,right_ankle_pitch_joint,STANDING_TARGET,-0.3164749145507812,-0.2505623404374831,-0.31637094475824395,0.10396979253726386,0.06580860432076086,3.617638801137505,0.10048996669826403,0.486480055241756,0.7701569447582439,-0.3164749145507812,0.0659125741132981,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,-0.2505623404374831
