sim_time,t,side,signed_geom_distance_m,segment_x1,segment_y1,segment_z1,segment_x2,segment_y2,segment_z2,contact_active,pair_contact_count,contact_dist_m,contact_pos_x,contact_pos_y,contact_pos_z,contact_normal_x,contact_normal_y,contact_normal_z
0.001,-4.999,left,0.0015233686278937277,0.013920089887015985,0.08588098725406818,0.6177787609617302,0.013973323388755815,0.08739533777092215,0.617622042478942,0,0,,,,,,,
0.001,-4.999,right,0.0,0.010605155556510917,-0.1019114549414084,0.7316615919792808,0.01625877994760734,-0.1053359386777364,0.7431644901875275,0,0,,,,,,,
0.02000000000000001,-4.98,left,0.001618357255422232,0.013762827023079382,0.08567486055728271,0.6160540528866589,0.013817500403704077,0.08728365755612957,0.6158871300178536,0,0,,,,,,,
0.02000000000000001,-4.98,right,0.0019237505739762204,0.012883186451258704,-0.08608798884134805,0.6161234776856465,0.012929426482598554,-0.08800220519224175,0.6159378600885639,0,0,,,,,,,
0.04000000000000003,-4.96,left,0.0018893695527625704,0.013815884111117597,0.08503466651520736,0.6115729331015362,0.013869589001994618,0.08691278475800163,0.6113741745603725,0,0,,,,,,,
0.04000000000000003,-4.96,right,0.0015200729010681495,0.013615210918502482,-0.0867256680535923,0.612838721377202,0.013661697115437375,-0.0882379052364069,0.6126917541666779,0,0,,,,,,,
0.060000000000000046,-4.94,left,0.001932430785106789,0.0150636132012715,0.08512705133260062,0.607504455244803,0.015111731091833032,0.0870477227036831,0.6072971031477784,0,0,,,,,,,
0.060000000000000046,-4.94,right,0.0,0.018756299443300914,-0.10408999718257121,0.7321469084857363,0.007719222138328494,-0.10692636619430469,0.7405003659047342,0,0,,,,,,,
0.08000000000000006,-4.92,left,0.001840037308890333,0.021426826695828308,0.08591166129407123,0.6061663013320293,0.021470987486748527,0.08774029910689052,0.6059666244125288,0,0,,,,,,,
0.08000000000000006,-4.92,right,0.001352160849125737,0.018547211231970007,-0.08590275858376314,0.6065540682616511,0.018601303835891165,-0.0872475769037454,0.6064241581452261,0,0,,,,,,,
0.10000000000000007,-4.9,left,0.001785705224016417,0.024445876394763567,0.0867181770501472,0.6040964922700309,0.024487904885531285,0.08849259077753507,0.6039004497310227,0,0,,,,,,,
0.10000000000000007,-4.9,right,0.001370246485569932,0.021831106748977164,-0.08510030758269907,0.604553377966841,0.02188843501681549,-0.08646314146179268,0.6044230985789163,0,0,,,,,,,
0.12000000000000009,-4.88,left,0.0018020040157351689,0.02747021901353587,0.08747204215723306,0.6025624963236794,0.02751209466316445,0.08926238171088913,0.6023621237075154,0,0,,,,,,,
0.12000000000000009,-4.88,right,0.0013441666624807523,0.02495677237114006,-0.08434689728247688,0.6033188442312343,0.025014097826811403,-0.08568392382515486,0.6031929163438092,0,0,,,,,,,
0.1400000000000001,-4.86,left,0.0017697604306787429,0.030198604209330224,0.08840879765350872,0.6015189402775706,0.030239498932175816,0.09016676218265512,0.601319089538511,0,0,,,,,,,
0.1400000000000001,-4.86,right,0.0013690470822581603,0.02777767956736854,-0.0834104543237498,0.6024787320369731,0.027836536899216124,-0.08477242059841639,0.60235274158258,0,0,,,,,,,
0.16000000000000011,-4.84,left,0.0016880818256283657,0.03252460882921491,0.08949788837753153,0.6008238813590827,0.03256343566226823,0.0911743497927199,0.6006300003377413,0,0,,,,,,,
0.16000000000000011,-4.84,right,0.0014440753956602443,0.030225105354991504,-0.08232253490297686,0.6018687994645355,0.030287470603791777,-0.08375937016711338,0.6017385353181747,0,0,,,,,,,
0.18000000000000013,-4.82,left,0.001601856329324318,0.03453009776147391,0.09062441758901496,0.6002431606310428,0.03456680642418951,0.09221488145606915,0.6000560220153777,0,0,,,,,,,
