experiment_id,dataset,joint_name,real_excursion_rad,sim_excursion_rad,excursion_ratio,absolute_excursion_error_rad,position_rmse_rad,velocity_rmse_rad_s,onset_delta_s,peak_timing_delta_s,xcorr_lag_s,recovery_delta_s
bs_baseline,heart,left_ankle_pitch_joint,0.0461992339004458,0.03494002105392971,0.7562900529740723,0.011259212846516091,0.022900120302669604,0.05142920546318541,-0.3999999999998237,2.4400000000005058,-1.0,-2.4158453015843406e-13
bs_baseline,heart,right_ankle_pitch_joint,0.0320215225219725,0.039284052447641604,1.2268015182815155,0.0072625299256691075,0.021306262926767162,0.046117921922054446,-1.0199999999998106,2.420000000000517,-0.98,0.6999999999993705
bs_baseline,heart,left_knee_joint,0.0074777603149413,0.05601949370001602,7.4914802481812055,0.04854173338507472,0.023051014987654377,0.04508285680932211,-0.2399999999998199,-1.2199999999990387,0.38,
bs_baseline,heart,right_knee_joint,0.023776531219482297,0.05434295787405763,2.2855713212501514,0.030566426654575332,0.0161549200270652,0.0401087556103715,-0.5199999999998139,0.7600000000008835,0.18,2.16099999999856
bs_baseline,heart,left_hip_pitch_joint,0.035656699362948296,0.0299019891321195,0.8386078820069182,0.005754710230828797,0.0192444947137806,0.04778933271082388,-0.23999999999981278,0.42000000000065585,1.0,-2.4158453015843406e-13
bs_baseline,heart,right_hip_pitch_joint,0.041033744812011594,0.03146913266122142,0.7669086213162204,0.009564612150790172,0.02348264539556107,0.051883923430209755,-0.2799999999998191,0.5400000000006533,1.0,-2.4158453015843406e-13
bs_baseline,heart,waist_pitch_joint,0.0323393432511609,0.0206344599817038,0.6380605759816436,0.011704883269457098,0.013820910539492987,0.03434388160584026,-0.059999999999809484,1.8000000000008818,1.0,0.11999999999969191
bs_baseline,heart,left_ankle_roll_joint,0.0040264129638671,0.0040237941619929996,0.9993495943169264,2.6188018741003447e-06,0.002638505513189676,0.008888349227141061,,0.4000000000007633,1.0,-2.4158453015843406e-13
bs_baseline,heart,right_ankle_roll_joint,0.0024929046630858,0.007950961245396999,3.189436548911195,0.005458056582311199,0.006351659604496212,0.007675060504664094,-0.41999999999979476,2.0800000000000125,-1.0,
bs_baseline,heart,left_hip_roll_joint,0.0034255689965875997,0.0022505919326939045,0.6569979863012085,0.0011749770638936952,0.004321632933991848,0.007315217298656065,3.9000000000000803,2.479999999999716,-1.0,
bs_baseline,heart,right_hip_roll_joint,0.0026569801611188997,0.0052797340202340995,1.98711834491482,0.0026227538591152,0.002552399113637268,0.006268483540968803,-0.5599999999996284,2.439999999999717,1.0,
bs_baseline,heart,waist_roll_joint,0.010179951374642601,0.0081279219812174,0.7984244405590548,0.0020520293934252008,0.007388960327033108,0.015653498239805757,-0.1399999999998221,0.44000000000074113,0.3,-2.4158453015843406e-13
bs_baseline,wave,left_ankle_pitch_joint,0.0301041603088379,0.024144672464242817,0.8020377322118659,0.005959487844595084,0.008185938634924301,0.036126722424316436,-0.21999999999988426,-1.1999999999990818,0.48,1.519999999999384
bs_baseline,wave,right_ankle_pitch_joint,0.0279946327209472,0.015786718299903912,0.5639194647512336,0.012207914421043287,0.006318603898398568,0.02874798935616198,0.02000000000019589,-1.8999999999992947,-0.42,-0.059999999999792664
bs_baseline,wave,left_knee_joint,0.0072860717773437006,0.0723737189638432,9.933160305789446,0.06508764718649951,0.039888352794149935,0.05009230979891635,-0.49999999999987826,-1.1999999999992452,0.74,
bs_baseline,wave,right_knee_joint,0.0101536373968025,0.08209201692684065,8.084986071365163,0.07193837953003815,0.044772875409674784,0.06323476009434416,0.4600000000003926,0.2800000000006806,-1.0,
bs_baseline,wave,left_hip_pitch_joint,0.0139975547790526,0.04892011848133332,3.4949045925180076,0.034922563702280716,0.02372757478860435,0.03807644388601191,-0.03999999999968917,-1.9399999999992934,-0.8200000000000001,-0.15999999999988646
bs_baseline,wave,right_hip_pitch_joint,0.0170655250549316,0.04310033668828017,2.5255792921428473,0.026034811633348573,0.016528101147653827,0.03310287456748276,0.1800000000003275,-0.5399999999993732,-0.7000000000000001,0.04000000000010928
bs_baseline,wave,waist_pitch_joint,0.0280405753307459,0.0298660716162609,1.0651019554336099,0.001825496285515,0.012143143276631333,0.03958858790607406,0.40000000000034414,1.8000000000008498,0.8,-0.11999999999977007
bs_baseline,wave,left_ankle_roll_joint,0.0088210105895995,0.023586977310629597,2.6739540862177464,0.014765966721030097,0.012329185304959434,0.02782901923897736,0.04000000000056492,-0.19999999999913864,0.9,
bs_baseline,wave,right_ankle_roll_joint,0.0093955993652344,0.0245506554809932,2.612995140239328,0.015155056115758802,0.009475012483296298,0.027101905087953036,0.6200000000007659,-0.17999999999913907,1.0,
bs_baseline,wave,left_hip_roll_joint,0.0099711418151855,0.0145798352918169,1.4622031821483688,0.0046086934766314,0.005479390733855544,0.02413457393979745,0.8200000000007543,-1.1999999999991315,-0.56,0.8000000000000078
bs_baseline,wave,right_hip_roll_joint,0.0095877647399902,0.016644387230829498,1.7360028830710037,0.007056622490839298,0.004260394810063295,0.023828829763988004,,-1.1799999999991249,-0.56,4.511946372076636e-13
bs_baseline,wave,waist_roll_joint,0.0386269102010452,0.021870899806672,0.5662088863136715,0.016756010394373202,0.021330350244099103,0.04858702463497055,0.7800000000005065,0.1400000000008046,0.78,0.8399999999999004
bs_mass_lower_minus08,heart,left_ankle_pitch_joint,0.0461992339004458,0.03406544542144552,0.7373595305682504,0.012133788479000283,0.023141077615219115,0.052563899771682555,-0.3999999999998237,2.4800000000004836,-1.0,-2.4158453015843406e-13
bs_mass_lower_minus08,heart,right_ankle_pitch_joint,0.0320215225219725,0.03883461314185699,1.212765979981417,0.006813090619884492,0.021402537392688437,0.04790994554324418,-1.0199999999998106,2.4600000000004947,-0.98,0.7599999999993372
bs_mass_lower_minus08,heart,left_knee_joint,0.0074777603149413,0.058992651801983875,7.889080328519056,0.05151489148704257,0.025015187247368436,0.04874671972684309,-0.2399999999998199,-1.179999999999025,0.44,
bs_mass_lower_minus08,heart,right_knee_joint,0.023776531219482297,0.0583563092325573,2.4543659751654867,0.034579778013075005,0.01742840490690118,0.04362078093988987,-0.5199999999998139,0.8400000000009102,0.22,1.9809999999986605
bs_mass_lower_minus08,heart,left_hip_pitch_joint,0.035656699362948296,0.031754228821041564,0.8905543527126945,0.003902470541906733,0.020507142951664982,0.05042564792850057,-0.23999999999981278,0.46000000000063324,1.0,2.820999999998195
bs_mass_lower_minus08,heart,right_hip_pitch_joint,0.041033744812011594,0.03273227709980539,0.7976916864342306,0.008301467712206204,0.02454808096198259,0.053957547468922194,-0.2799999999998191,0.5800000000006307,1.0,-2.4158453015843406e-13
bs_mass_lower_minus08,heart,waist_pitch_joint,0.0323393432511609,0.024774498689507502,0.7660792149394735,0.007564844561653395,0.014258148009183411,0.036028319000805824,-0.059999999999809484,1.8000000000008818,1.0,0.11999999999969191
bs_mass_lower_minus08,heart,left_ankle_roll_joint,0.0040264129638671,0.004121313742826999,1.0235695592606957,9.490077895989938e-05,0.0027110720004326003,0.008918179999846516,,0.4000000000007633,1.0,-2.4158453015843406e-13
bs_mass_lower_minus08,heart,right_ankle_roll_joint,0.0024929046630858,0.008044523814192801,3.2269680960181697,0.005551619151107001,0.006452529460278216,0.007656690355422773,-0.4599999999998081,2.1199999999999903,-1.0,
bs_mass_lower_minus08,heart,left_hip_roll_joint,0.0034255689965875997,0.0023372583417253026,0.6822978442569909,0.001088310654862297,0.0042519362070068635,0.007348528911601991,3.6000000000002466,2.479999999999716,-1.0,
bs_mass_lower_minus08,heart,right_hip_roll_joint,0.0026569801611188997,0.0052245141728489,1.9663354093877643,0.00256753401173,0.0026222603804024612,0.006290891169779627,-0.6399999999996551,2.439999999999717,1.0,
bs_mass_lower_minus08,heart,waist_roll_joint,0.010179951374642601,0.008209984215286901,0.8064856022531972,0.0019699671593557,0.007371022735598291,0.015674473393955342,-0.1399999999998221,0.44000000000074113,0.72,-2.4158453015843406e-13
bs_mass_lower_minus08,wave,left_ankle_pitch_joint,0.0301041603088379,0.023717147237445307,0.7878361991874754,0.006387013071392594,0.008058367107937317,0.03696975925545979,0.3800000000003161,-0.939999999998995,0.48,1.6199999999993286
bs_mass_lower_minus08,wave,right_ankle_pitch_joint,0.0279946327209472,0.021485268318595235,0.7674781281384241,0.006509364402351964,0.0064522940748372335,0.028744125136428732,-0.21999999999988426,-1.8999999999992947,-0.34,-0.03999999999980375
bs_mass_lower_minus08,wave,left_knee_joint,0.0072860717773437006,0.07646479871984124,10.494653505557173,0.06917872694249755,0.041891801970997324,0.05065160684420403,0.36000000000040894,-1.2999999999992788,0.72,
bs_mass_lower_minus08,wave,right_knee_joint,0.0101536373968025,0.0869496978238658,8.56340387448219,0.0767960604270633,0.04862022939606922,0.06848498802552352,0.5000000000004059,0.32000000000069395,-0.98,
bs_mass_lower_minus08,wave,left_hip_pitch_joint,0.0139975547790526,0.055237721047797506,3.946240748452793,0.0412401662687449,0.026179376647094365,0.040269613520824546,-0.019999999999682494,-1.9399999999992934,-0.8,-0.13999999999989754
bs_mass_lower_minus08,wave,right_hip_pitch_joint,0.0170655250549316,0.044682019499955095,2.618262219072063,0.027616494445023496,0.01703981411485176,0.033729849014105764,0.1800000000003275,-0.43999999999934003,-0.68,1.3145040611561853e-13
bs_mass_lower_minus08,wave,waist_pitch_joint,0.0280405753307459,0.033018339027853304,1.1775200272602606,0.004977763697107403,0.012575299480644609,0.04028821214232274,0.40000000000034414,1.8200000000008387,0.8200000000000001,-0.13999999999975898
bs_mass_lower_minus08,wave,left_ankle_roll_joint,0.0088210105895995,0.024075749226452402,2.7293640543680056,0.015254738636852902,0.008536781464571146,0.027960865143728555,-1.2399999999998625,-0.1599999999991253,0.14,
bs_mass_lower_minus08,wave,right_ankle_roll_joint,0.0093955993652344,0.025350793592609402,2.6981560842634926,0.015955194227375003,0.007090325210620689,0.027374673840481405,0.7000000000007924,1.7400000000005953,0.86,
bs_mass_lower_minus08,wave,left_hip_roll_joint,0.0099711418151855,0.021015999854966202,2.1076823742452437,0.011044858039780702,0.005317120948366721,0.03003844802528856,-1.0399999999998668,0.7800000000006051,-0.52,2.379999999999132
bs_mass_lower_minus08,wave,right_hip_roll_joint,0.0095877647399902,0.0219013741245382,2.2843044983350924,0.012313609384548,0.006206322537834871,0.028570795391542253,0.5400000000006608,0.7800000000006051,-0.52,0.040000000000429026
bs_mass_lower_minus08,wave,waist_roll_joint,0.0386269102010452,0.0237522796161287,0.6149153399146585,0.0148746305849165,0.021541957683776914,0.04988517046609789,0.6800000000004731,-0.259999999999329,0.78,-0.1599999999995454
bs_mass_lower_plus08,heart,left_ankle_pitch_joint,0.0461992339004458,0.035373177929082095,0.7656658983849678,0.010826055971363706,0.022551810077026748,0.05005012332370199,-0.3999999999998237,2.420000000000517,-1.0,-2.4158453015843406e-13
bs_mass_lower_plus08,heart,right_ankle_pitch_joint,0.0320215225219725,0.039442560602828886,1.2317515688320013,0.007421038080856389,0.02121770761591429,0.04417494879018891,-1.0199999999998106,2.400000000000528,-0.98,0.7599999999993372
bs_mass_lower_plus08,heart,left_knee_joint,0.0074777603149413,0.05200827398715924,6.955060311740882,0.044530513672217935,0.021103891791956274,0.04168217645986144,-0.2399999999998199,-1.2399999999990454,0.36,
bs_mass_lower_plus08,heart,right_knee_joint,0.023776531219482297,0.04982753983702948,2.0956606065480736,0.02605100861754718,0.015213195346423153,0.03765436629156641,-0.5199999999998139,0.7000000000008635,0.14,2.4809999999983834
bs_mass_lower_plus08,heart,left_hip_pitch_joint,0.035656699362948296,0.027290016143370288,0.7653545232997078,0.008366683219578008,0.017919328273125004,0.045171966854217586,-0.23999999999981278,0.40000000000066693,1.0,-2.4158453015843406e-13
bs_mass_lower_plus08,heart,right_hip_pitch_joint,0.041033744812011594,0.029165582362930015,0.7107706717129197,0.011868162449081579,0.022235237013720734,0.04954747979459288,-0.2799999999998191,0.5200000000006644,1.0,-2.4158453015843406e-13
bs_mass_lower_plus08,heart,waist_pitch_joint,0.0323393432511609,0.016985046964115503,0.5252131075205364,0.015354296287045394,0.013427707747417453,0.032753404798720694,-0.059999999999809484,1.8000000000008818,1.0,0.07999999999971408
bs_mass_lower_plus08,heart,left_ankle_roll_joint,0.0040264129638671,0.0039267486426881985,0.9752473673035316,9.966432117890136e-05,0.0026895015651130097,0.008927915426548609,,0.4000000000007633,1.0,-2.4158453015843406e-13
bs_mass_lower_plus08,heart,right_ankle_roll_joint,0.0024929046630858,0.007739342378018901,3.104548077036723,0.0052464377149331,0.006439272910928386,0.0077166802972880415,-0.5199999999998282,2.0800000000000125,-1.0,
bs_mass_lower_plus08,heart,left_hip_roll_joint,0.0034255689965875997,0.002318469564238701,0.6768129810108212,0.0011070994323488987,0.0041461287262199945,0.0073356993991176445,3.6400000000002244,2.479999999999716,-1.0,
bs_mass_lower_plus08,heart,right_hip_roll_joint,0.0026569801611188997,0.005175718641598001,1.947970375291932,0.002518738480479101,0.002700731285718883,0.0062999376031929915,-0.9199999999997486,2.439999999999717,1.0,
bs_mass_lower_plus08,heart,waist_roll_joint,0.010179951374642601,0.0081119857140625,0.7968589844415929,0.0020679656605801008,0.007412634487819829,0.015665359902292657,-0.1399999999998221,3.260000000000243,0.28,-2.4158453015843406e-13
bs_mass_lower_plus08,wave,left_ankle_pitch_joint,0.0301041603088379,0.022922832740308097,0.7614506601460819,0.007181327568529804,0.007538013921615458,0.033249515406493395,0.18000000000024932,-1.2799999999991085,0.36,
bs_mass_lower_plus08,wave,right_ankle_pitch_joint,0.0279946327209472,0.015818629281788094,0.5650593611807482,0.012176003439159106,0.007496920421934738,0.030358955822496817,0.7000000000004228,0.4000000000007087,-0.5,-0.41999999999959314
bs_mass_lower_plus08,wave,left_knee_joint,0.0072860717773437006,0.07050445822566104,9.676607694820845,0.06321838644831734,0.04134331299714174,0.050271205844666905,0.18000000000034883,-1.3799999999993053,0.68,
bs_mass_lower_plus08,wave,right_knee_joint,0.0101536373968025,0.07618356128859799,7.503080749425727,0.06602992389179549,0.04306840544056571,0.0606962166234262,0.4400000000003859,0.2800000000006806,-1.0,
bs_mass_lower_plus08,wave,left_hip_pitch_joint,0.0139975547790526,0.046423181792162094,3.3165208155952053,0.03242562701310949,0.02161700370481917,0.03702877090244737,-0.019999999999682494,-1.9399999999992934,-0.84,-0.17999999999987537
bs_mass_lower_plus08,wave,right_hip_pitch_joint,0.0170655250549316,0.04127010654218169,2.4183320706124682,0.02420458148725009,0.015634108198790846,0.0327637198860845,0.12000000000030747,-0.4799999999993534,-0.72,0.020000000000120366
bs_mass_lower_plus08,wave,waist_pitch_joint,0.0280405753307459,0.027717832004600595,0.9884901318058398,0.00032274332614530554,0.011968710002104043,0.039299910075216646,0.4200000000003508,1.780000000000861,-0.3,-0.1599999999997479
bs_mass_lower_plus08,wave,left_ankle_roll_joint,0.0088210105895995,0.019880413838099898,2.253756940450802,0.011059403248500398,0.009207057299071578,0.024979238353048785,-0.4199999999995887,-0.2599999999991587,0.88,
bs_mass_lower_plus08,wave,right_ankle_roll_joint,0.0093955993652344,0.0210421250625109,2.2395724045419585,0.011646525697276502,0.007223591323236994,0.023810307237082655,-0.35999999999956156,-0.8999999999993795,0.86,
bs_mass_lower_plus08,wave,left_hip_roll_joint,0.0099711418151855,0.0124014768986247,1.243736888762121,0.0024303350834392005,0.0035985708834574493,0.022817311953032982,0.24000000000056065,1.0800000000004388,-0.56,1.699999999999509
bs_mass_lower_plus08,wave,right_hip_roll_joint,0.0095877647399902,0.012355788618503399,1.2887037754449562,0.0027680238785131994,0.005069954246953768,0.022411761033946296,1.2600000000009013,0.6200000000006938,0.9400000000000001,0.22000000000032927
bs_mass_lower_plus08,wave,waist_roll_joint,0.0386269102010452,0.0211618306441846,0.547852016483886,0.0174650795568606,0.02135620934372631,0.0502236404406973,0.6600000000004664,0.1400000000008046,0.78,0.699999999999978
bs_inertia_minus10,heart,left_ankle_pitch_joint,0.0461992339004458,0.034802573655901475,0.7533149517348522,0.011396660244544325,0.02285545411805876,0.05141878945584029,-0.3999999999998237,2.4400000000005058,-1.0,-2.4158453015843406e-13
bs_inertia_minus10,heart,right_ankle_pitch_joint,0.0320215225219725,0.03914288911553762,1.2223931291423946,0.007121366593565125,0.02124117425620256,0.04608782835143125,-1.0199999999998106,2.420000000000517,-0.98,0.6999999999993705
bs_inertia_minus10,heart,left_knee_joint,0.0074777603149413,0.05605270070701723,7.495921017288883,0.04857494039207593,0.02302277002737225,0.045202845020000146,-0.2399999999998199,-1.2199999999990387,0.38,
bs_inertia_minus10,heart,right_knee_joint,0.023776531219482297,0.054352119270834776,2.285956633838122,0.03057558805135248,0.016136162005968534,0.0401774265779847,-0.5199999999998139,0.7600000000008835,0.18,2.16099999999856
bs_inertia_minus10,heart,left_hip_pitch_joint,0.035656699362948296,0.029871165587770532,0.8377434289055468,0.005785533775177765,0.019242294289725095,0.04777527498912633,-0.21999999999980607,0.42000000000065585,1.0,-2.4158453015843406e-13
bs_inertia_minus10,heart,right_hip_pitch_joint,0.041033744812011594,0.03144378369446002,0.7662908622772262,0.009589961117551574,0.023495486878645725,0.05189508008479747,-0.2799999999998191,0.5400000000006533,1.0,-2.4158453015843406e-13
bs_inertia_minus10,heart,waist_pitch_joint,0.0323393432511609,0.020284725096450795,0.6272460432764857,0.012054618154710102,0.013782912568241214,0.03429217704721794,-0.059999999999809484,1.8000000000008818,1.0,0.099999999999703
