experiment_id,family,dataset,mode,stable_no_fall,fall_time_s,contact_safety_pass,pelvis_hip_contact_samples,minimum_positive_precontact_distance_m,maximum_pelvis_hip_penetration_m,limit_management_pass,minimum_limit_margin_rad,saturation_management_pass,persistent_saturation_fraction,max_consecutive_saturation_s,minimum_com_support_margin_m,arm_tracking_retained,balance_shape_score,safety_pass,physical_family,runtime_only,not_hardware_calibration
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,heart,standing,True,,True,0,0.0028781699363049943,0.0,True,0.04814404119619861,True,0.0,0.0,0.04726408907239232,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,heart,standing,True,,True,0,0.0028992944873635017,0.0,True,0.048144122865777954,True,0.0,0.0,0.046988261791355256,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0009954206361232668,0.0,True,0.046152246360328976,True,0.0,0.0,0.0615066084184365,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0013293276137813323,0.0,True,0.046295431693824496,True,0.0,0.0,0.060686476254335514,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0011644885652946513,0.0,True,0.0462259565784375,True,0.0,0.0,0.061397032631121444,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0011094616415001487,0.0,True,0.04627524632650284,True,0.0,0.0,0.06134561634897042,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0010873966340230557,0.0,True,0.046203851902442916,True,0.0,0.0,0.06048010260356199,True,,True,MASS_DISTRIBUTION,True,True
bs_mass_lower_plus08_safety_candidate,AY_MOTION_CONDITIONED_RESPONSE,wave,standing,True,,True,0,0.0010645077308265958,0.0,True,0.04629982053521914,True,0.0,0.0,0.061361774664872575,True,,True,MASS_DISTRIBUTION,True,True
